T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 2.58 ,0, 2.03 0.55
1993-01-19 00:1080 , 2.5 ,0, 2.02 0.48
1993-01-29 00:1080 , 2.5 ,0, 2.07 0.43
1993-02-09 00:1080 , 2.5 ,0, 1.9 0.6
1993-02-20 00:1080 , 2.45 ,0, 1.83 0.62
1993-03-00 00:1080 , 2.49 ,0, 1.85 0.64
1993-03-10 00:1080 , 3.1 ,0, 2.13 0.97
1993-03-20 00:1080 , 3.3 ,0, 2.14 1.16
1993-04-00 00:1080 , 3.41 ,0, 4.08 -0.67
1993-04-10 00:1080 , 5.91 ,0, 5.49 0.42
1993-04-21 00:1080 , 9.22 ,0, 8.19 1.03
1993-05-01 00:1080 , 14.4 ,0, 10.2 4.2
1993-05-11 00:1080 , 18.2 ,0, 10.1 8.1
1993-05-21 00:1080 , 22.1 ,0, 14.7 7.4
1993-06-01 00:1080 , 21.6 ,0, 25.9 -4.3
1993-06-11 00:1080 , 21.7 ,0, 23.7 -2.0
1993-06-22 00:1080 , 20.1 ,0, 20.5 -0.4
1993-07-02 00:1080 , 15.8 ,0, 15.2 0.6
1993-07-12 00:1080 , 12.4 ,0, 14.0 -1.6
1993-07-23 00:1080 , 12.5 ,0, 10.7 1.8
1993-08-03 00:1080 , 10.4 ,0, 8.25 2.15
1993-08-13 00:1080 , 7.82 ,0, 5.61 2.21
1993-08-23 00:1080 , 6.11 ,0, 4.54 1.57
1993-09-03 00:1080 , 4.97 ,0, 3.82 1.15
1993-09-13 00:1080 , 4.15 ,0, 3.29 0.86
1993-09-24 00:1080 , 3.53 ,0, 2.7 0.83
1993-10-04 00:1080 , 3.26 ,0, 2.4 0.86
1993-10-14 00:1080 , 3.0 ,0, 2.31 0.69
1993-10-24 00:1080 , 2.87 ,0, 2.19 0.68
1993-11-04 00:1080 , 2.82 ,0, 2.03 0.79
1993-11-14 00:1080 , 2.74 ,0, 1.95 0.79
1993-11-25 00:1080 , 2.86 ,0, 2.24 0.62
1994-00-00 00:720 , 2.72 ,0, 2.42 0.3
1994-00-10 00:720 , 2.38 ,0, 2.54 -0.16
1994-00-21 00:720 , 2.38 ,0, 2.5 -0.12
1994-01-01 00:720 , 2.45 ,0, 2.57 -0.12
1994-01-11 00:720 , 2.47 ,0, 2.58 -0.11
1994-01-19 00:720 , 2.38 ,0, 2.5 -0.12
1994-01-29 00:720 , 2.38 ,0, 2.5 -0.12
1994-02-09 00:720 , 2.4 ,0, 2.5 -0.1
1994-02-20 00:720 , 2.66 ,0, 2.45 0.21
1994-03-00 00:720 , 2.59 ,0, 2.49 0.1
1994-03-10 00:720 , 1.68 ,0, 3.1 -1.42
1994-03-20 00:720 , 2.51 ,0, 3.3 -0.79
1994-04-00 00:720 , 4.46 ,0, 3.41 1.05
1994-04-10 00:720 , 5.77 ,0, 5.91 -0.14
1994-04-21 00:720 , 12.7 ,0, 9.22 3.48
1994-05-01 00:720 , 14.1 ,0, 14.4 -0.3
1994-05-11 00:720 , 20.1 ,0, 18.2 1.9
1994-05-21 00:720 , 23.9 ,0, 22.1 1.8
1994-06-01 00:720 , 23.5 ,0, 21.6 1.9
1994-06-11 00:720 , 21.1 ,0, 21.7 -0.6
1994-06-22 00:720 , 23.3 ,0, 20.1 3.2
1994-07-02 00:720 , 18.5 ,0, 15.8 2.7
1994-07-12 00:720 , 18.9 ,0, 12.4 6.5
1994-07-23 00:720 , 13.0 ,0, 12.5 0.5
1994-08-03 00:720 , 8.14 ,0, 10.4 -2.26
1994-08-13 00:720 , 5.9 ,0, 7.82 -1.92
1994-08-23 00:720 , 4.76 ,0, 6.11 -1.35
1994-09-03 00:720 , 3.97 ,0, 4.97 -1.0
1994-09-13 00:720 , 3.53 ,0, 4.15 -0.62
1994-09-24 00:720 , 3.25 ,0, 3.53 -0.28
1994-10-04 00:720 , 2.78 ,0, 3.26 -0.48
1994-10-14 00:720 , 2.62 ,0, 3.0 -0.38
1994-10-24 00:720 , 2.37 ,0, 2.87 -0.5
1994-11-04 00:720 , 2.16 ,0, 2.82 -0.66
1994-11-14 00:720 , 2.15 ,0, 2.74 -0.59
1994-11-25 00:720 , 2.15 ,0, 2.86 -0.71
1995-00-00 00:360 , 2.17 ,0, 2.72 -0.55
1995-00-10 00:360 , 2.2 ,0, 2.38 -0.18
1995-00-21 00:360 , 2.18 ,0, 2.38 -0.2
1995-01-01 00:360 , 2.18 ,0, 2.45 -0.27
1995-01-11 00:360 , 2.18 ,0, 2.47 -0.29
1995-01-19 00:360 , 2.14 ,0, 2.38 -0.24
1995-01-29 00:360 , 2.13 ,0, 2.38 -0.25
1995-02-09 00:360 , 2.12 ,0, 2.4 -0.28
1995-02-20 00:360 , 2.12 ,0, 2.66 -0.54
1995-03-00 00:360 , 2.08 ,0, 2.59 -0.51
1995-03-10 00:360 , 2.05 ,0, 1.68 0.37
1995-03-20 00:360 , 2.65 ,0, 2.51 0.14
1995-04-00 00:360 , 4.14 ,0, 4.46 -0.32
1995-04-10 00:360 , 5.11 ,0, 5.77 -0.66
1995-04-21 00:360 , 4.76 ,0, 12.7 -7.94
1995-05-01 00:360 , 8.19 ,0, 14.1 -5.91
1995-05-11 00:360 , 13.1 ,0, 20.1 -7.0
1995-05-21 00:360 , 17.7 ,0, 23.9 -6.2
1995-06-01 00:360 , 20.1 ,0, 23.5 -3.4
1995-06-11 00:360 , 20.3 ,0, 21.1 -0.8
1995-06-22 00:360 , 19.3 ,0, 23.3 -4.0
1995-07-02 00:360 , 21.4 ,0, 18.5 2.9
1995-07-12 00:360 , 18.7 ,0, 18.9 -0.2
1995-07-23 00:360 , 12.1 ,0, 13.0 -0.9
1995-08-03 00:360 , 8.56 ,0, 8.14 0.42
1995-08-13 00:360 , 8.85 ,0, 5.9 2.95
1995-08-23 00:360 , 7.79 ,0, 4.76 3.03
1995-09-03 00:360 , 6.33 ,0, 3.97 2.36
1995-09-13 00:360 , 4.34 ,0, 3.53 0.81
1995-09-24 00:360 , 3.66 ,0, 3.25 0.41
1995-10-04 00:360 , 3.19 ,0, 2.78 0.41
1995-10-14 00:360 , 2.74 ,0, 2.62 0.12
1995-10-24 00:360 , 2.53 ,0, 2.37 0.16
1995-11-04 00:360 , 2.53 ,0, 2.16 0.37
1995-11-14 00:360 , 2.53 ,0, 2.15 0.38
1995-11-25 00:360 , 2.53 ,0, 2.15 0.38
1996-00-00 00:00 , 2.4 ,0, 2.17 0.23
1996-00-10 00:00 , 2.31 ,0, 2.2 0.11
1996-00-21 00:00 , 2.2 ,0, 2.18 0.02
1996-01-01 00:00 , 2.15 ,0, 2.18 -0.03
1996-01-11 00:00 , 2.1 ,0, 2.18 -0.08
1996-01-20 00:00 , 1.94 ,0, 2.14 -0.2
1996-02-00 00:00 , 1.94 ,0, 2.13 -0.19
1996-02-10 00:00 , 1.94 ,0, 2.12 -0.18
1996-02-21 00:00 , 1.92 ,0, 2.12 -0.2
1996-03-01 00:00 , 1.78 ,0, 2.08 -0.3
1996-03-11 00:00 , 1.76 ,0, 2.05 -0.29
1996-03-21 00:00 , 1.64 ,0, 2.65 -1.01
1996-04-01 00:00 , 2.09 ,0, 4.14 -2.05
1996-04-11 00:00 , 4.67 ,0, 5.11 -0.44
1996-04-22 00:00 , 5.65 ,0, 4.76 0.89
1996-05-02 00:00 , 13.3 ,0, 8.19 5.11
1996-05-12 00:00 , 12.2 ,0, 13.1 -0.9
1996-05-22 00:00 , 14.9 ,0, 17.7 -2.8
1996-06-02 00:00 , 16.1 ,0, 20.1 -4.0
1996-06-12 00:00 , 16.7 ,0, 20.3 -3.6
1996-06-23 00:00 , 23.5 ,0, 19.3 4.2
1996-07-03 00:00 , 21.9 ,0, 21.4 0.5
1996-07-13 00:00 , 13.2 ,0, 18.7 -5.5
1996-07-24 00:00 , 9.49 ,0, 12.1 -2.61
1996-08-04 00:00 , 7.89 ,0, 8.56 -0.67
1996-08-14 00:00 , 8.79 ,0, 8.85 -0.06
1996-08-24 00:00 , 6.21 ,0, 7.79 -1.58
1996-09-04 00:00 , 4.76 ,0, 6.33 -1.57
1996-09-14 00:00 , 3.85 ,0, 4.34 -0.49
1996-09-25 00:00 , 3.33 ,0, 3.66 -0.33
1996-10-05 00:00 , 2.73 ,0, 3.19 -0.46
1996-10-15 00:00 , 2.51 ,0, 2.74 -0.23
1996-10-25 00:00 , 2.45 ,0, 2.53 -0.08
1996-11-05 00:00 , 2.08 ,0, 2.53 -0.45
1996-11-15 00:00 , 1.94 ,0, 2.53 -0.59
1996-11-26 00:00 , 1.78 ,0, 2.53 -0.75
1997-00-00 00:1080 , 1.79 ,0, 2.4 -0.61
1997-00-10 00:1080 , 1.7 ,0, 2.31 -0.61
1997-00-21 00:1080 , 1.69 ,0, 2.2 -0.51
1997-01-01 00:1080 , 1.63 ,0, 2.15 -0.52
1997-01-11 00:1080 , 1.47 ,0, 2.1 -0.63
1997-01-19 00:1080 , 1.43 ,0, 1.94 -0.51
1997-01-29 00:1080 , 1.42 ,0, 1.94 -0.52
1997-02-09 00:1080 , 1.33 ,0, 1.94 -0.61
1997-02-20 00:1080 , 1.32 ,0, 1.92 -0.6
1997-03-00 00:1080 , 1.25 ,0, 1.78 -0.53
1997-03-10 00:1080 , 2.32 ,0, 1.76 0.56
1997-03-20 00:1080 , 4.32 ,0, 1.64 2.68
1997-04-00 00:1080 , 3.79 ,0, 2.09 1.7
1997-04-10 00:1080 , 7.24 ,0, 4.67 2.57
1997-04-21 00:1080 , 16.4 ,0, 5.65 10.75
1997-05-01 00:1080 , 12.4 ,0, 13.3 -0.9
1997-05-11 00:1080 , 15.6 ,0, 12.2 3.4
1997-05-21 00:1080 , 17.8 ,0, 14.9 2.9
1997-06-01 00:1080 , 23.5 ,0, 16.1 7.4
1997-06-11 00:1080 , 24.1 ,0, 16.7 7.4
1997-06-22 00:1080 , 18.0 ,0, 23.5 -5.5
1997-07-02 00:1080 , 19.4 ,0, 21.9 -2.5
1997-07-12 00:1080 , 16.4 ,0, 13.2 3.2
1997-07-23 00:1080 , 12.5 ,0, 9.49 3.01
1997-08-03 00:1080 , 9.54 ,0, 7.89 1.65
1997-08-13 00:1080 , 7.52 ,0, 8.79 -1.27
1997-08-23 00:1080 , 5.94 ,0, 6.21 -0.27
1997-09-03 00:1080 , 5.04 ,0, 4.76 0.28
1997-09-13 00:1080 , 4.04 ,0, 3.85 0.19
1997-09-24 00:1080 , 3.55 ,0, 3.33 0.22
1997-10-04 00:1080 , 3.04 ,0, 2.73 0.31
1997-10-14 00:1080 , 2.71 ,0, 2.51 0.2
1997-10-24 00:1080 , 2.48 ,0, 2.45 0.03
1997-11-04 00:1080 , 2.1 ,0, 2.08 0.02
1997-11-14 00:1080 , 2.07 ,0, 1.94 0.13
1997-11-25 00:1080 , 1.97 ,0, 1.78 0.19
1998-00-00 00:720 , 1.95 ,0, 1.79 0.16
1998-00-10 00:720 , 1.86 ,0, 1.7 0.16
1998-00-21 00:720 , 1.45 ,0, 1.69 -0.24
1998-01-01 00:720 , 1.23 ,0, 1.63 -0.4
1998-01-11 00:720 , 1.21 ,0, 1.47 -0.26
1998-01-19 00:720 , 1.15 ,0, 1.43 -0.28
1998-01-29 00:720 , 1.14 ,0, 1.42 -0.28
1998-02-09 00:720 , 1.14 ,0, 1.33 -0.19
1998-02-20 00:720 , 1.14 ,0, 1.32 -0.18
1998-03-00 00:720 , 1.14 ,0, 1.25 -0.11
1998-03-10 00:720 , 1.09 ,0, 2.32 -1.23
1998-03-20 00:720 , 1.12 ,0, 4.32 -3.2
1998-04-00 00:720 , 1.84 ,0, 3.79 -1.95
1998-04-10 00:720 , 3.64 ,0, 7.24 -3.6
1998-04-21 00:720 , 6.85 ,0, 16.4 -9.55
1998-05-01 00:720 , 8.81 ,0, 12.4 -3.59
1998-05-11 00:720 , 15.9 ,0, 15.6 0.3
1998-05-21 00:720 , 20.6 ,0, 17.8 2.8
1998-06-01 00:720 , 21.3 ,0, 23.5 -2.2
1998-06-11 00:720 , 19.8 ,0, 24.1 -4.3
1998-06-22 00:720 , 20.7 ,0, 18.0 2.7
1998-07-02 00:720 , 21.4 ,0, 19.4 2.0
1998-07-12 00:720 , 14.8 ,0, 16.4 -1.6
1998-07-23 00:720 , 14.3 ,0, 12.5 1.8
1998-08-03 00:720 , 11.8 ,0, 9.54 2.26
1998-08-13 00:720 , 7.62 ,0, 7.52 0.1
1998-08-23 00:720 , 6.28 ,0, 5.94 0.34
1998-09-03 00:720 , 5.04 ,0, 5.04 0.0
1998-09-13 00:720 , 3.6 ,0, 4.04 -0.44
1998-09-24 00:720 , 2.82 ,0, 3.55 -0.73
1998-10-04 00:720 , 2.45 ,0, 3.04 -0.59
1998-10-14 00:720 , 2.15 ,0, 2.71 -0.56
1998-10-24 00:720 , 1.94 ,0, 2.48 -0.54
1998-11-04 00:720 , 1.87 ,0, 2.1 -0.23
1998-11-14 00:720 , 1.7 ,0, 2.07 -0.37
1998-11-25 00:720 , 1.67 ,0, 1.97 -0.3
1999-00-00 00:360 , 1.67 ,0, 1.95 -0.28
1999-00-10 00:360 , 1.67 ,0, 1.86 -0.19
1999-00-21 00:360 , 1.66 ,0, 1.45 0.21
1999-01-01 00:360 , 1.66 ,0, 1.23 0.43
1999-01-11 00:360 , 1.66 ,0, 1.21 0.45
1999-01-19 00:360 , 1.66 ,0, 1.15 0.51
1999-01-29 00:360 , 1.65 ,0, 1.14 0.51
1999-02-09 00:360 , 1.54 ,0, 1.14 0.4
1999-02-20 00:360 , 1.61 ,0, 1.14 0.47
1999-03-00 00:360 , 1.66 ,0, 1.14 0.52
1999-03-10 00:360 , 1.78 ,0, 1.09 0.69
1999-03-20 00:360 , 2.11 ,0, 1.12 0.99
1999-04-00 00:360 , 3.42 ,0, 1.84 1.58
1999-04-10 00:360 , 5.22 ,0, 3.64 1.58
1999-04-21 00:360 , 6.0 ,0, 6.85 -0.85
1999-05-01 00:360 , 7.91 ,0, 8.81 -0.9
1999-05-11 00:360 , 10.6 ,0, 15.9 -5.3
1999-05-21 00:360 , 14.3 ,0, 20.6 -6.3
1999-06-01 00:360 , 16.8 ,0, 21.3 -4.5
1999-06-11 00:360 , 21.5 ,0, 19.8 1.7
1999-06-22 00:360 , 23.8 ,0, 20.7 3.1
1999-07-02 00:360 , 21.4 ,0, 21.4 0.0
1999-07-12 00:360 , 18.8 ,0, 14.8 4.0
1999-07-23 00:360 , 16.8 ,0, 14.3 2.5
1999-08-03 00:360 , 13.8 ,0, 11.8 2.0
1999-08-13 00:360 , 11.8 ,0, 7.62 4.18
1999-08-23 00:360 , 7.9 ,0, 6.28 1.62
1999-09-03 00:360 , 5.96 ,0, 5.04 0.92
1999-09-13 00:360 , 4.61 ,0, 3.6 1.01
1999-09-24 00:360 , 3.95 ,0, 2.82 1.13
1999-10-04 00:360 , 3.38 ,0, 2.45 0.93
1999-10-14 00:360 , 3.08 ,0, 2.15 0.93
1999-10-24 00:360 , 3.08 ,0, 1.94 1.14
1999-11-04 00:360 , 3.02 ,0, 1.87 1.15
1999-11-14 00:360 , 2.6 ,0, 1.7 0.9
1999-11-25 00:360 , 2.37 ,0, 1.67 0.7
2000-00-00 00:00 , 2.27 ,0, 1.67 0.6
2000-00-10 00:00 , 2.23 ,0, 1.67 0.56
2000-00-21 00:00 , 2.23 ,0, 1.66 0.57
2000-01-01 00:00 , 2.26 ,0, 1.66 0.6
2000-01-11 00:00 , 2.25 ,0, 1.66 0.59
2000-01-20 00:00 , 2.26 ,0, 1.66 0.6
2000-02-00 00:00 , 2.14 ,0, 1.65 0.49
2000-02-10 00:00 , 2.14 ,0, 1.54 0.6
2000-02-21 00:00 , 2.14 ,0, 1.61 0.53
2000-03-01 00:00 , 2.3 ,0, 1.66 0.64
2000-03-11 00:00 , 2.41 ,0, 1.78 0.63
2000-03-21 00:00 , 2.7 ,0, 2.11 0.59
2000-04-01 00:00 , 6.19 ,0, 3.42 2.77
2000-04-11 00:00 , 9.16 ,0, 5.22 3.94
2000-04-22 00:00 , 8.08 ,0, 6.0 2.08
2000-05-02 00:00 , 11.1 ,0, 7.91 3.19
2000-05-12 00:00 , 17.1 ,0, 10.6 6.5
2000-05-22 00:00 , 20.1 ,0, 14.3 5.8
2000-06-02 00:00 , 22.3 ,0, 16.8 5.5
2000-06-12 00:00 , 19.2 ,0, 21.5 -2.3
2000-06-23 00:00 , 20.5 ,0, 23.8 -3.3
2000-07-03 00:00 , 20.1 ,0, 21.4 -1.3
2000-07-13 00:00 , 14.9 ,0, 18.8 -3.9
2000-07-24 00:00 , 13.9 ,0, 16.8 -2.9
2000-08-04 00:00 , 9.46 ,0, 13.8 -4.34
2000-08-14 00:00 , 8.04 ,0, 11.8 -3.76
2000-08-24 00:00 , 5.16 ,0, 7.9 -2.74
2000-09-04 00:00 , 4.15 ,0, 5.96 -1.81
2000-09-14 00:00 , 3.51 ,0, 4.61 -1.1
2000-09-25 00:00 , 3.1 ,0, 3.95 -0.85
2000-10-05 00:00 , 2.81 ,0, 3.38 -0.57
2000-10-15 00:00 , 2.57 ,0, 3.08 -0.51
2000-10-25 00:00 , 2.43 ,0, 3.08 -0.65
2000-11-05 00:00 , 2.36 ,0, 3.02 -0.66
2000-11-15 00:00 , 2.33 ,0, 2.6 -0.27
2000-11-26 00:00 , 2.22 ,0, 2.37 -0.15
2001-00-00 00:1080 , 2.15 ,0, 2.27 -0.12
2001-00-10 00:1080 , 2.14 ,0, 2.23 -0.09
2001-00-21 00:1080 , 2.1 ,0, 2.23 -0.13
2001-01-01 00:1080 , 1.98 ,0, 2.26 -0.28
2001-01-11 00:1080 , 1.95 ,0, 2.25 -0.3
2001-01-19 00:1080 , 1.95 ,0, 2.26 -0.31
2001-01-29 00:1080 , 1.95 ,0, 2.14 -0.19
2001-02-09 00:1080 , 1.91 ,0, 2.14 -0.23
2001-02-20 00:1080 , 1.86 ,0, 2.14 -0.28
2001-03-00 00:1080 , 1.98 ,0, 2.3 -0.32
2001-03-10 00:1080 , 1.97 ,0, 2.41 -0.44
2001-03-20 00:1080 , 3.05 ,0, 2.7 0.35
2001-04-00 00:1080 , 6.2 ,0, 6.19 0.01
2001-04-10 00:1080 , 6.82 ,0, 9.16 -2.34
2001-04-21 00:1080 , 12.5 ,0, 8.08 4.42
2001-05-01 00:1080 , 13.9 ,0, 11.1 2.8
2001-05-11 00:1080 , 15.3 ,0, 17.1 -1.8
2001-05-21 00:1080 , 20.8 ,0, 20.1 0.7
2001-06-01 00:1080 , 19.1 ,0, 22.3 -3.2
2001-06-11 00:1080 , 17.7 ,0, 19.2 -1.5
2001-06-22 00:1080 , 15.9 ,0, 20.5 -4.6
2001-07-02 00:1080 , 16.0 ,0, 20.1 -4.1
2001-07-12 00:1080 , 14.8 ,0, 14.9 -0.1
2001-07-23 00:1080 , 11.7 ,0, 13.9 -2.2
2001-08-03 00:1080 , 8.95 ,0, 9.46 -0.51
2001-08-13 00:1080 , 6.71 ,0, 8.04 -1.33
2001-08-23 00:1080 , 4.33 ,0, 5.16 -0.83
2001-09-03 00:1080 , 3.81 ,0, 4.15 -0.34
2001-09-13 00:1080 , 3.67 ,0, 3.51 0.16
2001-09-24 00:1080 , 3.59 ,0, 3.1 0.49
2001-10-04 00:1080 , 3.38 ,0, 2.81 0.57
2001-10-14 00:1080 , 3.23 ,0, 2.57 0.66
2001-10-24 00:1080 , 3.02 ,0, 2.43 0.59
2001-11-04 00:1080 , 3.01 ,0, 2.36 0.65
2001-11-14 00:1080 , 2.65 ,0, 2.33 0.32
2001-11-25 00:1080 , 2.44 ,0, 2.22 0.22
2002-00-00 00:720 , 2.32 ,0, 2.15 0.17
2002-00-10 00:720 , 2.28 ,0, 2.14 0.14
2002-00-21 00:720 , 2.14 ,0, 2.1 0.04
2002-01-01 00:720 , 2.0 ,0, 1.98 0.02
2002-01-11 00:720 , 2.0 ,0, 1.95 0.05
2002-01-19 00:720 , 1.84 ,0, 1.95 -0.11
2002-01-29 00:720 , 1.7 ,0, 1.95 -0.25
2002-02-09 00:720 , 1.7 ,0, 1.91 -0.21
2002-02-20 00:720 , 1.69 ,0, 1.86 -0.17
2002-03-00 00:720 , 1.96 ,0, 1.98 -0.02
2002-03-10 00:720 , 3.59 ,0, 1.97 1.62
2002-03-20 00:720 , 3.29 ,0, 3.05 0.24
2002-04-00 00:720 , 5.45 ,0, 6.2 -0.75
2002-04-10 00:720 , 6.5 ,0, 6.82 -0.32
2002-04-21 00:720 , 11.8 ,0, 12.5 -0.7
2002-05-01 00:720 , 12.5 ,0, 13.9 -1.4
2002-05-11 00:720 , 16.9 ,0, 15.3 1.6
2002-05-21 00:720 , 19.8 ,0, 20.8 -1.0
2002-06-01 00:720 , 18.9 ,0, 19.1 -0.2
2002-06-11 00:720 , 21.0 ,0, 17.7 3.3
2002-06-22 00:720 , 19.8 ,0, 15.9 3.9
2002-07-02 00:720 , 22.9 ,0, 16.0 6.9
2002-07-12 00:720 , 19.3 ,0, 14.8 4.5
2002-07-23 00:720 , 13.7 ,0, 11.7 2.0
2002-08-03 00:720 , 8.55 ,0, 8.95 -0.4
2002-08-13 00:720 , 7.39 ,0, 6.71 0.68
2002-08-23 00:720 , 6.56 ,0, 4.33 2.23
2002-09-03 00:720 , 5.81 ,0, 3.81 2.0
2002-09-13 00:720 , 4.9 ,0, 3.67 1.23
2002-09-24 00:720 , 4.25 ,0, 3.59 0.66
2002-10-04 00:720 , 3.74 ,0, 3.38 0.36
2002-10-14 00:720 , 3.36 ,0, 3.23 0.13
2002-10-24 00:720 , 3.04 ,0, 3.02 0.02
2002-11-04 00:720 , 2.81 ,0, 3.01 -0.2
2002-11-14 00:720 , 2.79 ,0, 2.65 0.14
2002-11-25 00:720 , 2.65 ,0, 2.44 0.21
2003-00-00 00:360 , 2.52 ,0, 2.32 0.2
2003-00-10 00:360 , 2.42 ,0, 2.28 0.14
