T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s], Q_err [m3/s]
728003.0 , 7.283333333 , 9.58470395477 , -2.30137062177
728034.0 , 7.1 , 10.5874794852 , -3.48747948523
728064.0 , 20.86666667 , 22.693049125 , -1.82638245497
728095.0 , 44.5 , 34.5315501425 , 9.96844985754
728125.0 , 46.66666667 , 46.2247970472 , 0.441869622754
728156.0 , 32.0 , 40.6924132359 , -8.69241323588
728187.0 , 24.3 , 27.8691410027 , -3.56914100268
728217.0 , nan , 17.5846611835 , nan
728248.0 , 12.93333333 , 13.8910809952 , -0.957747665201
728278.0 , nan , 11.2564504829 , nan
728309.0 , nan , 10.105485564 , nan
728340.0 , nan , 9.1190772875 , nan
728368.0 , 8.506666667 , 8.59433718396 , -0.087670516962
728399.0 , 8.943333333 , 9.44719029269 , -0.503856959695
728429.0 , 24.96666667 , 20.7298669008 , 4.23679976923
728460.0 , 55.16666667 , 36.3939819837 , 18.7726846863
728490.0 , 56.23333333 , 46.6556274619 , 9.57770586806
728521.0 , 43.4 , 38.154947073 , 5.24505292697
728552.0 , 26.93333333 , 27.4905091614 , -0.5571758314
728582.0 , 18.03333333 , nan , nan
728613.0 , 14.43333333 , 13.453470401 , 0.979862928985
728643.0 , 12.13333333 , nan , nan
728674.0 , 8.973333333 , nan , nan
728705.0 , 8.863333333 , nan , nan
728733.0 , 8.953333333 , 8.21569330442 , 0.737640028584
728764.0 , 9.346666667 , 9.05920971563 , 0.287456951375
728794.0 , 23.73333333 , 21.0236759387 , 2.70965739134
728825.0 , 28.63333333 , 39.220934266 , -10.587600936
728855.0 , 40.16666667 , 49.719971289 , -9.55330461898
728886.0 , 31.53333333 , 38.1696135947 , -6.63628026466
728917.0 , 20.36666667 , 26.3931055507 , -6.02643888072
728947.0 , 11.05 , nan , nan
728978.0 , 7.743333333 , 12.9977208195 , -5.25438748651
729008.0 , 8.006666667 , nan , nan
729039.0 , 8.383333333 , nan , nan
729070.0 , 8.28 , nan , nan
729099.0 , 8.113333333 , 8.19065095162 , -0.0773176186203
729130.0 , 9.583333333 , 8.75807293721 , 0.825260395795
729160.0 , 15.7 , 22.3645391901 , -6.66453919008
729191.0 , 49.0 , 39.8751393121 , 9.12486068791
729221.0 , 38.93333333 , 49.6173495432 , -10.6840162132
729252.0 , 47.6 , 36.4785262156 , 11.1214737844
729283.0 , 23.43333333 , 24.1061118978 , -0.672778567761
729313.0 , 17.46666667 , nan , nan
729344.0 , 13.1 , 11.5158014747 , 1.58419852527
729374.0 , 11.33333333 , nan , nan
729405.0 , 10.4 , nan , nan
729436.0 , 10.11666667 , nan , nan
729464.0 , 9.07 , 8.19065095162 , 0.87934904838
729495.0 , 16.96666667 , 8.6842592295 , 8.2824074405
729525.0 , 32.3 , 20.9902691891 , 11.3097308109
729556.0 , 57.53333333 , 43.0800487294 , 14.4532846006
729586.0 , 46.16666667 , 45.0087547211 , 1.1579119489
