T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 0.67 ,0, 0.564285714286 0.105714285714
1993-01-19 00:1080 , 0.61 ,0, 0.645714285714 -0.0357142857143
1993-01-29 00:1080 , 0.77 ,0, 0.617142857143 0.152857142857
1993-02-09 00:1080 , 0.58 ,0, 0.648571428571 -0.0685714285714
1993-02-20 00:1080 , 0.45 ,0, 0.66 -0.21
1993-03-00 00:1080 , 0.63 ,0, 0.704285714286 -0.0742857142857
1993-03-10 00:1080 , 1.17 ,0, 0.837142857143 0.332857142857
1993-03-20 00:1080 , 1.47 ,0, 1.13714285714 0.332857142857
1993-04-00 00:1080 , 1.42 ,0, 1.94428571429 -0.524285714286
1993-04-10 00:1080 , 3.63 ,0, 2.38714285714 1.24285714286
1993-04-21 00:1080 , 4.9 ,0, 3.56714285714 1.33285714286
1993-05-01 00:1080 , 6.0 ,0, 4.07 1.93
1993-05-11 00:1080 , 7.41 ,0, 5.32142857143 2.08857142857
1993-05-21 00:1080 , 8.29 ,0, 6.21285714286 2.07714285714
1993-06-01 00:1080 , 8.85 ,0, 6.90428571429 1.94571428571
1993-06-11 00:1080 , 9.13 ,0, 6.66571428571 2.46428571429
1993-06-22 00:1080 , 7.15 ,0, 6.21857142857 0.931428571429
1993-07-02 00:1080 , 6.56 ,0, 5.94714285714 0.612857142857
1993-07-12 00:1080 , 5.0 ,0, 5.10857142857 -0.108571428571
1993-07-23 00:1080 , 4.06 ,0, 4.16285714286 -0.102857142857
1993-08-03 00:1080 , 3.74 ,0, 3.32857142857 0.411428571429
1993-08-13 00:1080 , 3.06 ,0, 2.75714285714 0.302857142857
1993-08-23 00:1080 , 2.67 ,0, 2.30714285714 0.362857142857
1993-09-03 00:1080 , 2.74 ,0, 2.04 0.7
1993-09-13 00:1080 , 2.14 ,0, 1.81142857143 0.328571428571
1993-09-24 00:1080 , 1.7 ,0, 1.56428571429 0.135714285714
1993-10-04 00:1080 , 1.63 ,0, 1.45714285714 0.172857142857
1993-10-14 00:1080 , 1.53 ,0, 1.31428571429 0.215714285714
1993-10-24 00:1080 , 1.36 ,0, 1.14714285714 0.212857142857
1993-11-04 00:1080 , 1.24 ,0, 1.04142857143 0.198571428571
1993-11-14 00:1080 , 1.19 ,0, 0.965714285714 0.224285714286
1993-11-25 00:1080 , 0.98 ,0, 0.857142857143 0.122857142857
1994-00-00 00:720 , 0.5 ,0, 0.704285714286 -0.204285714286
1994-00-10 00:720 , 0.65 ,0, 0.762857142857 -0.112857142857
1994-00-21 00:720 , 0.77 ,0, 0.714285714286 0.0557142857143
1994-01-01 00:720 , 0.84 ,0, 0.737142857143 0.102857142857
1994-01-11 00:720 , 0.74 ,0, 0.611428571429 0.128571428571
1994-01-19 00:720 , 0.74 ,0, 0.684285714286 0.0557142857143
1994-01-29 00:720 , 0.79 ,0, 0.677142857143 0.112857142857
1994-02-09 00:720 , 0.83 ,0, 0.677142857143 0.152857142857
1994-02-20 00:720 , 0.7 ,0, 0.644285714286 0.0557142857143
1994-03-00 00:720 , 0.72 ,0, 0.714285714286 0.00571428571429
1994-03-10 00:720 , 0.81 ,0, 0.92 -0.11
1994-03-20 00:720 , 1.31 ,0, 1.21142857143 0.0985714285714
1994-04-00 00:720 , 2.38 ,0, 1.95714285714 0.422857142857
1994-04-10 00:720 , 3.46 ,0, 2.71714285714 0.742857142857
