T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 27.9 ,0, 31.05 -3.15
1993-01-19 00:1080 , 29.0 ,0, 30.25 -1.25
1993-01-29 00:1080 , 26.1 ,0, 29.05 -2.95
1993-02-09 00:1080 , 20.6 ,0, 26.4 -5.8
1993-02-20 00:1080 , 15.7 ,0, 20.45 -4.75
1993-03-00 00:1080 , 16.4 ,0, 19.4 -3.0
1993-03-10 00:1080 , 31.5 ,0, 19.25 12.25
1993-03-20 00:1080 , 17.6 ,0, 21.2 -3.6
1993-04-00 00:1080 , 17.4 ,0, 26.5 -9.1
1993-04-10 00:1080 , 31.3 ,0, 19.4 11.9
1993-04-21 00:1080 , 38.2 ,0, 32.6 5.6
1993-05-01 00:1080 , 58.3 ,0, 27.4 30.9
1993-05-11 00:1080 , 89.7 ,0, 30.65 59.05
1993-05-21 00:1080 , 89.9 ,0, 36.7 53.2
1993-06-01 00:1080 , 58.9 ,0, 45.3 13.6
1993-06-11 00:1080 , 59.0 ,0, 29.6 29.4
1993-06-22 00:1080 , 29.9 ,0, 26.15 3.75
1993-07-02 00:1080 , 30.1 ,0, 33.35 -3.25
1993-07-12 00:1080 , 35.3 ,0, 36.65 -1.35
1993-07-23 00:1080 , 39.1 ,0, 38.1 1.0
1993-08-03 00:1080 , 39.4 ,0, 34.05 5.35
1993-08-13 00:1080 , 35.2 ,0, 29.7 5.5
1993-08-23 00:1080 , 31.7 ,0, 27.35 4.35
1993-09-03 00:1080 , 32.9 ,0, 27.15 5.75
1993-09-13 00:1080 , 38.8 ,0, 28.0 10.8
1993-09-24 00:1080 , 45.9 ,0, 36.45 9.45
1993-10-04 00:1080 , 45.5 ,0, 40.75 4.75
1993-10-14 00:1080 , 41.8 ,0, 38.45 3.35
1993-10-24 00:1080 , 40.8 ,0, 37.4 3.4
1993-11-04 00:1080 , 36.3 ,0, 35.9 0.4
1993-11-14 00:1080 , 36.2 ,0, 33.8 2.4
1993-11-25 00:1080 , 32.2 ,0, 31.65 0.55
1994-00-00 00:720 , 28.6 ,0, 30.75 -2.15
1994-00-10 00:720 , 29.1 ,0, 31.35 -2.25
1994-00-21 00:720 , 30.4 ,0, 32.3 -1.9
1994-01-01 00:720 , 28.4 ,0, 31.05 -2.65
1994-01-11 00:720 , 26.4 ,0, 30.25 -3.85
1994-01-19 00:720 , 29.2 ,0, 29.95 -0.75
1994-01-29 00:720 , 31.4 ,0, 28.0 3.4
1994-02-09 00:720 , 26.6 ,0, 24.2 2.4
1994-02-20 00:720 , 21.8 ,0, 18.3 3.5
1994-03-00 00:720 , 20.2 ,0, 19.05 1.15
1994-03-10 00:720 , 22.8 ,0, 26.3 -3.5
1994-03-20 00:720 , 45.1 ,0, 19.85 25.25
1994-04-00 00:720 , 44.6 ,0, 24.25 20.35
1994-04-10 00:720 , 39.8 ,0, 26.25 13.55
1994-04-21 00:720 , 76.8 ,0, 36.3 40.5
1994-05-01 00:720 , 54.6 ,0, 40.7 13.9
1994-05-11 00:720 , 78.1 ,0, 58.7 19.4
1994-05-21 00:720 , 66.4 ,0, 64.75 1.65
1994-06-01 00:720 , 52.3 ,0, 59.05 -6.75
1994-06-11 00:720 , 37.9 ,0, 47.1 -9.2
1994-06-22 00:720 , 36.2 ,0, 29.9 6.3
1994-07-02 00:720 , 34.6 ,0, 33.4 1.2
1994-07-12 00:720 , 41.8 ,0, 36.6 5.2
1994-07-23 00:720 , 40.3 ,0, 39.2 1.1
1994-08-03 00:720 , 42.5 ,0, 36.7 5.8
1994-08-13 00:720 , 39.0 ,0, 32.6 6.4
1994-08-23 00:720 , 34.4 ,0, 30.0 4.4
1994-09-03 00:720 , 32.6 ,0, 30.4 2.2
1994-09-13 00:720 , 33.6 ,0, 33.85 -0.25
1994-09-24 00:720 , 38.4 ,0, 41.65 -3.25
1994-10-04 00:720 , 45.0 ,0, 44.0 1.0
1994-10-14 00:720 , 42.8 ,0, 40.9 1.9
1994-10-24 00:720 , 40.3 ,0, 39.15 1.15
1994-11-04 00:720 , 34.1 ,0, 36.35 -2.25
1994-11-14 00:720 , 34.8 ,0, 35.75 -0.95
1994-11-25 00:720 , nan ,0, 31.95 nan
