T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s], Q_err [m3/s]
728003.0 , 0.653333333 , 0.657623248295 , -0.00428991529501
728034.0 , 0.75 , 0.664916409405 , 0.0850835905951
728064.0 , 2.173333333 , 1.59866548884 , 0.574667844155
728095.0 , 6.103333333 , 3.56649574065 , 2.53683759235
728125.0 , 8.756666667 , 5.28944897604 , 3.46721769096
728156.0 , 6.236666667 , 5.40471794781 , 0.831948719194
728187.0 , 3.62 , 3.16297007722 , 0.45702992278
728217.0 , 2.516666667 , 1.95223989395 , 0.564426773047
728248.0 , 1.62 , 1.34853809062 , 0.271461909377
728278.0 , 1.263333333 , 1.00774293842 , 0.255590394577
728309.0 , 0.71 , 0.714734836571 , -0.00473483657083
728340.0 , 0.783333333 , 0.688084815665 , 0.0952485173346
728368.0 , 0.786666667 , 0.677491520115 , 0.109175146885
728399.0 , 0.743333333 , 0.709047562611 , 0.0342857703892
728429.0 , 2.383333333 , 1.70664648021 , 0.676686852785
728460.0 , 5.133333333 , 4.38947998338 , 0.743853349616
728490.0 , 6.816666667 , 6.17974666996 , 0.636919997038
728521.0 , 6.68 , 5.81944640334 , 0.86055359666
728552.0 , 4.733333333 , 3.4184109641 , 1.3149223689
728582.0 , 2.126666667 , 2.13888334864 , -0.0122166816432
728613.0 , 1.586666667 , 1.44368303928 , 0.142983627719
728643.0 , 0.99 , 1.06838861733 , -0.0783886173347
728674.0 , 0.826666667 , 0.741370661463 , 0.0852960055372
728705.0 , 0.75 , 0.750553954886 , -0.000553954886196
728733.0 , 0.576666667 , 0.722959580757 , -0.146292913757
728764.0 , 0.473333333 , 0.751204649999 , -0.277871316999
728794.0 , 1.073333333 , 1.81253332815 , -0.739199995153
728825.0 , 2.846666667 , 4.66033995614 , -1.81367328914
728855.0 , 5.236666667 , 6.54229917298 , -1.30563250598
728886.0 , 6.136666667 , 5.9068454045 , 0.229821262502
728917.0 , 3.253333333 , 3.67851362357 , -0.425180290571
728947.0 , 1.933333333 , 2.10274734472 , -0.169414011723
728978.0 , 1.536666667 , 1.46006013512 , 0.0766065318787
729008.0 , 0.906666667 , 1.03287706843 , -0.126210401431
729039.0 , 0.79 , 0.771017704229 , 0.0189822957709
