T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 0.62 ,0, 0.535 0.085
1993-01-19 00:1080 , 0.58 ,0, 0.5175 0.0625
1993-01-29 00:1080 , 0.58 ,0, 0.5175 0.0625
1993-02-09 00:1080 , 0.58 ,0, 0.515 0.065
1993-02-20 00:1080 , 0.58 ,0, 0.51 0.07
1993-03-00 00:1080 , 0.59 ,0, 0.53 0.06
1993-03-10 00:1080 , 1.05 ,0, 0.6175 0.4325
1993-03-20 00:1080 , 1.04 ,0, 0.92 0.12
1993-04-00 00:1080 , 0.84 ,0, nan nan
1993-04-10 00:1080 , 2.09 ,0, nan nan
1993-04-21 00:1080 , 3.92 ,0, 3.475 0.445
1993-05-01 00:1080 , 4.97 ,0, 4.01 0.96
1993-05-11 00:1080 , 5.25 ,0, 4.2525 0.9975
1993-05-21 00:1080 , 6.21 ,0, 4.4275 1.7825
1993-06-01 00:1080 , 6.09 ,0, 4.82 1.27
1993-06-11 00:1080 , 5.66 ,0, nan nan
1993-06-22 00:1080 , 5.43 ,0, nan nan
1993-07-02 00:1080 , 5.04 ,0, nan nan
1993-07-12 00:1080 , 3.46 ,0, nan nan
1993-07-23 00:1080 , 2.93 ,0, nan nan
1993-08-03 00:1080 , 2.83 ,0, nan nan
1993-08-13 00:1080 , 1.89 ,0, nan nan
1993-08-23 00:1080 , 1.45 ,0, nan nan
1993-09-03 00:1080 , 1.06 ,0, nan nan
1993-09-13 00:1080 , 1.01 ,0, nan nan
1993-09-24 00:1080 , 1.0 ,0, nan nan
1993-10-04 00:1080 , 1.0 ,0, nan nan
1993-10-14 00:1080 , 0.97 ,0, 0.7475 0.2225
1993-10-24 00:1080 , 0.83 ,0, 0.6775 0.1525
1993-11-04 00:1080 , 0.83 ,0, 0.6525 0.1775
1993-11-14 00:1080 , 0.83 ,0, 0.6175 0.2125
1993-11-25 00:1080 , 0.83 ,0, 0.6075 0.2225
1994-00-00 00:720 , 0.83 ,0, 0.5925 0.2375
1994-00-10 00:720 , 0.77 ,0, 0.555 0.215
1994-00-21 00:720 , 0.67 ,0, 0.5575 0.1125
1994-01-01 00:720 , 0.72 ,0, 0.555 0.165
1994-01-11 00:720 , 0.69 ,0, 0.515 0.175
1994-01-19 00:720 , 0.63 ,0, 0.4925 0.1375
1994-01-29 00:720 , 0.65 ,0, 0.4925 0.1575
1994-02-09 00:720 , 0.61 ,0, 0.49 0.12
1994-02-20 00:720 , 0.59 ,0, 0.485 0.105
1994-03-00 00:720 , 0.65 ,0, 0.4975 0.1525
1994-03-10 00:720 , 0.9 ,0, 0.69 0.21
1994-03-20 00:720 , 1.44 ,0, 0.94 0.5
1994-04-00 00:720 , 1.95 ,0, nan nan
1994-04-10 00:720 , 2.61 ,0, nan nan
1994-04-21 00:720 , 5.43 ,0, 3.7825 1.6475
1994-05-01 00:720 , 4.69 ,0, 4.785 -0.095
1994-05-11 00:720 , 6.28 ,0, 4.7775 1.5025
1994-05-21 00:720 , 9.73 ,0, 5.2175 4.5125
1994-06-01 00:720 , 8.69 ,0, 5.4325 3.2575
1994-06-11 00:720 , 7.3 ,0, 5.2025 2.0975
1994-06-22 00:720 , 5.18 ,0, 4.8975 0.2825
1994-07-02 00:720 , 3.5 ,0, 4.1975 -0.6975
1994-07-12 00:720 , 3.21 ,0, 3.4675 -0.2575
1994-07-23 00:720 , 2.28 ,0, 2.925 -0.645
1994-08-03 00:720 , 1.65 ,0, 2.3875 -0.7375
1994-08-13 00:720 , 1.4 ,0, 1.8425 -0.4425
1994-08-23 00:720 , 1.23 ,0, 1.3025 -0.0725
1994-09-03 00:720 , 1.01 ,0, 1.065 -0.055
1994-09-13 00:720 , 0.95 ,0, 0.99 -0.04
1994-09-24 00:720 , 0.89 ,0, 0.9 -0.01
1994-10-04 00:720 , 0.83 ,0, 0.8525 -0.0225
1994-10-14 00:720 , 0.83 ,0, 0.8125 0.0175
1994-10-24 00:720 , 0.81 ,0, 0.7225 0.0875
1994-11-04 00:720 , 0.78 ,0, 0.705 0.075
1994-11-14 00:720 , 0.71 ,0, 0.67 0.04
1994-11-25 00:720 , 0.7 ,0, 0.6725 0.0275
1995-00-00 00:360 , 0.68 ,0, 0.665 0.015
1995-00-10 00:360 , 0.59 ,0, 0.6225 -0.0325
1995-00-21 00:360 , 0.54 ,0, 0.6 -0.06
1995-01-01 00:360 , 0.54 ,0, 0.61 -0.07
