T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 1.48 ,0, 1.8175 -0.3375
1993-01-19 00:1080 , 1.42 ,0, 1.8125 -0.3925
1993-01-29 00:1080 , 1.41 ,0, 1.78 -0.37
1993-02-09 00:1080 , 1.33 ,0, 1.7325 -0.4025
1993-02-20 00:1080 , 1.53 ,0, 1.805 -0.275
1993-03-00 00:1080 , 1.66 ,0, 1.9325 -0.2725
1993-03-10 00:1080 , 3.44 ,0, 2.235 1.205
1993-03-20 00:1080 , 3.57 ,0, 3.2725 0.2975
1993-04-00 00:1080 , 3.37 ,0, 6.4925 -3.1225
1993-04-10 00:1080 , 6.51 ,0, 7.0 -0.49
1993-04-21 00:1080 , 13.7 ,0, 14.775 -1.075
1993-05-01 00:1080 , 19.9 ,0, 14.095 5.805
1993-05-11 00:1080 , 20.7 ,0, 15.125 5.575
1993-05-21 00:1080 , 19.6 ,0, 15.575 4.025
1993-06-01 00:1080 , 17.6 ,0, 16.125 1.475
1993-06-11 00:1080 , 14.3 ,0, 16.075 -1.775
1993-06-22 00:1080 , 10.1 ,0, 11.3 -1.2
1993-07-02 00:1080 , 9.33 ,0, 9.1375 0.1925
1993-07-12 00:1080 , 8.2 ,0, 8.2975 -0.0975
1993-07-23 00:1080 , 7.45 ,0, 6.7425 0.7075
1993-08-03 00:1080 , 5.89 ,0, 5.645 0.245
1993-08-13 00:1080 , 5.01 ,0, 4.885 0.125
1993-08-23 00:1080 , 4.37 ,0, 4.2975 0.0725
1993-09-03 00:1080 , 4.12 ,0, 3.825 0.295
1993-09-13 00:1080 , 3.7 ,0, 3.62 0.08
1993-09-24 00:1080 , 3.4 ,0, 3.3025 0.0975
1993-10-04 00:1080 , 3.14 ,0, 3.1175 0.0225
1993-10-14 00:1080 , 2.96 ,0, 2.7 0.26
1993-10-24 00:1080 , 2.85 ,0, 2.7825 0.0675
1993-11-04 00:1080 , 2.61 ,0, 2.5475 0.0625
1993-11-14 00:1080 , 2.51 ,0, 2.2775 0.2325
1993-11-25 00:1080 , 2.31 ,0, 2.12 0.19
1994-00-00 00:720 , 2.07 ,0, 2.0025 0.0675
1994-00-10 00:720 , 1.97 ,0, 1.8975 0.0725
1994-00-21 00:720 , 1.89 ,0, 1.895 -0.005
1994-01-01 00:720 , 1.83 ,0, 1.7975 0.0325
1994-01-11 00:720 , 1.78 ,0, 1.7175 0.0625
1994-01-19 00:720 , 1.87 ,0, 1.7225 0.1475
1994-01-29 00:720 , 2.05 ,0, 1.725 0.325
1994-02-09 00:720 , 1.88 ,0, 1.6575 0.2225
1994-02-20 00:720 , 1.9 ,0, 1.7675 0.1325
1994-03-00 00:720 , 1.89 ,0, 1.9425 -0.0525
1994-03-10 00:720 , 2.21 ,0, 2.665 -0.455
1994-03-20 00:720 , 4.81 ,0, 3.575 1.235
1994-04-00 00:720 , 7.7 ,0, 6.42 1.28
1994-04-10 00:720 , 12.3 ,0, 7.265 5.035
1994-04-21 00:720 , 19.6 ,0, 15.55 4.05
1994-05-01 00:720 , 16.7 ,0, 17.125 -0.425
1994-05-11 00:720 , 21.8 ,0, 17.35 4.45
1994-05-21 00:720 , 23.3 ,0, 17.775 5.525
1994-06-01 00:720 , 16.7 ,0, 17.2 -0.5
1994-06-11 00:720 , 13.6 ,0, 13.775 -0.175
1994-06-22 00:720 , 12.3 ,0, 11.225 1.075
1994-07-02 00:720 , 8.45 ,0, 9.3825 -0.9325
1994-07-12 00:720 , 7.59 ,0, 8.6525 -1.0625
1994-07-23 00:720 , 6.69 ,0, 7.38 -0.69
1994-08-03 00:720 , 4.65 ,0, 6.1075 -1.4575
1994-08-13 00:720 , 4.04 ,0, 5.1475 -1.1075
1994-08-23 00:720 , 4.02 ,0, 4.5575 -0.5375
1994-09-03 00:720 , 3.77 ,0, 4.085 -0.315
1994-09-13 00:720 , 3.4 ,0, 3.8 -0.4
1994-09-24 00:720 , 2.9 ,0, 3.4675 -0.5675
1994-10-04 00:720 , 2.8 ,0, 3.2575 -0.4575
1994-10-14 00:720 , 2.54 ,0, 2.81 -0.27
1994-10-24 00:720 , 2.24 ,0, 2.8825 -0.6425
1994-11-04 00:720 , 2.16 ,0, 2.6025 -0.4425
1994-11-14 00:720 , 2.16 ,0, 2.335 -0.175
1994-11-25 00:720 , 2.16 ,0, 2.2175 -0.0575
1995-00-00 00:360 , 2.16 ,0, 2.04 0.12
1995-00-10 00:360 , 2.14 ,0, 1.9375 0.2025
1995-00-21 00:360 , 2.04 ,0, 1.905 0.135
1995-01-01 00:360 , 1.97 ,0, 1.805 0.165
1995-01-11 00:360 , 1.89 ,0, 1.7125 0.1775
1995-01-19 00:360 , 1.88 ,0, 1.7525 0.1275
1995-01-29 00:360 , 1.88 ,0, 1.8075 0.0725
1995-02-09 00:360 , 1.88 ,0, 1.7 0.18
1995-02-20 00:360 , 1.88 ,0, 1.8075 0.0725
1995-03-00 00:360 , 1.88 ,0, 1.93 -0.05
1995-03-10 00:360 , 1.88 ,0, 2.6875 -0.8075
1995-03-20 00:360 , 3.94 ,0, 3.37 0.57
1995-04-00 00:360 , 5.39 ,0, 5.495 -0.105
1995-04-10 00:360 , nan ,0, 8.085 nan
1995-04-21 00:360 , 7.31 ,0, 15.55 -8.24
1995-05-01 00:360 , nan ,0, 16.875 nan
1995-05-11 00:360 , nan ,0, 18.425 nan
1995-05-21 00:360 , nan ,0, 19.875 nan
1995-06-01 00:360 , nan ,0, 18.525 nan
1995-06-11 00:360 , nan ,0, 14.05 nan
1995-06-22 00:360 , nan ,0, 11.35 nan
1995-07-02 00:360 , nan ,0, 9.25 nan
1995-07-12 00:360 , nan ,0, 8.3525 nan
1995-07-23 00:360 , nan ,0, 7.21 nan
1995-08-03 00:360 , nan ,0, 5.7425 nan
1995-08-13 00:360 , nan ,0, 4.84 nan
1995-08-23 00:360 , nan ,0, 4.365 nan
1995-09-03 00:360 , nan ,0, 3.99 nan
1995-09-13 00:360 , nan ,0, 3.675 nan
1995-09-24 00:360 , nan ,0, 3.33 nan
1995-10-04 00:360 , nan ,0, 3.105 nan
1995-10-14 00:360 , nan ,0, 2.6975 nan
1995-10-24 00:360 , nan ,0, 2.755 nan
1995-11-04 00:360 , nan ,0, 2.46 nan
1995-11-14 00:360 , nan ,0, 2.265 nan
1995-11-25 00:360 , nan ,0, 2.2 nan
1996-00-00 00:00 , nan ,0, 2.04 nan
1996-00-10 00:00 , nan ,0, 1.9675 nan
1996-00-21 00:00 , nan ,0, 1.915 nan
1996-01-01 00:00 , nan ,0, 1.81 nan
1996-01-11 00:00 , nan ,0, 1.7125 nan
1996-01-20 00:00 , nan ,0, 1.75 nan
1996-02-00 00:00 , nan ,0, 1.805 nan
1996-02-10 00:00 , nan ,0, 1.6975 nan
1996-02-21 00:00 , nan ,0, 1.7975 nan
1996-03-01 00:00 , nan ,0, 1.9125 nan
1996-03-11 00:00 , nan ,0, 2.675 nan
1996-03-21 00:00 , nan ,0, 3.8225 nan
1996-04-01 00:00 , nan ,0, 6.06 nan
1996-04-11 00:00 , 5.82 ,0, nan nan
1996-04-22 00:00 , 9.74 ,0, 14.0525 -4.3125
1996-05-02 00:00 , 20.1 ,0, nan nan
1996-05-12 00:00 , 20.7 ,0, nan nan
1996-05-22 00:00 , 21.4 ,0, nan nan
1996-06-02 00:00 , 19.8 ,0, nan nan
1996-06-12 00:00 , 18.9 ,0, nan nan
1996-06-23 00:00 , 16.3 ,0, nan nan
1996-07-03 00:00 , 13.1 ,0, nan nan
1996-07-13 00:00 , 7.42 ,0, nan nan
1996-07-24 00:00 , 5.85 ,0, nan nan
1996-08-04 00:00 , 5.15 ,0, nan nan
1996-08-14 00:00 , 4.7 ,0, nan nan
1996-08-24 00:00 , 4.37 ,0, nan nan
1996-09-04 00:00 , 4.14 ,0, nan nan
1996-09-14 00:00 , nan ,0, nan nan
1996-09-25 00:00 , nan ,0, nan nan
1996-10-05 00:00 , nan ,0, nan nan
1996-10-15 00:00 , nan ,0, nan nan
1996-10-25 00:00 , nan ,0, nan nan
1996-11-05 00:00 , nan ,0, nan nan
1996-11-15 00:00 , nan ,0, nan nan
1996-11-26 00:00 , 2.68 ,0, nan nan
1997-00-00 00:1080 , 2.49 ,0, nan nan
1997-00-10 00:1080 , 2.39 ,0, nan nan
1997-00-21 00:1080 , 2.28 ,0, nan nan
1997-01-01 00:1080 , 2.28 ,0, nan nan
1997-01-11 00:1080 , 2.29 ,0, nan nan
1997-01-19 00:1080 , 2.27 ,0, nan nan
1997-01-29 00:1080 , 2.24 ,0, nan nan
1997-02-09 00:1080 , 2.13 ,0, nan nan
1997-02-20 00:1080 , 2.14 ,0, nan nan
1997-03-00 00:1080 , 2.27 ,0, nan nan
1997-03-10 00:1080 , 2.8 ,0, nan nan
1997-03-20 00:1080 , 6.42 ,0, nan nan
1997-04-00 00:1080 , 6.25 ,0, nan nan
1997-04-10 00:1080 , 7.96 ,0, nan nan
1997-04-21 00:1080 , 16.2 ,0, 12.5875 3.6125
1997-05-01 00:1080 , 12.1 ,0, nan nan
1997-05-11 00:1080 , 12.0 ,0, nan nan
1997-05-21 00:1080 , nan ,0, nan nan
1997-06-01 00:1080 , nan ,0, nan nan
1997-06-11 00:1080 , nan ,0, nan nan
1997-06-22 00:1080 , 8.31 ,0, nan nan
1997-07-02 00:1080 , 7.51 ,0, nan nan
1997-07-12 00:1080 , 7.08 ,0, nan nan
1997-07-23 00:1080 , nan ,0, nan nan
1997-08-03 00:1080 , nan ,0, nan nan
1997-08-13 00:1080 , nan ,0, nan nan
1997-08-23 00:1080 , nan ,0, nan nan
1997-09-03 00:1080 , nan ,0, nan nan
1997-09-13 00:1080 , nan ,0, nan nan
1997-09-24 00:1080 , nan ,0, nan nan
1997-10-04 00:1080 , nan ,0, nan nan
1997-10-14 00:1080 , nan ,0, nan nan
1997-10-24 00:1080 , nan ,0, nan nan
1997-11-04 00:1080 , nan ,0, nan nan
1997-11-14 00:1080 , nan ,0, nan nan
1997-11-25 00:1080 , 2.03 ,0, nan nan
1998-00-00 00:720 , 2.03 ,0, nan nan
1998-00-10 00:720 , 2.03 ,0, nan nan
1998-00-21 00:720 , 1.86 ,0, nan nan
1998-01-01 00:720 , 1.86 ,0, nan nan
1998-01-11 00:720 , 1.86 ,0, nan nan
1998-01-19 00:720 , 1.88 ,0, nan nan
1998-01-29 00:720 , 1.8 ,0, nan nan
1998-02-09 00:720 , 1.66 ,0, nan nan
1998-02-20 00:720 , 1.63 ,0, nan nan
1998-03-00 00:720 , 1.73 ,0, nan nan
1998-03-10 00:720 , 2.08 ,0, nan nan
1998-03-20 00:720 , 2.33 ,0, nan nan
1998-04-00 00:720 , 2.92 ,0, nan nan
1998-04-10 00:720 , 5.46 ,0, nan nan
1998-04-21 00:720 , 11.3 ,0, 13.2125 -1.9125
1998-05-01 00:720 , 15.8 ,0, nan nan
1998-05-11 00:720 , 28.1 ,0, nan nan
1998-05-21 00:720 , 33.0 ,0, nan nan
1998-06-01 00:720 , 21.8 ,0, nan nan
1998-06-11 00:720 , 15.8 ,0, nan nan
1998-06-22 00:720 , 16.8 ,0, nan nan
1998-07-02 00:720 , 18.6 ,0, nan nan
1998-07-12 00:720 , 13.8 ,0, nan nan
1998-07-23 00:720 , 8.77 ,0, nan nan
1998-08-03 00:720 , 6.86 ,0, nan nan
1998-08-13 00:720 , 5.78 ,0, nan nan
1998-08-23 00:720 , 5.2 ,0, nan nan
1998-09-03 00:720 , 4.85 ,0, nan nan
1998-09-13 00:720 , 4.46 ,0, nan nan
1998-09-24 00:720 , 4.14 ,0, nan nan
1998-10-04 00:720 , 3.44 ,0, nan nan
1998-10-14 00:720 , 2.96 ,0, nan nan
1998-10-24 00:720 , 3.05 ,0, nan nan
1998-11-04 00:720 , 3.08 ,0, nan nan
1998-11-14 00:720 , 2.86 ,0, nan nan
1998-11-25 00:720 , 2.53 ,0, nan nan
1999-00-00 00:360 , 2.55 ,0, nan nan
1999-00-10 00:360 , 2.42 ,0, nan nan
1999-00-21 00:360 , 2.33 ,0, nan nan
1999-01-01 00:360 , 2.33 ,0, nan nan
1999-01-11 00:360 , 2.32 ,0, nan nan
1999-01-19 00:360 , 2.24 ,0, nan nan
1999-01-29 00:360 , 2.11 ,0, nan nan
1999-02-09 00:360 , 2.1 ,0, nan nan
1999-02-20 00:360 , 2.16 ,0, nan nan
1999-03-00 00:360 , 2.15 ,0, nan nan
1999-03-10 00:360 , 2.26 ,0, nan nan
1999-03-20 00:360 , 3.67 ,0, nan nan
1999-04-00 00:360 , 7.19 ,0, nan nan
1999-04-10 00:360 , 8.34 ,0, nan nan
1999-04-21 00:360 , 7.21 ,0, 11.1375 -3.9275
1999-05-01 00:360 , 11.4 ,0, nan nan
1999-05-11 00:360 , 16.9 ,0, nan nan
1999-05-21 00:360 , 29.0 ,0, nan nan
1999-06-01 00:360 , nan ,0, nan nan
1999-06-11 00:360 , nan ,0, nan nan
1999-06-22 00:360 , 14.8 ,0, nan nan
1999-07-02 00:360 , 11.4 ,0, nan nan
1999-07-12 00:360 , 9.2 ,0, nan nan
1999-07-23 00:360 , 9.75 ,0, nan nan
1999-08-03 00:360 , 10.1 ,0, nan nan
1999-08-13 00:360 , 7.02 ,0, nan nan
1999-08-23 00:360 , nan ,0, nan nan
1999-09-03 00:360 , nan ,0, nan nan
1999-09-13 00:360 , nan ,0, nan nan
1999-09-24 00:360 , nan ,0, nan nan
1999-10-04 00:360 , nan ,0, nan nan
1999-10-14 00:360 , nan ,0, nan nan
1999-10-24 00:360 , nan ,0, nan nan
1999-11-04 00:360 , nan ,0, nan nan
1999-11-14 00:360 , nan ,0, nan nan
1999-11-25 00:360 , 2.68 ,0, nan nan
2000-00-00 00:00 , 2.35 ,0, nan nan
2000-00-10 00:00 , 2.35 ,0, nan nan
2000-00-21 00:00 , 2.35 ,0, nan nan
2000-01-01 00:00 , 2.27 ,0, nan nan
2000-01-11 00:00 , 2.21 ,0, nan nan
2000-01-20 00:00 , 2.18 ,0, nan nan
2000-02-00 00:00 , 2.07 ,0, nan nan
2000-02-10 00:00 , 2.16 ,0, nan nan
2000-02-21 00:00 , 2.22 ,0, nan nan
2000-03-01 00:00 , 2.82 ,0, nan nan
2000-03-11 00:00 , 3.3 ,0, nan nan
2000-03-21 00:00 , 4.02 ,0, nan nan
2000-04-01 00:00 , 12.9 ,0, nan nan
2000-04-11 00:00 , 9.88 ,0, 6.895 2.985
2000-04-22 00:00 , 8.5 ,0, 11.1125 -2.6125
2000-05-02 00:00 , 9.66 ,0, 14.85 -5.19
2000-05-12 00:00 , 14.3 ,0, 19.425 -5.125
2000-05-22 00:00 , 18.0 ,0, nan nan
2000-06-02 00:00 , 16.6 ,0, nan nan
2000-06-12 00:00 , 11.8 ,0, nan nan
2000-06-23 00:00 , 13.5 ,0, 14.0525 -0.5525
2000-07-03 00:00 , 10.6 ,0, 12.6525 -2.0525
2000-07-13 00:00 , 8.21 ,0, 9.375 -1.165
2000-07-24 00:00 , 6.03 ,0, nan nan
2000-08-04 00:00 , 5.78 ,0, nan nan
2000-08-14 00:00 , 5.3 ,0, nan nan
2000-08-24 00:00 , 4.72 ,0, nan nan
2000-09-04 00:00 , 4.07 ,0, nan nan
2000-09-14 00:00 , 3.79 ,0, nan nan
2000-09-25 00:00 , 3.65 ,0, nan nan
2000-10-05 00:00 , 3.46 ,0, nan nan
2000-10-15 00:00 , 3.17 ,0, nan nan
2000-10-25 00:00 , 3.08 ,0, nan nan
2000-11-05 00:00 , 2.93 ,0, nan nan
2000-11-15 00:00 , 2.75 ,0, nan nan
