T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s], Q_err [m3/s]
728003.0 , 25.23333333 , 28.2866661845 , -3.05333285447
728034.0 , 21.2 , 18.3047379746 , 2.89526202537
728064.0 , 22.1 , 24.7494789911 , -2.64947899107
728095.0 , 62.06666667 , 33.7169874317 , 28.3496792383
728125.0 , 69.26666667 , 35.0060591169 , 34.2606075531
728156.0 , 31.76666667 , 36.6357588017 , -4.86909213165
728187.0 , 37.9 , 34.1739573089 , 3.72604269113
728217.0 , 34.46666667 , 29.2330917169 , 5.23357495305
728248.0 , 44.4 , 39.4914718661 , 4.90852813387
728278.0 , 37.76666667 , 36.3820424243 , 1.38462424568
728309.0 , 29.96666667 , 31.1479901194 , -1.18132344936
728340.0 , 28.4 , 30.6651438029 , -2.26514380286
728368.0 , 29.06666667 , 27.3988325384 , 1.6678341316
728399.0 , 21.6 , 20.1469710341 , 1.4530289659
728429.0 , 43.16666667 , 22.1891821137 , 20.9774845563
728460.0 , 69.83333333 , 38.3642134196 , 31.4691199104
728490.0 , 52.2 , 45.1423133043 , 7.05768669568
728521.0 , 37.53333333 , 31.8747397564 , 5.65859357355
728552.0 , 40.6 , 35.2162881125 , 5.3837118875
728582.0 , 33.53333333 , 29.6399662423 , 3.8933670877
728613.0 , 42.06666667 , 40.3907215455 , 1.67594512453
728643.0 , 36.4 , 36.3713449704 , 0.0286550296316
728674.0 , nan , 30.7979830766 , nan
728705.0 , nan , 30.2223479746 , nan
728733.0 , nan , 27.8758064679 , nan
728764.0 , nan , 21.3436781415 , nan
728794.0 , nan , 28.7076398656 , nan
728825.0 , nan , 49.7446651164 , nan
728855.0 , nan , 54.4577188011 , nan
728886.0 , nan , 34.6307001846 , nan
728917.0 , nan , 37.5590648057 , nan
728947.0 , nan , 32.0057571155 , nan
728978.0 , nan , 42.1055811788 , nan
729008.0 , nan , 36.8499701863 , nan
729039.0 , nan , nan , nan
729070.0 , nan , nan , nan
729099.0 , 25.73333333 , nan , nan
729130.0 , 14.63333333 , nan , nan
729160.0 , 20.83333333 , nan , nan
729191.0 , 53.2 , nan , nan
729221.0 , 50.93333333 , nan , nan
729252.0 , 41.06666667 , nan , nan
729283.0 , 41.6 , nan , nan
729313.0 , 31.86666667 , nan , nan
729344.0 , 28.9 , nan , nan
729374.0 , 31.86666667 , nan , nan
729405.0 , 29.43333333 , nan , nan
729436.0 , 27.53333333 , nan , nan
729464.0 , 23.3 , nan , nan
729495.0 , 18.73333333 , nan , nan
729525.0 , 25.86666667 , nan , nan
729556.0 , 23.4 , nan , nan
729586.0 , 28.93333333 , nan , nan
729617.0 , 33.63333333 , nan , nan
729648.0 , 36.96666667 , nan , nan
729678.0 , 27.4 , nan , nan
729709.0 , 29.4 , nan , nan
729739.0 , 29.36666667 , nan , nan
729770.0 , 26.43333333 , nan , nan
729801.0 , 26.56666667 , nan , nan
729829.0 , 23.86666667 , nan , nan
729860.0 , 13.26666667 , nan , nan
729890.0 , 17.2 , nan , nan
729921.0 , 40.73333333 , nan , nan
729951.0 , 48.3 , nan , nan
729982.0 , 50.36666667 , nan , nan
730013.0 , 48.63333333 , nan , nan
730043.0 , 32.83333333 , nan , nan
730074.0 , 30.1 , nan , nan
730104.0 , 32.66666667 , nan , nan
730135.0 , 25.76666667 , nan , nan
730166.0 , 25.86666667 , nan , nan
730194.0 , 23.23333333 , 24.2780934123 , -1.04476008234
