T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 1.67 ,0, 1.43 0.24
1993-01-19 00:1080 , 1.55 ,0, 1.42666666667 0.123333333333
1993-01-29 00:1080 , 1.62 ,0, 1.44666666667 0.173333333333
1993-02-09 00:1080 , 1.57 ,0, 1.42333333333 0.146666666667
1993-02-20 00:1080 , 1.56 ,0, 1.52 0.04
1993-03-00 00:1080 , 1.66 ,0, 1.51666666667 0.143333333333
1993-03-10 00:1080 , 2.13 ,0, 1.58666666667 0.543333333333
1993-03-20 00:1080 , 2.12 ,0, 1.93666666667 0.183333333333
1993-04-00 00:1080 , 2.08 ,0, 3.40666666667 -1.32666666667
1993-04-10 00:1080 , 4.13 ,0, 3.30666666667 0.823333333333
1993-04-21 00:1080 , 7.9 ,0, 6.42666666667 1.47333333333
1993-05-01 00:1080 , 10.5 ,0, 7.57666666667 2.92333333333
1993-05-11 00:1080 , 12.2 ,0, 9.83666666667 2.36333333333
1993-05-21 00:1080 , 14.5 ,0, 11.6333333333 2.86666666667
1993-06-01 00:1080 , 13.5 ,0, 13.8 -0.3
1993-06-11 00:1080 , 10.4 ,0, 14.3333333333 -3.93333333333
1993-06-22 00:1080 , 10.5 ,0, 15.3666666667 -4.86666666667
1993-07-02 00:1080 , 10.8 ,0, 12.2333333333 -1.43333333333
1993-07-12 00:1080 , 8.19 ,0, 10.7 -2.51
1993-07-23 00:1080 , 8.04 ,0, 8.86333333333 -0.823333333333
1993-08-03 00:1080 , 5.66 ,0, 7.11666666667 -1.45666666667
1993-08-13 00:1080 , 4.07 ,0, 5.81 -1.74
1993-08-23 00:1080 , 3.16 ,0, 4.57 -1.41
1993-09-03 00:1080 , 2.72 ,0, 3.5 -0.78
1993-09-13 00:1080 , 2.36 ,0, 2.96666666667 -0.606666666667
1993-09-24 00:1080 , 2.1 ,0, 2.61666666667 -0.516666666667
1993-10-04 00:1080 , 2.02 ,0, 2.34333333333 -0.323333333333
1993-10-14 00:1080 , 1.89 ,0, 2.20333333333 -0.313333333333
1993-10-24 00:1080 , 1.84 ,0, 2.16 -0.32
1993-11-04 00:1080 , 1.78 ,0, 2.06333333333 -0.283333333333
1993-11-14 00:1080 , 1.7 ,0, 1.95 -0.25
1993-11-25 00:1080 , 1.68 ,0, 1.74333333333 -0.0633333333333
1994-00-00 00:720 , 1.61 ,0, 1.61333333333 -0.00333333333333
1994-00-10 00:720 , 1.52 ,0, 1.57666666667 -0.0566666666667
1994-00-21 00:720 , 1.52 ,0, 1.54 -0.02
1994-01-01 00:720 , 1.51 ,0, 1.52333333333 -0.0133333333333
1994-01-11 00:720 , 1.47 ,0, 1.46666666667 0.00333333333333
1994-01-19 00:720 , 1.45 ,0, 1.42333333333 0.0266666666667
1994-01-29 00:720 , 1.45 ,0, 1.44666666667 0.00333333333333
1994-02-09 00:720 , 1.49 ,0, 1.42666666667 0.0633333333333
1994-02-20 00:720 , 1.49 ,0, 1.51333333333 -0.0233333333333
1994-03-00 00:720 , 1.53 ,0, 1.54666666667 -0.0166666666667
1994-03-10 00:720 , 1.83 ,0, 1.77666666667 0.0533333333333
1994-03-20 00:720 , 2.41 ,0, 1.75 0.66
1994-04-00 00:720 , 4.04 ,0, 2.50333333333 1.53666666667
1994-04-10 00:720 , 4.68 ,0, 3.42333333333 1.25666666667
1994-04-21 00:720 , 7.94 ,0, 6.28666666667 1.65333333333
1994-05-01 00:720 , 8.32 ,0, 8.09 0.23
1994-05-11 00:720 , 12.2 ,0, 9.20333333333 2.99666666667
1994-05-21 00:720 , 16.9 ,0, 11.8666666667 5.03333333333
1994-06-01 00:720 , 17.4 ,0, 14.8666666667 2.53333333333
1994-06-11 00:720 , 18.5 ,0, 13.4 5.1
1994-06-22 00:720 , 19.4 ,0, 13.2666666667 6.13333333333
1994-07-02 00:720 , 11.5 ,0, 11.5 0.0
1994-07-12 00:720 , 13.8 ,0, 9.79666666667 4.00333333333
1994-07-23 00:720 , 8.96 ,0, 8.72666666667 0.233333333333
1994-08-03 00:720 , 5.75 ,0, 6.52666666667 -0.776666666667
1994-08-13 00:720 , 4.24 ,0, 4.78666666667 -0.546666666667
1994-08-23 00:720 , 3.42 ,0, 3.82333333333 -0.403333333333
1994-09-03 00:720 , 2.53 ,0, 3.14333333333 -0.613333333333
1994-09-13 00:720 , 2.3 ,0, 2.74666666667 -0.446666666667
1994-09-24 00:720 , 2.19 ,0, 2.43 -0.24
1994-10-04 00:720 , 2.15 ,0, 2.27333333333 -0.123333333333
1994-10-14 00:720 , 2.07 ,0, 2.16 -0.09
1994-10-24 00:720 , 2.0 ,0, 2.1 -0.1
1994-11-04 00:720 , 1.7 ,0, 2.03 -0.33
1994-11-14 00:720 , 1.65 ,0, 1.92 -0.27
1994-11-25 00:720 , 1.67 ,0, 1.76333333333 -0.0933333333333
1995-00-00 00:360 , 1.54 ,0, 1.61666666667 -0.0766666666667
1995-00-10 00:360 , 1.53 ,0, 1.57333333333 -0.0433333333333
1995-00-21 00:360 , 1.53 ,0, 1.55666666667 -0.0266666666667
1995-01-01 00:360 , 1.51 ,0, 1.54 -0.03
1995-01-11 00:360 , 1.53 ,0, 1.51666666667 0.0133333333333
1995-01-19 00:360 , 1.47 ,0, 1.47 0.0
1995-01-29 00:360 , 1.49 ,0, 1.49333333333 -0.00333333333333
1995-02-09 00:360 , 1.82 ,0, 1.46666666667 0.353333333333
1995-02-20 00:360 , 1.92 ,0, 1.50666666667 0.413333333333
1995-03-00 00:360 , 1.92 ,0, 1.57333333333 0.346666666667
1995-03-10 00:360 , 1.96 ,0, 1.9 0.06
1995-03-20 00:360 , 3.23 ,0, 2.05333333333 1.17666666667
1995-04-00 00:360 , 4.43 ,0, 3.08 1.35
1995-04-10 00:360 , 3.61 ,0, 4.18 -0.57
1995-04-21 00:360 , 5.14 ,0, 7.27666666667 -2.13666666667
1995-05-01 00:360 , 6.94 ,0, 8.47333333333 -1.53333333333
1995-05-11 00:360 , 9.73 ,0, 10.6566666667 -0.926666666667
1995-05-21 00:360 , 13.9 ,0, 14.1 -0.2
1995-06-01 00:360 , 18.4 ,0, 16.5666666667 1.83333333333
1995-06-11 00:360 , 17.6 ,0, 15.3 2.3
1995-06-22 00:360 , 18.4 ,0, 15.2 3.2
1995-07-02 00:360 , 18.1 ,0, 11.6 6.5
1995-07-12 00:360 , 13.9 ,0, 11.0633333333 2.83666666667
1995-07-23 00:360 , 8.06 ,0, 8.54 -0.48
1995-08-03 00:360 , 5.76 ,0, 5.72333333333 0.0366666666667
1995-08-13 00:360 , 5.91 ,0, 4.29333333333 1.61666666667
1995-08-23 00:360 , 3.98 ,0, 3.54 0.44
1995-09-03 00:360 , 3.4 ,0, 2.80333333333 0.596666666667
1995-09-13 00:360 , 3.12 ,0, 2.51 0.61
1995-09-24 00:360 , 2.93 ,0, 2.27333333333 0.656666666667
1995-10-04 00:360 , 2.43 ,0, 2.17333333333 0.256666666667
1995-10-14 00:360 , 2.34 ,0, 2.07333333333 0.266666666667
1995-10-24 00:360 , 2.18 ,0, 1.99 0.19
1995-11-04 00:360 , 1.95 ,0, 1.87 0.08
1995-11-14 00:360 , 1.9 ,0, 1.80666666667 0.0933333333333
1995-11-25 00:360 , 1.87 ,0, 1.76 0.11
1996-00-00 00:00 , 1.66 ,0, 1.61666666667 0.0433333333333
1996-00-10 00:00 , 1.44 ,0, 1.58333333333 -0.143333333333
1996-00-21 00:00 , 1.44 ,0, 1.58333333333 -0.143333333333
1996-01-01 00:00 , 1.51 ,0, 1.57333333333 -0.0633333333333
1996-01-11 00:00 , 1.42 ,0, 1.55666666667 -0.136666666667
1996-01-20 00:00 , 1.43 ,0, 1.49 -0.06
1996-02-00 00:00 , 1.46 ,0, 1.52 -0.06
1996-02-10 00:00 , 1.44 ,0, 1.62666666667 -0.186666666667
1996-02-21 00:00 , 1.44 ,0, 1.65666666667 -0.216666666667
1996-03-01 00:00 , 1.9 ,0, 1.70333333333 0.196666666667
1996-03-11 00:00 , 2.03 ,0, 1.97333333333 0.0566666666667
1996-03-21 00:00 , 1.95 ,0, 2.58666666667 -0.636666666667
1996-04-01 00:00 , 2.13 ,0, 3.51666666667 -1.38666666667
1996-04-11 00:00 , 3.63 ,0, 4.14 -0.51
1996-04-22 00:00 , 6.35 ,0, 6.99333333333 -0.643333333333
1996-05-02 00:00 , 9.84 ,0, 8.58666666667 1.25333333333
1996-05-12 00:00 , 9.42 ,0, 11.3766666667 -1.95666666667
1996-05-22 00:00 , 11.7 ,0, 15.1 -3.4
1996-06-02 00:00 , 11.2 ,0, 16.4333333333 -5.23333333333
1996-06-12 00:00 , 12.8 ,0, 15.5 -2.7
1996-06-23 00:00 , 17.7 ,0, 16.1 1.6
1996-07-03 00:00 , 17.9 ,0, 13.4666666667 4.43333333333
1996-07-13 00:00 , 8.39 ,0, 11.9633333333 -3.57333333333
1996-07-24 00:00 , 5.77 ,0, 8.35333333333 -2.58333333333
1996-08-04 00:00 , 6.57 ,0, 5.72333333333 0.846666666667
1996-08-14 00:00 , 5.8 ,0, 4.74 1.06
