T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 2.48 ,0, 1.73190673685 0.748093263152
1993-01-19 00:1080 , 2.46 ,0, 1.69902364005 0.760976359952
1993-01-29 00:1080 , 2.45 ,0, 1.69237123049 0.757628769509
1993-02-09 00:1080 , 2.43 ,0, 1.47348838833 0.956511611668
1993-02-20 00:1080 , 2.39 ,0, nan nan
1993-03-00 00:1080 , 2.57 ,0, nan nan
1993-03-10 00:1080 , 3.25 ,0, nan nan
1993-03-20 00:1080 , 3.28 ,0, nan nan
1993-04-00 00:1080 , 2.92 ,0, nan nan
1993-04-10 00:1080 , 5.7 ,0, 9.1012351758 -3.4012351758
1993-04-21 00:1080 , 12.2 ,0, 11.9682618715 0.231738128454
1993-05-01 00:1080 , 16.8 ,0, 14.8197979559 1.98020204408
1993-05-11 00:1080 , 20.3 ,0, 15.8409140265 4.45908597354
1993-05-21 00:1080 , 18.5 ,0, 15.2651949424 3.23480505763
1993-06-01 00:1080 , 19.4 ,0, 14.9283871961 4.47161280391
1993-06-11 00:1080 , 16.8 ,0, 13.0823456305 3.71765436953
1993-06-22 00:1080 , 13.2 ,0, 12.3141056618 0.885894338232
1993-07-02 00:1080 , 9.11 ,0, 10.7746752768 -1.66467527678
1993-07-12 00:1080 , 8.78 ,0, 9.46805104677 -0.688051046774
1993-07-23 00:1080 , 9.81 ,0, 8.73971946117 1.07028053883
1993-08-03 00:1080 , 7.83 ,0, 7.92898147057 -0.0989814705746
1993-08-13 00:1080 , 6.43 ,0, 6.35102423462 0.0789757653757
1993-08-23 00:1080 , 4.94 ,0, 5.35556043579 -0.415560435788
1993-09-03 00:1080 , 4.54 ,0, 4.55125057517 -0.0112505751675
1993-09-13 00:1080 , 3.95 ,0, 4.16311964403 -0.213119644035
1993-09-24 00:1080 , 3.4 ,0, 4.01299942888 -0.612999428876
1993-10-04 00:1080 , 2.88 ,0, 4.02399986904 -1.14399986904
1993-10-14 00:1080 , 2.72 ,0, 3.88997392832 -1.16997392832
1993-10-24 00:1080 , 2.78 ,0, 3.78726951365 -1.00726951365
1993-11-04 00:1080 , 2.94 ,0, 3.52011034112 -0.580110341124
1993-11-14 00:1080 , 2.99 ,0, 3.36061760609 -0.370617606094
1993-11-25 00:1080 , 2.85 ,0, 3.38628117179 -0.53628117179
1994-00-00 00:720 , 2.88 ,0, 3.31415597697 -0.434155976968
1994-00-10 00:720 , 2.7 ,0, 3.31288781455 -0.612887814545
1994-00-21 00:720 , 2.49 ,0, 2.42090080774 0.0690991922627
1994-01-01 00:720 , 2.26 ,0, 2.03863059929 0.221369400714
1994-01-11 00:720 , 2.4 ,0, 1.96545409415 0.43454590585
1994-01-19 00:720 , 2.23 ,0, 1.91043420623 0.319565793775
1994-01-29 00:720 , 2.23 ,0, 1.90953390049 0.320466099507
1994-02-09 00:720 , 2.17 ,0, 1.90949112917 0.260508870833
1994-02-20 00:720 , 2.34 ,0, nan nan
1994-03-00 00:720 , 2.37 ,0, nan nan
1994-03-10 00:720 , 2.83 ,0, nan nan
1994-03-20 00:720 , 3.52 ,0, nan nan
1994-04-00 00:720 , 6.55 ,0, nan nan
1994-04-10 00:720 , 8.82 ,0, 4.63813508341 4.18186491659
1994-04-21 00:720 , 12.7 ,0, 10.6659142556 2.03408574435
1994-05-01 00:720 , 12.8 ,0, 14.1297213693 -1.32972136935
1994-05-11 00:720 , 17.4 ,0, 14.6888722725 2.71112772754
1994-05-21 00:720 , 20.5 ,0, 16.2168128391 4.28318716089
1994-06-01 00:720 , 16.0 ,0, 17.7331081007 -1.73310810067
1994-06-11 00:720 , 13.7 ,0, 13.7467860492 -0.0467860491748
1994-06-22 00:720 , 13.9 ,0, 13.5043581209 0.395641879107
1994-07-02 00:720 , 11.3 ,0, 12.1703235098 -0.870323509847
1994-07-12 00:720 , 10.4 ,0, 11.0662285099 -0.666228509872
1994-07-23 00:720 , 7.07 ,0, 9.84822507461 -2.77822507461
1994-08-03 00:720 , 5.52 ,0, 8.09905953282 -2.57905953282
1994-08-13 00:720 , 4.85 ,0, 5.96215787586 -1.11215787586
1994-08-23 00:720 , 4.47 ,0, 5.11120480836 -0.641204808365
1994-09-03 00:720 , 4.05 ,0, 4.53441598601 -0.484415986005
1994-09-13 00:720 , 3.83 ,0, 4.00490865919 -0.174908659195
1994-09-24 00:720 , 3.75 ,0, 3.60157216305 0.14842783695
1994-10-04 00:720 , 3.75 ,0, 3.51232606554 0.237673934459
1994-10-14 00:720 , 3.72 ,0, 3.29634901078 0.423650989217
1994-10-24 00:720 , 3.49 ,0, 3.23956878925 0.250431210749
1994-11-04 00:720 , 3.05 ,0, 2.8713391133 0.178660886703
1994-11-14 00:720 , 3.06 ,0, 2.73162442281 0.328375577189
1994-11-25 00:720 , 2.98 ,0, 2.58986658267 0.390133417326
1995-00-00 00:360 , 2.88 ,0, 2.39651089341 0.48348910659
1995-00-10 00:360 , 2.79 ,0, 2.37685816737 0.41314183263
1995-00-21 00:360 , 2.56 ,0, 2.28408579729 0.275914202705
1995-01-01 00:360 , 2.71 ,0, 2.20074930115 0.50925069885
1995-01-11 00:360 , 2.61 ,0, 2.21335358139 0.396646418606
1995-01-19 00:360 , 2.38 ,0, 2.19315381453 0.186846185466
1995-01-29 00:360 , 2.48 ,0, 2.19070652982 0.289293470176
1995-02-09 00:360 , 2.43 ,0, 2.1671053069 0.262894693103
1995-02-20 00:360 , 2.38 ,0, 2.22584064196 0.154159358044
1995-03-00 00:360 , 2.25 ,0, 2.44555533244 -0.195555332442
1995-03-10 00:360 , 2.25 ,0, 3.17892511148 -0.92892511148
1995-03-20 00:360 , 3.03 ,0, 3.22843083243 -0.198430832426
1995-04-00 00:360 , 5.25 ,0, 5.53523986847 -0.285239868474
1995-04-10 00:360 , 4.63 ,0, 7.1450670609 -2.5150670609
1995-04-21 00:360 , 6.24 ,0, 12.5776357645 -6.33763576447
1995-05-01 00:360 , 9.17 ,0, 14.2445825533 -5.07458255326
1995-05-11 00:360 , 14.3 ,0, 17.4444716103 -3.14447161028
1995-05-21 00:360 , 17.2 ,0, 19.3453021021 -2.14530210212
1995-06-01 00:360 , 17.3 ,0, 19.6260888158 -2.32608881584
1995-06-11 00:360 , 15.4 ,0, 16.7204775099 -1.3204775099
1995-06-22 00:360 , 12.8 ,0, 13.7286900703 -0.928690070262
1995-07-02 00:360 , 12.4 ,0, 11.4958096997 0.904190300258
1995-07-12 00:360 , 10.4 ,0, 10.4026844504 -0.00268445035612
1995-07-23 00:360 , 5.2 ,0, 9.45022526703 -4.25022526703
1995-08-03 00:360 , 4.99 ,0, 7.32267094588 -2.33267094588
1995-08-13 00:360 , 4.96 ,0, 5.77551615844 -0.815516158444
1995-08-23 00:360 , 4.06 ,0, 4.91099044973 -0.850990449725
1995-09-03 00:360 , 3.61 ,0, 4.46262297136 -0.852622971358
1995-09-13 00:360 , 3.08 ,0, 4.0522872937 -0.972287293701
1995-09-24 00:360 , 3.08 ,0, 3.61777816823 -0.537778168227
1995-10-04 00:360 , 2.78 ,0, 3.61026273532 -0.830262735318
1995-10-14 00:360 , 2.58 ,0, 3.38213779514 -0.802137795137
1995-10-24 00:360 , 2.58 ,0, 3.11667049882 -0.536670498819
1995-11-04 00:360 , 2.58 ,0, 3.01642745863 -0.436427458626
1995-11-14 00:360 , 2.54 ,0, 2.96304009233 -0.423040092333
1995-11-25 00:360 , 2.44 ,0, 2.84174674584 -0.401746745839
1996-00-00 00:00 , 2.44 ,0, 2.81347590442 -0.373475904423
1996-00-10 00:00 , 2.44 ,0, 2.66153588468 -0.221535884681
1996-00-21 00:00 , 2.4 ,0, 2.56947864526 -0.169478645257
1996-01-01 00:00 , 2.3 ,0, 2.4468667682 -0.146866768197
1996-01-11 00:00 , 2.21 ,0, 2.47212569683 -0.262125696828
1996-01-20 00:00 , 2.18 ,0, 2.3965100058 -0.216510005804
1996-02-00 00:00 , 2.01 ,0, 2.39886065356 -0.388860653563
1996-02-10 00:00 , 1.87 ,0, 2.36637059753 -0.496370597526
1996-02-21 00:00 , 1.76 ,0, 2.37686327072 -0.616863270716
1996-03-01 00:00 , 2.34 ,0, 2.49224452237 -0.152244522375
1996-03-11 00:00 , 3.22 ,0, 3.05718346899 0.162816531013
1996-03-21 00:00 , 2.39 ,0, 3.31622718976 -0.926227189761
1996-04-01 00:00 , 2.98 ,0, 4.01813558542 -1.03813558542
1996-04-11 00:00 , 4.99 ,0, 6.3672201164 -1.3772201164
1996-04-22 00:00 , 8.69 ,0, 11.7857820194 -3.09578201943
1996-05-02 00:00 , 18.4 ,0, 15.1341528425 3.26584715751
1996-05-12 00:00 , 16.5 ,0, 19.0501039949 -2.55010399492
1996-05-22 00:00 , 19.4 ,0, 18.872417197 0.527582803012
1996-06-02 00:00 , 20.0 ,0, 18.3788589948 1.62114100524
1996-06-12 00:00 , 19.4 ,0, 15.9152989373 3.48470106271
1996-06-23 00:00 , 20.2 ,0, 13.3352977005 6.86470229953
1996-07-03 00:00 , 16.2 ,0, 9.94215593734 6.25784406266
1996-07-13 00:00 , 9.57 ,0, 9.32230965164 0.247690348355
1996-07-24 00:00 , 7.32 ,0, 8.72440304699 -1.40440304699
1996-08-04 00:00 , 7.18 ,0, 7.00899040406 0.17100959594
1996-08-14 00:00 , 4.49 ,0, 5.91098407317 -1.42098407317
1996-08-24 00:00 , 5.06 ,0, 4.74575071421 0.314249285786
1996-09-04 00:00 , 4.33 ,0, 4.33635461613 -0.0063546161347
1996-09-14 00:00 , 3.86 ,0, 3.84230598482 0.0176940151848
1996-09-25 00:00 , 3.65 ,0, 3.45684518145 0.193154818545
1996-10-05 00:00 , 3.15 ,0, 3.0839107125 0.0660892874994
1996-10-15 00:00 , 3.2 ,0, 2.95212419081 0.247875809189
1996-10-25 00:00 , 3.07 ,0, 2.93575109981 0.134248900185
1996-11-05 00:00 , 2.96 ,0, 2.93450912547 0.0254908745253
1996-11-15 00:00 , 2.77 ,0, 2.96661723505 -0.196617235047
1996-11-26 00:00 , 2.85 ,0, 2.84490216624 0.00509783376273
1997-00-00 00:1080 , 2.78 ,0, 2.84038654781 -0.060386547805
1997-00-10 00:1080 , 2.73 ,0, 2.69861761337 0.0313823866294
1997-00-21 00:1080 , 2.79 ,0, 2.49902824139 0.290971758611
1997-01-01 00:1080 , 2.63 ,0, 2.3737290349 0.256270965099
1997-01-11 00:1080 , 2.56 ,0, 2.43428717002 0.125712829981
