T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 1.67 ,0, 1.48125 0.18875
1993-01-19 00:1080 , 1.55 ,0, 1.47625 0.07375
1993-01-29 00:1080 , 1.62 ,0, 1.46125 0.15875
1993-02-09 00:1080 , 1.57 ,0, 1.43875 0.13125
1993-02-20 00:1080 , 1.56 ,0, 1.465 0.095
1993-03-00 00:1080 , 1.66 ,0, 1.4675 0.1925
1993-03-10 00:1080 , 2.13 ,0, 1.605 0.525
1993-03-20 00:1080 , 2.12 ,0, 1.91125 0.20875
1993-04-00 00:1080 , 2.08 ,0, 2.75125 -0.67125
1993-04-10 00:1080 , 4.13 ,0, 3.3725 0.7575
1993-04-21 00:1080 , 7.9 ,0, 5.665 2.235
1993-05-01 00:1080 , 10.5 ,0, 7.10625 3.39375
1993-05-11 00:1080 , 12.2 ,0, 9.99 2.21
1993-05-21 00:1080 , 14.5 ,0, 12.385 2.115
1993-06-01 00:1080 , 13.5 ,0, 14.6 -1.1
1993-06-11 00:1080 , 10.4 ,0, 15.6625 -5.2625
1993-06-22 00:1080 , 10.5 ,0, 15.6 -5.1
1993-07-02 00:1080 , 10.8 ,0, 13.2375 -2.4375
1993-07-12 00:1080 , 8.19 ,0, 10.85125 -2.66125
1993-07-23 00:1080 , 8.04 ,0, 8.10125 -0.06125
1993-08-03 00:1080 , 5.66 ,0, 6.43 -0.77
1993-08-13 00:1080 , 4.07 ,0, 5.21875 -1.14875
1993-08-23 00:1080 , 3.16 ,0, 3.9425 -0.7825
1993-09-03 00:1080 , 2.72 ,0, 3.12625 -0.40625
1993-09-13 00:1080 , 2.36 ,0, 2.68125 -0.32125
1993-09-24 00:1080 , 2.1 ,0, 2.3875 -0.2875
1993-10-04 00:1080 , 2.02 ,0, 2.15 -0.13
1993-10-14 00:1080 , 1.89 ,0, 2.0725 -0.1825
1993-10-24 00:1080 , 1.84 ,0, 2.01375 -0.17375
1993-11-04 00:1080 , 1.78 ,0, 1.9025 -0.1225
1993-11-14 00:1080 , 1.7 ,0, 1.845 -0.145
1993-11-25 00:1080 , 1.68 ,0, 1.71875 -0.03875
1994-00-00 00:720 , 1.61 ,0, 1.6275 -0.0175
1994-00-10 00:720 , 1.52 ,0, 1.60375 -0.08375
1994-00-21 00:720 , 1.52 ,0, 1.5575 -0.0375
1994-01-01 00:720 , 1.51 ,0, 1.55375 -0.04375
1994-01-11 00:720 , 1.47 ,0, 1.5175 -0.0475
1994-01-19 00:720 , 1.45 ,0, 1.4975 -0.0475
1994-01-29 00:720 , 1.45 ,0, 1.49875 -0.04875
1994-02-09 00:720 , 1.49 ,0, 1.47125 0.01875
1994-02-20 00:720 , 1.49 ,0, 1.4925 -0.0025
1994-03-00 00:720 , 1.53 ,0, 1.50875 0.02125
1994-03-10 00:720 , 1.83 ,0, 1.67875 0.15125
1994-03-20 00:720 , 2.41 ,0, 1.96 0.45
1994-04-00 00:720 , 4.04 ,0, 2.785 1.255
1994-04-10 00:720 , 4.68 ,0, 3.3625 1.3175
1994-04-21 00:720 , 7.94 ,0, 6.08 1.86
1994-05-01 00:720 , 8.32 ,0, 7.49875 0.82125
1994-05-11 00:720 , 12.2 ,0, 10.33875 1.86125
1994-05-21 00:720 , 16.9 ,0, 12.5975 4.3025
1994-06-01 00:720 , 17.4 ,0, 14.5 2.9
1994-06-11 00:720 , 18.5 ,0, 15.325 3.175
1994-06-22 00:720 , 19.4 ,0, 15.1125 4.2875
1994-07-02 00:720 , 11.5 ,0, 13.1375 -1.6375
1994-07-12 00:720 , 13.8 ,0, 10.575 3.225
1994-07-23 00:720 , 8.96 ,0, 8.22125 0.73875
1994-08-03 00:720 , 5.75 ,0, 6.535 -0.785
1994-08-13 00:720 , 4.24 ,0, 5.19375 -0.95375
1994-08-23 00:720 , 3.42 ,0, 3.88125 -0.46125
1994-09-03 00:720 , 2.53 ,0, 3.11375 -0.58375
1994-09-13 00:720 , 2.3 ,0, 2.64 -0.34
1994-09-24 00:720 , 2.19 ,0, 2.375 -0.185
1994-10-04 00:720 , 2.15 ,0, 2.14625 0.00375
1994-10-14 00:720 , 2.07 ,0, 2.065 0.005
1994-10-24 00:720 , 2.0 ,0, 2.01375 -0.01375
1994-11-04 00:720 , 1.7 ,0, 1.9 -0.2
1994-11-14 00:720 , 1.65 ,0, 1.845 -0.195
1994-11-25 00:720 , 1.67 ,0, 1.73875 -0.06875
1995-00-00 00:360 , 1.54 ,0, 1.64625 -0.10625
1995-00-10 00:360 , 1.53 ,0, 1.61125 -0.08125
1995-00-21 00:360 , 1.53 ,0, 1.565 -0.035
1995-01-01 00:360 , 1.51 ,0, 1.56 -0.05
1995-01-11 00:360 , 1.53 ,0, 1.51875 0.01125
1995-01-19 00:360 , 1.47 ,0, 1.4975 -0.0275
1995-01-29 00:360 , 1.49 ,0, 1.51375 -0.02375
1995-02-09 00:360 , 1.82 ,0, 1.49125 0.32875
1995-02-20 00:360 , 1.92 ,0, 1.50375 0.41625
1995-03-00 00:360 , 1.92 ,0, 1.5325 0.3875
1995-03-10 00:360 , 1.96 ,0, 1.74 0.22
1995-03-20 00:360 , 3.23 ,0, 2.01875 1.21125
1995-04-00 00:360 , 4.43 ,0, 3.06 1.37
1995-04-10 00:360 , 3.61 ,0, 3.735 -0.125
1995-04-21 00:360 , 5.14 ,0, 6.66875 -1.52875
1995-05-01 00:360 , 6.94 ,0, 7.9325 -0.9925
1995-05-11 00:360 , 9.73 ,0, 10.87125 -1.14125
1995-05-21 00:360 , 13.9 ,0, 13.285 0.615
1995-06-01 00:360 , 18.4 ,0, 15.1625 3.2375
1995-06-11 00:360 , 17.6 ,0, 15.8375 1.7625
1995-06-22 00:360 , 18.4 ,0, 15.525 2.875
1995-07-02 00:360 , 18.1 ,0, 13.075 5.025
1995-07-12 00:360 , 13.9 ,0, 11.14875 2.75125
1995-07-23 00:360 , 8.06 ,0, 8.56875 -0.50875
1995-08-03 00:360 , 5.76 ,0, 6.4975 -0.7375
1995-08-13 00:360 , 5.91 ,0, 5.18375 0.72625
1995-08-23 00:360 , 3.98 ,0, 3.94375 0.03625
1995-09-03 00:360 , 3.4 ,0, 3.105 0.295
1995-09-13 00:360 , 3.12 ,0, 2.6725 0.4475
1995-09-24 00:360 , 2.93 ,0, 2.385 0.545
1995-10-04 00:360 , 2.43 ,0, 2.1825 0.2475
1995-10-14 00:360 , 2.34 ,0, 2.10625 0.23375
1995-10-24 00:360 , 2.18 ,0, 2.06625 0.11375
1995-11-04 00:360 , 1.95 ,0, 1.93625 0.01375
1995-11-14 00:360 , 1.9 ,0, 1.86 0.04
1995-11-25 00:360 , 1.87 ,0, 1.75375 0.11625
1996-00-00 00:00 , 1.66 ,0, 1.6425 0.0175
1996-00-10 00:00 , 1.44 ,0, 1.60375 -0.16375
1996-00-21 00:00 , 1.44 ,0, 1.5725 -0.1325
1996-01-01 00:00 , 1.51 ,0, 1.55875 -0.04875
1996-01-11 00:00 , 1.42 ,0, 1.52625 -0.10625
1996-01-20 00:00 , 1.43 ,0, 1.4975 -0.0675
1996-02-00 00:00 , 1.46 ,0, 1.51625 -0.05625
1996-02-10 00:00 , 1.44 ,0, 1.53625 -0.09625
1996-02-21 00:00 , 1.44 ,0, 1.56125 -0.12125
1996-03-01 00:00 , 1.9 ,0, 1.585 0.315
1996-03-11 00:00 , 2.03 ,0, 1.78375 0.24625
1996-03-21 00:00 , 1.95 ,0, 2.2275 -0.2775
1996-04-01 00:00 , 2.13 ,0, 3.14125 -1.01125
1996-04-11 00:00 , 3.63 ,0, 3.58375 0.04625
1996-04-22 00:00 , 6.35 ,0, 6.22 0.13
1996-05-02 00:00 , 9.84 ,0, 7.93 1.91
1996-05-12 00:00 , 9.42 ,0, 10.9575 -1.5375
1996-05-22 00:00 , 11.7 ,0, 12.9725 -1.2725
1996-06-02 00:00 , 11.2 ,0, 15.575 -4.375
1996-06-12 00:00 , 12.8 ,0, 15.75 -2.95
1996-06-23 00:00 , 17.7 ,0, 15.8875 1.8125
1996-07-03 00:00 , 17.9 ,0, 13.1625 4.7375
1996-07-13 00:00 , 8.39 ,0, 11.07375 -2.68375
1996-07-24 00:00 , 5.77 ,0, 8.27625 -2.50625
1996-08-04 00:00 , 6.57 ,0, 6.445 0.125
1996-08-14 00:00 , 5.8 ,0, 5.36875 0.43125
1996-08-24 00:00 , 3.79 ,0, 3.9975 -0.2075
1996-09-04 00:00 , 2.89 ,0, 3.17875 -0.28875
1996-09-14 00:00 , 2.47 ,0, 2.74875 -0.27875
1996-09-25 00:00 , 2.24 ,0, 2.45 -0.21
1996-10-05 00:00 , 1.99 ,0, 2.205 -0.215
1996-10-15 00:00 , 1.82 ,0, 2.12625 -0.30625
1996-10-25 00:00 , 1.72 ,0, 2.07 -0.35
1996-11-05 00:00 , 1.53 ,0, 1.9325 -0.4025
1996-11-15 00:00 , 1.45 ,0, 1.8575 -0.4075
1996-11-26 00:00 , 1.39 ,0, 1.75625 -0.36625
1997-00-00 00:1080 , 1.39 ,0, 1.64125 -0.25125
1997-00-10 00:1080 , 1.26 ,0, 1.5775 -0.3175
1997-00-21 00:1080 , 1.2 ,0, 1.55625 -0.35625
1997-01-01 00:1080 , 1.22 ,0, 1.555 -0.335
1997-01-11 00:1080 , 1.1 ,0, 1.515 -0.415
1997-01-19 00:1080 , 1.1 ,0, 1.49125 -0.39125
1997-01-29 00:1080 , 1.1 ,0, 1.51 -0.41
1997-02-09 00:1080 , 1.11 ,0, 1.5225 -0.4125
1997-02-20 00:1080 , 1.21 ,0, 1.5475 -0.3375
1997-03-00 00:1080 , 1.2 ,0, 1.60125 -0.40125
1997-03-10 00:1080 , 2.72 ,0, 1.74375 0.97625
1997-03-20 00:1080 , 4.39 ,0, 2.1225 2.2675
1997-04-00 00:1080 , 2.23 ,0, 3.085 -0.855
1997-04-10 00:1080 , 6.23 ,0, 3.60875 2.62125
1997-04-21 00:1080 , 13.9 ,0, 6.35125 7.54875
1997-05-01 00:1080 , 9.35 ,0, 7.6975 1.6525
1997-05-11 00:1080 , 11.2 ,0, 9.86 1.34
1997-05-21 00:1080 , 13.0 ,0, 12.36 0.64
1997-06-01 00:1080 , 20.9 ,0, 14.1375 6.7625
1997-06-11 00:1080 , 23.2 ,0, 14.625 8.575
1997-06-22 00:1080 , 16.1 ,0, 15.8 0.3
1997-07-02 00:1080 , 20.7 ,0, 13.4625 7.2375
1997-07-12 00:1080 , 14.4 ,0, 10.8225 3.5775
