T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 0.67 ,0, 0.685 -0.015
1993-01-19 00:1080 , 0.61 ,0, 0.74 -0.13
1993-01-29 00:1080 , 0.77 ,0, 0.68 0.09
1993-02-09 00:1080 , 0.58 ,0, 0.775 -0.195
1993-02-20 00:1080 , 0.45 ,0, 0.71 -0.26
1993-03-00 00:1080 , 0.63 ,0, 0.74 -0.11
1993-03-10 00:1080 , 1.17 ,0, 0.83 0.34
1993-03-20 00:1080 , 1.47 ,0, 0.925 0.545
1993-04-00 00:1080 , 1.42 ,0, 1.515 -0.095
1993-04-10 00:1080 , 3.63 ,0, 2.0 1.63
1993-04-21 00:1080 , 4.9 ,0, 3.0 1.9
1993-05-01 00:1080 , 6.0 ,0, 3.855 2.145
1993-05-11 00:1080 , 7.41 ,0, 4.81 2.6
1993-05-21 00:1080 , 8.29 ,0, 5.275 3.015
1993-06-01 00:1080 , 8.85 ,0, 6.105 2.745
1993-06-11 00:1080 , 9.13 ,0, 5.265 3.865
1993-06-22 00:1080 , 7.15 ,0, 5.135 2.015
1993-07-02 00:1080 , 6.56 ,0, 6.335 0.225
1993-07-12 00:1080 , 5.0 ,0, 4.94 0.06
1993-07-23 00:1080 , 4.06 ,0, 3.88 0.18
1993-08-03 00:1080 , 3.74 ,0, 3.165 0.575
1993-08-13 00:1080 , 3.06 ,0, 2.845 0.215
1993-08-23 00:1080 , 2.67 ,0, 2.255 0.415
1993-09-03 00:1080 , 2.74 ,0, 1.84 0.9
1993-09-13 00:1080 , 2.14 ,0, 1.66 0.48
1993-09-24 00:1080 , 1.7 ,0, 1.385 0.315
1993-10-04 00:1080 , 1.63 ,0, 1.35 0.28
1993-10-14 00:1080 , 1.53 ,0, 1.255 0.275
1993-10-24 00:1080 , 1.36 ,0, 1.075 0.285
1993-11-04 00:1080 , 1.24 ,0, 0.98 0.26
1993-11-14 00:1080 , 1.19 ,0, 0.83 0.36
1993-11-25 00:1080 , 0.98 ,0, 0.835 0.145
1994-00-00 00:720 , 0.5 ,0, 0.735 -0.235
1994-00-10 00:720 , 0.65 ,0, 0.76 -0.11
1994-00-21 00:720 , 0.77 ,0, 0.68 0.09
1994-01-01 00:720 , 0.84 ,0, 0.815 0.025
1994-01-11 00:720 , 0.74 ,0, 0.73 0.01
1994-01-19 00:720 , 0.74 ,0, 0.64 0.1
1994-01-29 00:720 , 0.79 ,0, 0.705 0.085
1994-02-09 00:720 , 0.83 ,0, 0.64 0.19
1994-02-20 00:720 , 0.7 ,0, 0.575 0.125
1994-03-00 00:720 , 0.72 ,0, 0.725 -0.005
1994-03-10 00:720 , 0.81 ,0, 1.085 -0.275
1994-03-20 00:720 , 1.31 ,0, 1.285 0.025
1994-04-00 00:720 , 2.38 ,0, 1.64 0.74
1994-04-10 00:720 , 3.46 ,0, 3.045 0.415
1994-04-21 00:720 , 4.44 ,0, 4.135 0.305
1994-05-01 00:720 , 5.09 ,0, 5.005 0.085
1994-05-11 00:720 , 5.87 ,0, 6.225 -0.355
1994-05-21 00:720 , 6.06 ,0, 7.02 -0.96
1994-06-01 00:720 , 7.42 ,0, 7.74 -0.32
1994-06-11 00:720 , 6.97 ,0, 7.155 -0.185
1994-06-22 00:720 , 7.09 ,0, 6.05 1.04
1994-07-02 00:720 , 6.78 ,0, 5.765 1.015
1994-07-12 00:720 , 6.17 ,0, 4.49 1.68
1994-07-23 00:720 , 5.84 ,0, 3.79 2.05
1994-08-03 00:720 , 5.16 ,0, 3.275 1.885
1994-08-13 00:720 , 3.2 ,0, 2.67 0.53
1994-08-23 00:720 , 2.58 ,0, 2.28 0.3
1994-09-03 00:720 , 2.1 ,0, 2.24 -0.14
1994-09-13 00:720 , 1.7 ,0, 1.885 -0.185
1994-09-24 00:720 , 1.64 ,0, 1.555 0.085
1994-10-04 00:720 , 1.61 ,0, 1.49 0.12
1994-10-14 00:720 , 1.51 ,0, 1.425 0.085
1994-10-24 00:720 , 1.14 ,0, 1.24 -0.1
1994-11-04 00:720 , 0.97 ,0, 1.16 -0.19
1994-11-14 00:720 , 0.86 ,0, 1.12 -0.26
1994-11-25 00:720 , 0.87 ,0, 0.95 -0.08
1995-00-00 00:360 , 0.8 ,0, 0.555 0.245
1995-00-10 00:360 , 0.81 ,0, 0.675 0.135
1995-00-21 00:360 , 0.77 ,0, 0.72 0.05
1995-01-01 00:360 , 0.81 ,0, 0.845 -0.035
1995-01-11 00:360 , 0.67 ,0, 0.705 -0.035
1995-01-19 00:360 , 0.55 ,0, 0.675 -0.125
1995-01-29 00:360 , 0.56 ,0, 0.78 -0.22
1995-02-09 00:360 , 0.62 ,0, 0.705 -0.085
1995-02-20 00:360 , 0.51 ,0, 0.575 -0.065
1995-03-00 00:360 , 0.46 ,0, 0.675 -0.215
1995-03-10 00:360 , 0.45 ,0, 0.99 -0.54
1995-03-20 00:360 , 1.03 ,0, 1.39 -0.36
1995-04-00 00:360 , 1.19 ,0, 1.9 -0.71
1995-04-10 00:360 , 1.0 ,0, 3.545 -2.545
1995-04-21 00:360 , 1.95 ,0, 4.67 -2.72
1995-05-01 00:360 , 2.65 ,0, 5.545 -2.895
1995-05-11 00:360 , 3.94 ,0, 6.64 -2.7
1995-05-21 00:360 , 4.08 ,0, 7.175 -3.095
1995-06-01 00:360 , 5.22 ,0, 8.135 -2.915
1995-06-11 00:360 , 6.41 ,0, 8.05 -1.64
1995-06-22 00:360 , 6.34 ,0, 7.12 -0.78
1995-07-02 00:360 , 6.36 ,0, 6.67 -0.31
1995-07-12 00:360 , 5.71 ,0, 5.585 0.125
1995-07-23 00:360 , 4.26 ,0, 4.95 -0.69
1995-08-03 00:360 , 3.09 ,0, 4.45 -1.36
1995-08-13 00:360 , 2.41 ,0, 3.13 -0.72
1995-08-23 00:360 , 2.12 ,0, 2.625 -0.505
1995-09-03 00:360 , 1.99 ,0, 2.42 -0.43
1995-09-13 00:360 , 1.69 ,0, 1.92 -0.23
1995-09-24 00:360 , 1.64 ,0, 1.67 -0.03
1995-10-04 00:360 , 1.59 ,0, 1.62 -0.03
1995-10-14 00:360 , 1.38 ,0, 1.52 -0.14
1995-10-24 00:360 , 1.18 ,0, 1.25 -0.07
1995-11-04 00:360 , 0.77 ,0, 1.105 -0.335
1995-11-14 00:360 , 0.77 ,0, 1.025 -0.255
1995-11-25 00:360 , 0.81 ,0, 0.925 -0.115
1996-00-00 00:00 , 0.72 ,0, 0.65 0.07
1996-00-10 00:00 , 0.84 ,0, 0.73 0.11
1996-00-21 00:00 , 0.68 ,0, 0.77 -0.09
1996-01-01 00:00 , 0.59 ,0, 0.825 -0.235
1996-01-11 00:00 , 0.49 ,0, 0.705 -0.215
1996-01-20 00:00 , 0.55 ,0, 0.645 -0.095
1996-02-00 00:00 , 0.52 ,0, 0.675 -0.155
1996-02-10 00:00 , 0.49 ,0, 0.725 -0.235
1996-02-21 00:00 , 0.53 ,0, 0.605 -0.075
1996-03-01 00:00 , 0.86 ,0, 0.59 0.27
1996-03-11 00:00 , 1.11 ,0, 0.63 0.48
1996-03-21 00:00 , 1.05 ,0, 1.17 -0.12
1996-04-01 00:00 , 1.35 ,0, 1.785 -0.435
1996-04-11 00:00 , 3.17 ,0, 2.23 0.94
1996-04-22 00:00 , 4.12 ,0, 3.195 0.925
1996-05-02 00:00 , 5.34 ,0, 3.87 1.47
