T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 27.9 ,0, 29.1 -1.2
1993-01-19 00:1080 , 29.0 ,0, 29.04 -0.04
1993-01-29 00:1080 , 26.1 ,0, 28.74 -2.64
1993-02-09 00:1080 , 20.6 ,0, 25.82 -5.22
1993-02-20 00:1080 , 15.7 ,0, 19.38 -3.68
1993-03-00 00:1080 , 16.4 ,0, 17.88 -1.48
1993-03-10 00:1080 , 31.5 ,0, 18.6 12.9
1993-03-20 00:1080 , 17.6 ,0, 25.96 -8.36
1993-04-00 00:1080 , 17.4 ,0, 30.42 -13.02
1993-04-10 00:1080 , 31.3 ,0, 23.2 8.1
1993-04-21 00:1080 , 38.2 ,0, 34.6 3.6
1993-05-01 00:1080 , 58.3 ,0, 35.14 23.16
1993-05-11 00:1080 , 89.7 ,0, 53.56 36.14
1993-05-21 00:1080 , 89.9 ,0, 43.72 46.18
1993-06-01 00:1080 , 58.9 ,0, 48.58 10.32
1993-06-11 00:1080 , 59.0 ,0, 38.9 20.1
1993-06-22 00:1080 , 29.9 ,0, 37.8 -7.9
1993-07-02 00:1080 , 30.1 ,0, 37.32 -7.22
1993-07-12 00:1080 , 35.3 ,0, 39.12 -3.82
1993-07-23 00:1080 , 39.1 ,0, 38.92 0.18
1993-08-03 00:1080 , 39.4 ,0, 33.54 5.86
1993-08-13 00:1080 , 35.2 ,0, 29.42 5.78
1993-08-23 00:1080 , 31.7 ,0, 28.9 2.8
1993-09-03 00:1080 , 32.9 ,0, 29.3 3.6
1993-09-13 00:1080 , 38.8 ,0, 32.1 6.7
1993-09-24 00:1080 , 45.9 ,0, 39.18 6.72
1993-10-04 00:1080 , 45.5 ,0, 41.2 4.3
1993-10-14 00:1080 , 41.8 ,0, 39.04 2.76
1993-10-24 00:1080 , 40.8 ,0, 37.64 3.16
1993-11-04 00:1080 , 36.3 ,0, 36.3 0.0
1993-11-14 00:1080 , 36.2 ,0, 33.38 2.82
1993-11-25 00:1080 , 32.2 ,0, 31.46 0.74
1994-00-00 00:720 , 28.6 ,0, 30.1 -1.5
1994-00-10 00:720 , 29.1 ,0, 30.56 -1.46
1994-00-21 00:720 , 30.4 ,0, 30.52 -0.12
1994-01-01 00:720 , 28.4 ,0, 29.48 -1.08
1994-01-11 00:720 , 26.4 ,0, 29.32 -2.92
1994-01-19 00:720 , 29.2 ,0, 29.24 -0.04
1994-01-29 00:720 , 31.4 ,0, 28.54 2.86
1994-02-09 00:720 , 26.6 ,0, 25.06 1.54
1994-02-20 00:720 , 21.8 ,0, 18.54 3.26
1994-03-00 00:720 , 20.2 ,0, 17.94 2.26
1994-03-10 00:720 , 22.8 ,0, 20.84 1.96
1994-03-20 00:720 , 45.1 ,0, 24.08 21.02
1994-04-00 00:720 , 44.6 ,0, 30.92 13.68
1994-04-10 00:720 , 39.8 ,0, 26.26 13.54
1994-04-21 00:720 , 76.8 ,0, 38.7 38.1
1994-05-01 00:720 , 54.6 ,0, 34.46 20.14
1994-05-11 00:720 , 78.1 ,0, 41.3 36.8
1994-05-21 00:720 , 66.4 ,0, 43.44 22.96
1994-06-01 00:720 , 52.3 ,0, 41.82 10.48
1994-06-11 00:720 , 37.9 ,0, 36.24 1.66
1994-06-22 00:720 , 36.2 ,0, 31.3 4.9
1994-07-02 00:720 , 34.6 ,0, 33.48 1.12
1994-07-12 00:720 , 41.8 ,0, 36.82 4.98
1994-07-23 00:720 , 40.3 ,0, 37.56 2.74
