T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 1.67 ,0, 1.50166666667 0.168333333333
1993-01-19 00:1080 , 1.55 ,0, 1.49666666667 0.0533333333333
1993-01-29 00:1080 , 1.62 ,0, 1.50666666667 0.113333333333
1993-02-09 00:1080 , 1.57 ,0, 1.47833333333 0.0916666666667
1993-02-20 00:1080 , 1.56 ,0, 1.49666666667 0.0633333333333
1993-03-00 00:1080 , 1.66 ,0, 1.51166666667 0.148333333333
1993-03-10 00:1080 , 2.13 ,0, 1.66 0.47
1993-03-20 00:1080 , 2.12 ,0, 1.93666666667 0.183333333333
1993-04-00 00:1080 , 2.08 ,0, 3.06 -0.98
1993-04-10 00:1080 , 4.13 ,0, 3.51166666667 0.618333333333
1993-04-21 00:1080 , 7.9 ,0, 6.25166666667 1.64833333333
1993-05-01 00:1080 , 10.5 ,0, 7.44 3.06
1993-05-11 00:1080 , 12.2 ,0, 10.4283333333 1.77166666667
1993-05-21 00:1080 , 14.5 ,0, 12.48 2.02
1993-06-01 00:1080 , 13.5 ,0, 15.0666666667 -1.56666666667
1993-06-11 00:1080 , 10.4 ,0, 16.3 -5.9
1993-06-22 00:1080 , 10.5 ,0, 15.7166666667 -5.21666666667
1993-07-02 00:1080 , 10.8 ,0, 13.7166666667 -2.91666666667
1993-07-12 00:1080 , 8.19 ,0, 11.2 -3.01
1993-07-23 00:1080 , 8.04 ,0, 8.59166666667 -0.551666666667
1993-08-03 00:1080 , 5.66 ,0, 6.76166666667 -1.10166666667
1993-08-13 00:1080 , 4.07 ,0, 5.52666666667 -1.45666666667
1993-08-23 00:1080 , 3.16 ,0, 4.16166666667 -1.00166666667
1993-09-03 00:1080 , 2.72 ,0, 3.265 -0.545
1993-09-13 00:1080 , 2.36 ,0, 2.78666666667 -0.426666666667
1993-09-24 00:1080 , 2.1 ,0, 2.465 -0.365
1993-10-04 00:1080 , 2.02 ,0, 2.215 -0.195
1993-10-14 00:1080 , 1.89 ,0, 2.14833333333 -0.258333333333
1993-10-24 00:1080 , 1.84 ,0, 2.115 -0.275
1993-11-04 00:1080 , 1.78 ,0, 2.00166666667 -0.221666666667
