T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 2.58 ,0, 1.55888888889 1.02111111111
1993-01-19 00:1080 , 2.5 ,0, 1.54444444444 0.955555555556
1993-01-29 00:1080 , 2.5 ,0, 1.52666666667 0.973333333333
1993-02-09 00:1080 , 2.5 ,0, 1.49222222222 1.00777777778
1993-02-20 00:1080 , 2.45 ,0, 1.44888888889 1.00111111111
1993-03-00 00:1080 , 2.49 ,0, 1.42555555556 1.06444444444
1993-03-10 00:1080 , 3.1 ,0, 1.70333333333 1.39666666667
1993-03-20 00:1080 , 3.3 ,0, 2.16333333333 1.13666666667
1993-04-00 00:1080 , 3.41 ,0, 3.48333333333 -0.0733333333333
1993-04-10 00:1080 , 5.91 ,0, 4.63222222222 1.27777777778
1993-04-21 00:1080 , 9.22 ,0, 7.98222222222 1.23777777778
1993-05-01 00:1080 , 14.4 ,0, 10.1677777778 4.23222222222
1993-05-11 00:1080 , 18.2 ,0, 14.3666666667 3.83333333333
1993-05-21 00:1080 , 22.1 ,0, 17.8111111111 4.28888888889
1993-06-01 00:1080 , 21.6 ,0, 21.2222222222 0.377777777778
1993-06-11 00:1080 , 21.7 ,0, 22.4222222222 -0.722222222222
1993-06-22 00:1080 , 20.1 ,0, 22.6888888889 -2.58888888889
1993-07-02 00:1080 , 15.8 ,0, 19.6333333333 -3.83333333333
1993-07-12 00:1080 , 12.4 ,0, 16.4222222222 -4.02222222222
1993-07-23 00:1080 , 12.5 ,0, 12.0666666667 0.433333333333
1993-08-03 00:1080 , 10.4 ,0, 9.20333333333 1.19666666667
1993-08-13 00:1080 , 7.82 ,0, 7.21444444444 0.605555555556
1993-08-23 00:1080 , 6.11 ,0, 5.40777777778 0.702222222222
1993-09-03 00:1080 , 4.97 ,0, 4.10111111111 0.868888888889
1993-09-13 00:1080 , 4.15 ,0, 3.44111111111 0.708888888889
1993-09-24 00:1080 , 3.53 ,0, 2.97777777778 0.552222222222
1993-10-04 00:1080 , 3.26 ,0, 2.65888888889 0.601111111111
1993-10-14 00:1080 , 3.0 ,0, 2.40555555556 0.594444444444
1993-10-24 00:1080 , 2.87 ,0, 2.19777777778 0.672222222222
1993-11-04 00:1080 , 2.82 ,0, 2.03777777778 0.782222222222
1993-11-14 00:1080 , 2.74 ,0, 1.92555555556 0.814444444444
1993-11-25 00:1080 , 2.86 ,0, 1.91333333333 0.946666666667
1994-00-00 00:720 , 2.72 ,0, 1.92777777778 0.792222222222
1994-00-10 00:720 , 2.38 ,0, 1.87222222222 0.507777777778
1994-00-21 00:720 , 2.38 ,0, 1.83555555556 0.544444444444
1994-01-01 00:720 , 2.45 ,0, 1.77888888889 0.671111111111
1994-01-11 00:720 , 2.47 ,0, 1.70555555556 0.764444444444
1994-01-19 00:720 , 2.38 ,0, 1.68 0.7
1994-01-29 00:720 , 2.38 ,0, 1.65555555556 0.724444444444
1994-02-09 00:720 , 2.4 ,0, 1.61888888889 0.781111111111
1994-02-20 00:720 , 2.66 ,0, 1.58777777778 1.07222222222
1994-03-00 00:720 , 2.59 ,0, 1.57222222222 1.01777777778
1994-03-10 00:720 , 1.68 ,0, 1.89111111111 -0.211111111111
1994-03-20 00:720 , 2.51 ,0, 2.33777777778 0.172222222222
1994-04-00 00:720 , 4.46 ,0, 3.65666666667 0.803333333333
1994-04-10 00:720 , 5.77 ,0, 4.94 0.83
1994-04-21 00:720 , 12.7 ,0, 7.98111111111 4.71888888889
1994-05-01 00:720 , 14.1 ,0, 10.5788888889 3.52111111111
1994-05-11 00:720 , 20.1 ,0, 14.8444444444 5.25555555556
1994-05-21 00:720 , 23.9 ,0, 18.2444444444 5.65555555556
1994-06-01 00:720 , 23.5 ,0, 20.8444444444 2.65555555556
1994-06-11 00:720 , 21.1 ,0, 21.5666666667 -0.466666666667
1994-06-22 00:720 , 23.3 ,0, 22.1555555556 1.14444444444
1994-07-02 00:720 , 18.5 ,0, 18.3 0.2
1994-07-12 00:720 , 18.9 ,0, 15.1444444444 3.75555555556
1994-07-23 00:720 , 13.0 ,0, 11.6444444444 1.35555555556
1994-08-03 00:720 , 8.14 ,0, 9.37333333333 -1.23333333333
1994-08-13 00:720 , 5.9 ,0, 7.42 -1.52
1994-08-23 00:720 , 4.76 ,0, 5.59555555556 -0.835555555556
1994-09-03 00:720 , 3.97 ,0, 4.29333333333 -0.323333333333
1994-09-13 00:720 , 3.53 ,0, 3.59777777778 -0.0677777777778
1994-09-24 00:720 , 3.25 ,0, 3.11222222222 0.137777777778
1994-10-04 00:720 , 2.78 ,0, 2.78222222222 -0.00222222222222
1994-10-14 00:720 , 2.62 ,0, 2.52444444444 0.0955555555556
1994-10-24 00:720 , 2.37 ,0, 2.30777777778 0.0622222222222
1994-11-04 00:720 , 2.16 ,0, 2.14777777778 0.0122222222222
1994-11-14 00:720 , 2.15 ,0, 2.04111111111 0.108888888889
1994-11-25 00:720 , 2.15 ,0, 2.05333333333 0.0966666666667
1995-00-00 00:360 , 2.17 ,0, 2.05444444444 0.115555555556
1995-00-10 00:360 , 2.2 ,0, 1.96111111111 0.238888888889
1995-00-21 00:360 , 2.18 ,0, 1.92444444444 0.255555555556
1995-01-01 00:360 , 2.18 ,0, 1.89111111111 0.288888888889
1995-01-11 00:360 , 2.18 ,0, 1.83555555556 0.344444444444
1995-01-19 00:360 , 2.14 ,0, 1.8 0.34
1995-01-29 00:360 , 2.13 ,0, 1.77555555556 0.354444444444
1995-02-09 00:360 , 2.12 ,0, 1.73444444444 0.385555555556
1995-02-20 00:360 , 2.12 ,0, 1.73888888889 0.381111111111
1995-03-00 00:360 , 2.08 ,0, 1.72888888889 0.351111111111
1995-03-10 00:360 , 2.05 ,0, 1.88666666667 0.163333333333
1995-03-20 00:360 , 2.65 ,0, 2.36888888889 0.281111111111
1995-04-00 00:360 , 4.14 ,0, 3.87444444444 0.265555555556
1995-04-10 00:360 , 5.11 ,0, 4.83222222222 0.277777777778
1995-04-21 00:360 , 4.76 ,0, 8.5 -3.74
1995-05-01 00:360 , 8.19 ,0, 10.8011111111 -2.61111111111
1995-05-11 00:360 , 13.1 ,0, 15.3 -2.2
1995-05-21 00:360 , 17.7 ,0, 18.7 -1.0
1995-06-01 00:360 , 20.1 ,0, 20.7555555556 -0.655555555556
1995-06-11 00:360 , 20.3 ,0, 21.3777777778 -1.07777777778
1995-06-22 00:360 , 19.3 ,0, 22.2888888889 -2.98888888889
1995-07-02 00:360 , 21.4 ,0, 18.4 3.0
1995-07-12 00:360 , 18.7 ,0, 15.5555555556 3.14444444444
1995-07-23 00:360 , 12.1 ,0, 11.8888888889 0.211111111111
1995-08-03 00:360 , 8.56 ,0, 9.43333333333 -0.873333333333
1995-08-13 00:360 , 8.85 ,0, 7.30888888889 1.54111111111
1995-08-23 00:360 , 7.79 ,0, 5.46777777778 2.32222222222
1995-09-03 00:360 , 6.33 ,0, 4.26111111111 2.06888888889
1995-09-13 00:360 , 4.34 ,0, 3.61222222222 0.727777777778
1995-09-24 00:360 , 3.66 ,0, 3.14555555556 0.514444444444
1995-10-04 00:360 , 3.19 ,0, 2.79777777778 0.392222222222
1995-10-14 00:360 , 2.74 ,0, 2.56444444444 0.175555555556
1995-10-24 00:360 , 2.53 ,0, 2.35555555556 0.174444444444
1995-11-04 00:360 , 2.53 ,0, 2.18777777778 0.342222222222
1995-11-14 00:360 , 2.53 ,0, 2.08 0.45
1995-11-25 00:360 , 2.53 ,0, 2.09222222222 0.437777777778
1996-00-00 00:00 , 2.4 ,0, 2.09555555556 0.304444444444
1996-00-10 00:00 , 2.31 ,0, 2.01888888889 0.291111111111
1996-00-21 00:00 , 2.2 ,0, 1.98444444444 0.215555555556
