T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 0.67 ,0, 0.6075 0.0625
1993-01-19 00:1080 , 0.61 ,0, 0.6525 -0.0425
1993-01-29 00:1080 , 0.77 ,0, 0.6425 0.1275
1993-02-09 00:1080 , 0.58 ,0, 0.6925 -0.1125
1993-02-20 00:1080 , 0.45 ,0, 0.6425 -0.1925
1993-03-00 00:1080 , 0.63 ,0, 0.6525 -0.0225
1993-03-10 00:1080 , 1.17 ,0, 0.7225 0.4475
1993-03-20 00:1080 , 1.47 ,0, 1.005 0.465
1993-04-00 00:1080 , 1.42 ,0, 1.8025 -0.3825
1993-04-10 00:1080 , 3.63 ,0, 2.0725 1.5575
1993-04-21 00:1080 , 4.9 ,0, 3.145 1.755
1993-05-01 00:1080 , 6.0 ,0, 3.4375 2.5625
1993-05-11 00:1080 , 7.41 ,0, 4.275 3.135
1993-05-21 00:1080 , 8.29 ,0, 4.77 3.52
1993-06-01 00:1080 , 8.85 ,0, 5.5875 3.2625
1993-06-11 00:1080 , 9.13 ,0, 5.56 3.57
1993-06-22 00:1080 , 7.15 ,0, 5.645 1.505
1993-07-02 00:1080 , 6.56 ,0, 5.7225 0.8375
1993-07-12 00:1080 , 5.0 ,0, 5.0375 -0.0375
1993-07-23 00:1080 , 4.06 ,0, 3.88 0.18
1993-08-03 00:1080 , 3.74 ,0, 3.0375 0.7025
1993-08-13 00:1080 , 3.06 ,0, 2.665 0.395
1993-08-23 00:1080 , 2.67 ,0, 2.2425 0.4275
1993-09-03 00:1080 , 2.74 ,0, 1.9475 0.7925
1993-09-13 00:1080 , 2.14 ,0, 1.705 0.435
1993-09-24 00:1080 , 1.7 ,0, 1.4575 0.2425
1993-10-04 00:1080 , 1.63 ,0, 1.3475 0.2825
1993-10-14 00:1080 , 1.53 ,0, 1.2525 0.2775
1993-10-24 00:1080 , 1.36 ,0, 1.12 0.24
1993-11-04 00:1080 , 1.24 ,0, 1.0225 0.2175
1993-11-14 00:1080 , 1.19 ,0, 0.9 0.29
1993-11-25 00:1080 , 0.98 ,0, 0.765 0.215
1994-00-00 00:720 , 0.5 ,0, 0.64 -0.14
1994-00-10 00:720 , 0.65 ,0, 0.75 -0.1
1994-00-21 00:720 , 0.77 ,0, 0.6775 0.0925
1994-01-01 00:720 , 0.84 ,0, 0.7675 0.0725
1994-01-11 00:720 , 0.74 ,0, 0.635 0.105
1994-01-19 00:720 , 0.74 ,0, 0.6825 0.0575
1994-01-29 00:720 , 0.79 ,0, 0.6925 0.0975
1994-02-09 00:720 , 0.83 ,0, 0.6675 0.1625
1994-02-20 00:720 , 0.7 ,0, 0.6025 0.0975
1994-03-00 00:720 , 0.72 ,0, 0.68 0.04
1994-03-10 00:720 , 0.81 ,0, 0.8625 -0.0525
1994-03-20 00:720 , 1.31 ,0, 1.16 0.15
1994-04-00 00:720 , 2.38 ,0, 1.76 0.62
1994-04-10 00:720 , 3.46 ,0, 2.335 1.125
1994-04-21 00:720 , 4.44 ,0, 3.6675 0.7725
1994-05-01 00:720 , 5.09 ,0, 4.405 0.685
