T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 2.48 ,0, 2.082 0.398
1993-01-19 00:1080 , 2.46 ,0, 2.048 0.412
1993-01-29 00:1080 , 2.45 ,0, 2.02 0.43
1993-02-09 00:1080 , 2.43 ,0, 1.994 0.436
1993-02-20 00:1080 , 2.39 ,0, nan nan
1993-03-00 00:1080 , 2.57 ,0, nan nan
1993-03-10 00:1080 , 3.25 ,0, nan nan
1993-03-20 00:1080 , 3.28 ,0, nan nan
1993-04-00 00:1080 , 2.92 ,0, nan nan
1993-04-10 00:1080 , 5.7 ,0, 6.47 -0.77
1993-04-21 00:1080 , 12.2 ,0, 10.528 1.672
1993-05-01 00:1080 , 16.8 ,0, 13.036 3.764
1993-05-11 00:1080 , 20.3 ,0, 15.73 4.57
1993-05-21 00:1080 , 18.5 ,0, 14.818 3.682
1993-06-01 00:1080 , 19.4 ,0, 16.74 2.66
1993-06-11 00:1080 , 16.8 ,0, 16.48 0.32
1993-06-22 00:1080 , 13.2 ,0, 15.56 -2.36
1993-07-02 00:1080 , 9.11 ,0, 10.968 -1.858
1993-07-12 00:1080 , 8.78 ,0, 9.38 -0.6
1993-07-23 00:1080 , 9.81 ,0, 8.42 1.39
1993-08-03 00:1080 , 7.83 ,0, 6.994 0.836
1993-08-13 00:1080 , 6.43 ,0, 5.492 0.938
1993-08-23 00:1080 , 4.94 ,0, 4.714 0.226
1993-09-03 00:1080 , 4.54 ,0, 4.15 0.39
1993-09-13 00:1080 , 3.95 ,0, 3.688 0.262
1993-09-24 00:1080 , 3.4 ,0, 3.43 -0.03
1993-10-04 00:1080 , 2.88 ,0, 3.344 -0.464
1993-10-14 00:1080 , 2.72 ,0, 3.14 -0.42
1993-10-24 00:1080 , 2.78 ,0, 2.97 -0.19
1993-11-04 00:1080 , 2.94 ,0, 2.794 0.146
1993-11-14 00:1080 , 2.99 ,0, 2.424 0.566
1993-11-25 00:1080 , 2.85 ,0, 2.544 0.306
1994-00-00 00:720 , 2.88 ,0, 2.49 0.39
1994-00-10 00:720 , 2.7 ,0, 2.494 0.206
1994-00-21 00:720 , 2.49 ,0, 2.188 0.302
1994-01-01 00:720 , 2.26 ,0, 2.018 0.242
1994-01-11 00:720 , 2.4 ,0, 2.008 0.392
1994-01-19 00:720 , 2.23 ,0, 1.97 0.26
1994-01-29 00:720 , 2.23 ,0, 1.94 0.29
1994-02-09 00:720 , 2.17 ,0, 1.91 0.26
1994-02-20 00:720 , 2.34 ,0, nan nan
1994-03-00 00:720 , 2.37 ,0, nan nan
1994-03-10 00:720 , 2.83 ,0, nan nan
1994-03-20 00:720 , 3.52 ,0, nan nan
1994-04-00 00:720 , 6.55 ,0, nan nan
1994-04-10 00:720 , 8.82 ,0, 6.594 2.226
1994-04-21 00:720 , 12.7 ,0, 11.158 1.542
1994-05-01 00:720 , 12.8 ,0, 13.036 -0.236
1994-05-11 00:720 , 17.4 ,0, 15.15 2.25
1994-05-21 00:720 , 20.5 ,0, 15.498 5.002
1994-06-01 00:720 , 16.0 ,0, 16.64 -0.64
1994-06-11 00:720 , 13.7 ,0, 16.88 -3.18
1994-06-22 00:720 , 13.9 ,0, 15.82 -1.92
1994-07-02 00:720 , 11.3 ,0, 10.846 0.454
1994-07-12 00:720 , 10.4 ,0, 9.494 0.906
1994-07-23 00:720 , 7.07 ,0, 8.872 -1.802
1994-08-03 00:720 , 5.52 ,0, 7.474 -1.954
1994-08-13 00:720 , 4.85 ,0, 5.804 -0.954
1994-08-23 00:720 , 4.47 ,0, 4.812 -0.342
1994-09-03 00:720 , 4.05 ,0, 4.258 -0.208
1994-09-13 00:720 , 3.83 ,0, 3.728 0.102
1994-09-24 00:720 , 3.75 ,0, 3.366 0.384
1994-10-04 00:720 , 3.75 ,0, 3.24 0.51
1994-10-14 00:720 , 3.72 ,0, 3.1 0.62
1994-10-24 00:720 , 3.49 ,0, 3.038 0.452
1994-11-04 00:720 , 3.05 ,0, 2.9 0.15
1994-11-14 00:720 , 3.06 ,0, 2.806 0.254
1994-11-25 00:720 , 2.98 ,0, 2.742 0.238
1995-00-00 00:360 , 2.88 ,0, 2.678 0.202
1995-00-10 00:360 , 2.79 ,0, 2.622 0.168
1995-00-21 00:360 , 2.56 ,0, 2.286 0.274
1995-01-01 00:360 , 2.71 ,0, 2.082 0.628
1995-01-11 00:360 , 2.61 ,0, 2.092 0.518
1995-01-19 00:360 , 2.38 ,0, 2.034 0.346
1995-01-29 00:360 , 2.48 ,0, 2.03 0.45
1995-02-09 00:360 , 2.43 ,0, 1.946 0.484
1995-02-20 00:360 , 2.38 ,0, nan nan
1995-03-00 00:360 , 2.25 ,0, nan nan
1995-03-10 00:360 , 2.25 ,0, nan nan
1995-03-20 00:360 , 3.03 ,0, nan nan
1995-04-00 00:360 , 5.25 ,0, nan nan
1995-04-10 00:360 , 4.63 ,0, 7.366 -2.736
1995-04-21 00:360 , 6.24 ,0, 12.002 -5.762
1995-05-01 00:360 , 9.17 ,0, 14.48 -5.31
1995-05-11 00:360 , 14.3 ,0, 16.82 -2.52
1995-05-21 00:360 , 17.2 ,0, 17.62 -0.42
1995-06-01 00:360 , 17.3 ,0, 17.16 0.14
1995-06-11 00:360 , 15.4 ,0, 14.52 0.88
1995-06-22 00:360 , 12.8 ,0, 13.22 -0.42
1995-07-02 00:360 , 12.4 ,0, 11.046 1.354
1995-07-12 00:360 , 10.4 ,0, 10.026 0.374
1995-07-23 00:360 , 5.2 ,0, 8.926 -3.726
1995-08-03 00:360 , 4.99 ,0, 7.392 -2.402
1995-08-13 00:360 , 4.96 ,0, 5.904 -0.944
1995-08-23 00:360 , 4.06 ,0, 5.006 -0.946
1995-09-03 00:360 , 3.61 ,0, 4.438 -0.828
1995-09-13 00:360 , 3.08 ,0, 4.022 -0.942
1995-09-24 00:360 , 3.08 ,0, 3.728 -0.648
1995-10-04 00:360 , 2.78 ,0, 3.642 -0.862
1995-10-14 00:360 , 2.58 ,0, 3.49 -0.91
1995-10-24 00:360 , 2.58 ,0, 3.364 -0.784
1995-11-04 00:360 , 2.58 ,0, 3.136 -0.556
1995-11-14 00:360 , 2.54 ,0, 3.06 -0.52
1995-11-25 00:360 , 2.44 ,0, 2.984 -0.544
1996-00-00 00:00 , 2.44 ,0, 2.906 -0.466
1996-00-10 00:00 , 2.44 ,0, 2.832 -0.392
1996-00-21 00:00 , 2.4 ,0, 2.458 -0.058
1996-01-01 00:00 , 2.3 ,0, 2.3 0.0
1996-01-11 00:00 , 2.21 ,0, 2.286 -0.076
1996-01-20 00:00 , 2.18 ,0, 2.186 -0.006
1996-02-00 00:00 , 2.01 ,0, 2.204 -0.194
1996-02-10 00:00 , 1.87 ,0, 2.176 -0.306
1996-02-21 00:00 , 1.76 ,0, nan nan
1996-03-01 00:00 , 2.34 ,0, nan nan
1996-03-11 00:00 , 3.22 ,0, nan nan
1996-03-21 00:00 , 2.39 ,0, nan nan
1996-04-01 00:00 , 2.98 ,0, nan nan
