T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 7.18 ,0, 8.87 -1.69
1993-01-19 00:1080 , 7.22 ,0, 8.24 -1.02
1993-01-29 00:1080 , 7.31 ,0, 8.06 -0.75
1993-02-09 00:1080 , 7.32 ,0, 8.04 -0.72
1993-02-20 00:1080 , 6.39 ,0, 7.83 -1.44
1993-03-00 00:1080 , 6.63 ,0, 9.21 -2.58
1993-03-10 00:1080 , 8.28 ,0, 12.7 -4.42
1993-03-20 00:1080 , 19.4 ,0, 10.6 8.8
1993-04-00 00:1080 , 16.8 ,0, 19.6 -2.8
1993-04-10 00:1080 , 26.4 ,0, 30.5 -4.1
1993-04-21 00:1080 , 43.0 ,0, 38.4 4.6
1993-05-01 00:1080 , 45.3 ,0, 37.0 8.3
1993-05-11 00:1080 , 45.2 ,0, 32.5 12.7
1993-05-21 00:1080 , 50.1 ,0, 52.7 -2.6
1993-06-01 00:1080 , 49.8 ,0, 64.2 -14.4
1993-06-11 00:1080 , 40.1 ,0, 55.6 -15.5
1993-06-22 00:1080 , 34.7 ,0, 45.1 -10.4
1993-07-02 00:1080 , 30.9 ,0, 40.7 -9.8
1993-07-12 00:1080 , 30.4 ,0, 35.5 -5.1
1993-07-23 00:1080 , 30.1 ,0, 31.6 -1.5
1993-08-03 00:1080 , 19.1 ,0, 24.4 -5.3
1993-08-13 00:1080 , 23.7 ,0, 20.0 3.7
1993-08-23 00:1080 , nan ,0, 17.7 nan
1993-09-03 00:1080 , nan ,0, 15.6 nan
1993-09-13 00:1080 , nan ,0, 14.6 nan
1993-09-24 00:1080 , 14.0 ,0, 13.6 0.4
1993-10-04 00:1080 , 12.9 ,0, 12.5 0.4
1993-10-14 00:1080 , 11.9 ,0, 10.4 1.5
1993-10-24 00:1080 , nan ,0, 10.2 nan
1993-11-04 00:1080 , nan ,0, 10.2 nan
1993-11-14 00:1080 , nan ,0, 9.76 nan
1993-11-25 00:1080 , nan ,0, 9.45 nan
1994-00-00 00:720 , nan ,0, 9.57 nan
1994-00-10 00:720 , nan ,0, 9.11 nan
1994-00-21 00:720 , nan ,0, 8.69 nan
1994-01-01 00:720 , nan ,0, 8.01 nan
1994-01-11 00:720 , nan ,0, 7.18 nan
1994-01-19 00:720 , 8.2 ,0, 7.22 0.98
1994-01-29 00:720 , 8.17 ,0, 7.31 0.86
1994-02-09 00:720 , 9.15 ,0, 7.32 1.83
1994-02-20 00:720 , 8.66 ,0, 6.39 2.27
1994-03-00 00:720 , 8.68 ,0, 6.63 2.05
1994-03-10 00:720 , 9.49 ,0, 8.28 1.21
1994-03-20 00:720 , 16.4 ,0, 19.4 -3.0
1994-04-00 00:720 , 28.4 ,0, 16.8 11.6
1994-04-10 00:720 , 30.1 ,0, 26.4 3.7
1994-04-21 00:720 , 47.0 ,0, 43.0 4.0
1994-05-01 00:720 , 57.4 ,0, 45.3 12.1
1994-05-11 00:720 , 61.1 ,0, 45.2 15.9
1994-05-21 00:720 , 60.9 ,0, 50.1 10.8
1994-06-01 00:720 , 57.3 ,0, 49.8 7.5
1994-06-11 00:720 , 50.5 ,0, 40.1 10.4
1994-06-22 00:720 , 44.0 ,0, 34.7 9.3
1994-07-02 00:720 , 48.5 ,0, 30.9 17.6
1994-07-12 00:720 , 37.7 ,0, 30.4 7.3
1994-07-23 00:720 , 30.7 ,0, 30.1 0.6
1994-08-03 00:720 , 25.7 ,0, 19.1 6.6
1994-08-13 00:720 , 24.4 ,0, 23.7 0.7
1994-08-23 00:720 , 21.8 ,0, nan nan
1994-09-03 00:720 , 17.2 ,0, nan nan
1994-09-13 00:720 , 15.1 ,0, nan nan
1994-09-24 00:720 , 15.0 ,0, 14.0 1.0
1994-10-04 00:720 , 14.5 ,0, 12.9 1.6
1994-10-14 00:720 , 13.8 ,0, 11.9 1.9
1994-10-24 00:720 , 13.5 ,0, nan nan
1994-11-04 00:720 , 12.3 ,0, nan nan
1994-11-14 00:720 , 10.6 ,0, nan nan
1994-11-25 00:720 , 9.24 ,0, nan nan
1995-00-00 00:360 , 8.85 ,0, nan nan
1995-00-10 00:360 , 8.83 ,0, nan nan
1995-00-21 00:360 , 9.18 ,0, nan nan
1995-01-01 00:360 , 8.78 ,0, nan nan
1995-01-11 00:360 , 8.63 ,0, nan nan
1995-01-19 00:360 , 8.52 ,0, 8.2 0.32
1995-01-29 00:360 , 8.42 ,0, 8.17 0.25
1995-02-09 00:360 , 9.92 ,0, 9.15 0.77
1995-02-20 00:360 , 9.21 ,0, 8.66 0.55
1995-03-00 00:360 , 9.71 ,0, 8.68 1.03
1995-03-10 00:360 , 9.12 ,0, 9.49 -0.37
1995-03-20 00:360 , 17.2 ,0, 16.4 0.8
1995-04-00 00:360 , 27.2 ,0, 28.4 -1.2
1995-04-10 00:360 , 26.8 ,0, 30.1 -3.3
1995-04-21 00:360 , 22.6 ,0, 47.0 -24.4
1995-05-01 00:360 , 30.7 ,0, 57.4 -26.7
1995-05-11 00:360 , 32.6 ,0, 61.1 -28.5
1995-05-21 00:360 , 38.0 ,0, 60.9 -22.9
1995-06-01 00:360 , 43.0 ,0, 57.3 -14.3
1995-06-11 00:360 , 39.5 ,0, 50.5 -11.0
1995-06-22 00:360 , 33.9 ,0, 44.0 -10.1
1995-07-02 00:360 , 31.4 ,0, 48.5 -17.1
1995-07-12 00:360 , 29.3 ,0, 37.7 -8.4
1995-07-23 00:360 , 23.6 ,0, 30.7 -7.1
1995-08-03 00:360 , 19.2 ,0, 25.7 -6.5
1995-08-13 00:360 , 18.3 ,0, 24.4 -6.1
1995-08-23 00:360 , 13.9 ,0, 21.8 -7.9
1995-09-03 00:360 , 10.3 ,0, 17.2 -6.9
1995-09-13 00:360 , 8.95 ,0, 15.1 -6.15
1995-09-24 00:360 , 7.98 ,0, 15.0 -7.02
1995-10-04 00:360 , 7.61 ,0, 14.5 -6.89
1995-10-14 00:360 , 7.64 ,0, 13.8 -6.16
1995-10-24 00:360 , 7.78 ,0, 13.5 -5.72
1995-11-04 00:360 , 8.07 ,0, 12.3 -4.23
1995-11-14 00:360 , 8.17 ,0, 10.6 -2.43
1995-11-25 00:360 , 7.8 ,0, 9.24 -1.44
1996-00-00 00:00 , 8.55 ,0, 8.85 -0.3
1996-00-10 00:00 , 8.8 ,0, 8.83 -0.03
1996-00-21 00:00 , 8.46 ,0, 9.18 -0.72
1996-01-01 00:00 , 8.19 ,0, 8.78 -0.59
1996-01-11 00:00 , 8.19 ,0, 8.63 -0.44
1996-01-20 00:00 , 7.97 ,0, 8.52 -0.55
1996-02-00 00:00 , 8.28 ,0, 8.42 -0.14
1996-02-10 00:00 , 8.09 ,0, 9.92 -1.83
