T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 2.58 ,0, 1.59625 0.98375
1993-01-19 00:1080 , 2.5 ,0, 1.5775 0.9225
1993-01-29 00:1080 , 2.5 ,0, 1.55 0.95
1993-02-09 00:1080 , 2.5 ,0, 1.50875 0.99125
1993-02-20 00:1080 , 2.45 ,0, 1.48 0.97
1993-03-00 00:1080 , 2.49 ,0, 1.4575 1.0325
1993-03-10 00:1080 , 3.1 ,0, 1.74 1.36
1993-03-20 00:1080 , 3.3 ,0, 2.2175 1.0825
1993-04-00 00:1080 , 3.41 ,0, 3.6875 -0.2775
1993-04-10 00:1080 , 5.91 ,0, 4.81875 1.09125
1993-04-21 00:1080 , 9.22 ,0, 7.82625 1.39375
1993-05-01 00:1080 , 14.4 ,0, 10.10125 4.29875
1993-05-11 00:1080 , 18.2 ,0, 14.425 3.775
1993-05-21 00:1080 , 22.1 ,0, 17.7625 4.3375
1993-06-01 00:1080 , 21.6 ,0, 20.75 0.85
1993-06-11 00:1080 , 21.7 ,0, 21.55 0.15
1993-06-22 00:1080 , 20.1 ,0, 22.4125 -2.3125
1993-07-02 00:1080 , 15.8 ,0, 18.6125 -2.8125
1993-07-12 00:1080 , 12.4 ,0, 15.4875 -3.0875
1993-07-23 00:1080 , 12.5 ,0, 11.5375 0.9625
1993-08-03 00:1080 , 10.4 ,0, 9.245 1.155
1993-08-13 00:1080 , 7.82 ,0, 7.37 0.45
1993-08-23 00:1080 , 6.11 ,0, 5.53125 0.57875
1993-09-03 00:1080 , 4.97 ,0, 4.20875 0.76125
1993-09-13 00:1080 , 4.15 ,0, 3.52875 0.62125
1993-09-24 00:1080 , 3.53 ,0, 3.06 0.47
1993-10-04 00:1080 , 3.26 ,0, 2.7225 0.5375
1993-10-14 00:1080 , 3.0 ,0, 2.465 0.535
1993-10-24 00:1080 , 2.87 ,0, 2.2375 0.6325
1993-11-04 00:1080 , 2.82 ,0, 2.06375 0.75625
1993-11-14 00:1080 , 2.74 ,0, 1.95375 0.78625
1993-11-25 00:1080 , 2.86 ,0, 1.9525 0.9075
1994-00-00 00:720 , 2.72 ,0, 1.97125 0.74875
1994-00-10 00:720 , 2.38 ,0, 1.90875 0.47125
1994-00-21 00:720 , 2.38 ,0, 1.8675 0.5125
1994-01-01 00:720 , 2.45 ,0, 1.82125 0.62875
1994-01-11 00:720 , 2.47 ,0, 1.75625 0.71375
1994-01-19 00:720 , 2.38 ,0, 1.7275 0.6525
1994-01-29 00:720 , 2.38 ,0, 1.7 0.68
1994-02-09 00:720 , 2.4 ,0, 1.65125 0.74875
1994-02-20 00:720 , 2.66 ,0, 1.62375 1.03625
1994-03-00 00:720 , 2.59 ,0, 1.62125 0.96875
1994-03-10 00:720 , 1.68 ,0, 1.9125 -0.2325
1994-03-20 00:720 , 2.51 ,0, 2.35125 0.15875
1994-04-00 00:720 , 4.46 ,0, 3.80125 0.65875
1994-04-10 00:720 , 5.77 ,0, 4.715 1.055
1994-04-21 00:720 , 12.7 ,0, 7.975 4.725
1994-05-01 00:720 , 14.1 ,0, 10.38875 3.71125
1994-05-11 00:720 , 20.1 ,0, 14.7 5.4
1994-05-21 00:720 , 23.9 ,0, 18.05 5.85
1994-06-01 00:720 , 23.5 ,0, 20.4125 3.0875
1994-06-11 00:720 , 21.1 ,0, 21.4125 -0.3125
1994-06-22 00:720 , 23.3 ,0, 22.1625 1.1375
1994-07-02 00:720 , 18.5 ,0, 18.3875 0.1125
1994-07-12 00:720 , 18.9 ,0, 15.1375 3.7625
1994-07-23 00:720 , 13.0 ,0, 11.75 1.25
1994-08-03 00:720 , 8.14 ,0, 9.595 -1.455
1994-08-13 00:720 , 5.9 ,0, 7.485 -1.585
1994-08-23 00:720 , 4.76 ,0, 5.55625 -0.79625
1994-09-03 00:720 , 3.97 ,0, 4.2975 -0.3275
1994-09-13 00:720 , 3.53 ,0, 3.6225 -0.0925
1994-09-24 00:720 , 3.25 ,0, 3.1325 0.1175
1994-10-04 00:720 , 2.78 ,0, 2.8 -0.02
1994-10-14 00:720 , 2.62 ,0, 2.5575 0.0625
1994-10-24 00:720 , 2.37 ,0, 2.35375 0.01625
1994-11-04 00:720 , 2.16 ,0, 2.19125 -0.03125
1994-11-14 00:720 , 2.15 ,0, 2.07125 0.07875
1994-11-25 00:720 , 2.15 ,0, 2.085 0.065
1995-00-00 00:360 , 2.17 ,0, 2.08625 0.08375
1995-00-10 00:360 , 2.2 ,0, 1.99625 0.20375
1995-00-21 00:360 , 2.18 ,0, 1.96 0.22
1995-01-01 00:360 , 2.18 ,0, 1.935 0.245
1995-01-11 00:360 , 2.18 ,0, 1.88 0.3
1995-01-19 00:360 , 2.14 ,0, 1.84 0.3
1995-01-29 00:360 , 2.13 ,0, 1.8125 0.3175
1995-02-09 00:360 , 2.12 ,0, 1.77 0.35
1995-02-20 00:360 , 2.12 ,0, 1.77375 0.34625
1995-03-00 00:360 , 2.08 ,0, 1.76875 0.31125
1995-03-10 00:360 , 2.05 ,0, 1.9425 0.1075
1995-03-20 00:360 , 2.65 ,0, 2.4025 0.2475
1995-04-00 00:360 , 4.14 ,0, 4.06375 0.07625
1995-04-10 00:360 , 5.11 ,0, 5.17875 -0.06875
1995-04-21 00:360 , 4.76 ,0, 9.0475 -4.2875
