T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 1.62 ,0, 1.24 0.38
1993-01-19 00:1080 , 1.59 ,0, 1.2 0.39
1993-01-29 00:1080 , 1.55 ,0, 1.2 0.35
1993-02-09 00:1080 , 1.51 ,0, 1.205 0.305
1993-02-20 00:1080 , 1.52 ,0, 1.26 0.26
1993-03-00 00:1080 , 1.74 ,0, 1.25 0.49
1993-03-10 00:1080 , 2.19 ,0, 1.335 0.855
1993-03-20 00:1080 , 2.12 ,0, 1.375 0.745
1993-04-00 00:1080 , 1.91 ,0, 2.63 -0.72
1993-04-10 00:1080 , 5.6 ,0, 3.07 2.53
1993-04-21 00:1080 , 9.47 ,0, 6.7 2.77
1993-05-01 00:1080 , 12.5 ,0, 9.35 3.15
1993-05-11 00:1080 , 15.3 ,0, 10.09 5.21
1993-05-21 00:1080 , 17.8 ,0, 13.2 4.6
1993-06-01 00:1080 , 19.8 ,0, 15.1 4.7
1993-06-11 00:1080 , 15.0 ,0, 15.3 -0.3
1993-06-22 00:1080 , 14.1 ,0, 14.55 -0.45
1993-07-02 00:1080 , 10.7 ,0, 11.75 -1.05
1993-07-12 00:1080 , 7.72 ,0, 9.91 -2.19
1993-07-23 00:1080 , 7.33 ,0, 8.785 -1.455
1993-08-03 00:1080 , 6.59 ,0, 6.425 0.165
1993-08-13 00:1080 , 5.16 ,0, 4.55 0.61
1993-08-23 00:1080 , 4.07 ,0, 3.465 0.605
1993-09-03 00:1080 , 3.3 ,0, 2.92 0.38
1993-09-13 00:1080 , 3.02 ,0, 2.675 0.345
1993-09-24 00:1080 , 2.85 ,0, 2.445 0.405
1993-10-04 00:1080 , 2.7 ,0, 2.34 0.36
1993-10-14 00:1080 , 2.53 ,0, 2.2 0.33
1993-10-24 00:1080 , 2.62 ,0, 2.07 0.55
1993-11-04 00:1080 , 2.53 ,0, 1.935 0.595
1993-11-14 00:1080 , 2.51 ,0, 1.905 0.605
1993-11-25 00:1080 , 2.45 ,0, 1.725 0.725
1994-00-00 00:720 , 2.09 ,0, 1.8 0.29
1994-00-10 00:720 , 1.86 ,0, 1.66 0.2
1994-00-21 00:720 , 1.82 ,0, 1.595 0.225
1994-01-01 00:720 , 1.82 ,0, 1.195 0.625
1994-01-11 00:720 , 1.74 ,0, 1.41 0.33
1994-01-19 00:720 , 1.66 ,0, 1.38 0.28
1994-01-29 00:720 , 1.66 ,0, 1.36 0.3
1994-02-09 00:720 , 1.65 ,0, 1.34 0.31
1994-02-20 00:720 , 1.64 ,0, 1.37 0.27
1994-03-00 00:720 , 1.65 ,0, 1.51 0.14
1994-03-10 00:720 , 1.98 ,0, 1.79 0.19
1994-03-20 00:720 , 2.77 ,0, 1.745 1.025
1994-04-00 00:720 , 4.79 ,0, 2.425 2.365
1994-04-10 00:720 , 5.91 ,0, 4.48 1.43
1994-04-21 00:720 , 10.2 ,0, 7.925 2.275
1994-05-01 00:720 , 7.9 ,0, 10.4 -2.5
1994-05-11 00:720 , 14.8 ,0, 12.04 2.76
1994-05-21 00:720 , 19.5 ,0, 15.7 3.8
1994-06-01 00:720 , 18.8 ,0, 18.45 0.35
1994-06-11 00:720 , 18.0 ,0, 17.1 0.9
1994-06-22 00:720 , 16.9 ,0, 15.0 1.9
1994-07-02 00:720 , 17.0 ,0, 11.2 5.8
1994-07-12 00:720 , 16.5 ,0, 9.26 7.24
1994-07-23 00:720 , 7.32 ,0, 8.105 -0.785
1994-08-03 00:720 , 3.73 ,0, 6.445 -2.715
1994-08-13 00:720 , 3.05 ,0, 4.985 -1.935
1994-08-23 00:720 , 2.58 ,0, 4.045 -1.465
1994-09-03 00:720 , 2.23 ,0, 3.39 -1.16
1994-09-13 00:720 , 2.08 ,0, 3.12 -1.04
1994-09-24 00:720 , 2.04 ,0, 2.87 -0.83
1994-10-04 00:720 , 1.87 ,0, 2.77 -0.9
1994-10-14 00:720 , 1.82 ,0, 2.58 -0.76
1994-10-24 00:720 , 1.76 ,0, 2.57 -0.81
1994-11-04 00:720 , 1.85 ,0, 2.47 -0.62
1994-11-14 00:720 , 1.71 ,0, 2.435 -0.725
1994-11-25 00:720 , 1.69 ,0, 2.24 -0.55
1995-00-00 00:360 , 1.67 ,0, 2.125 -0.455
1995-00-10 00:360 , 1.7 ,0, 1.955 -0.255
1995-00-21 00:360 , 1.66 ,0, 1.885 -0.225
1995-01-01 00:360 , 1.65 ,0, 1.485 0.165
1995-01-11 00:360 , 1.57 ,0, 1.68 -0.11
1995-01-19 00:360 , 1.52 ,0, 1.625 -0.105
1995-01-29 00:360 , 1.54 ,0, 1.605 -0.065
1995-02-09 00:360 , 1.6 ,0, 1.58 0.02
1995-02-20 00:360 , 1.61 ,0, 1.58 0.03
1995-03-00 00:360 , 1.66 ,0, 1.695 -0.035
1995-03-10 00:360 , 1.7 ,0, 2.085 -0.385
1995-03-20 00:360 , 1.79 ,0, 2.445 -0.655
1995-04-00 00:360 , 1.9 ,0, 3.35 -1.45
1995-04-10 00:360 , 2.09 ,0, 5.755 -3.665
1995-04-21 00:360 , 3.26 ,0, 9.835 -6.575
1995-05-01 00:360 , 7.41 ,0, 10.2 -2.79
1995-05-11 00:360 , 12.6 ,0, 15.05 -2.45
1995-05-21 00:360 , 15.5 ,0, 18.65 -3.15
1995-06-01 00:360 , 16.2 ,0, 19.3 -3.1
1995-06-11 00:360 , 16.2 ,0, 16.5 -0.3
1995-06-22 00:360 , 15.6 ,0, 15.5 0.1
1995-07-02 00:360 , 15.4 ,0, 13.85 1.55
1995-07-12 00:360 , 12.6 ,0, 12.11 0.49
1995-07-23 00:360 , 7.94 ,0, 7.325 0.615
1995-08-03 00:360 , 4.24 ,0, 5.16 -0.92
1995-08-13 00:360 , 3.07 ,0, 4.105 -1.035
1995-08-23 00:360 , 2.86 ,0, 3.325 -0.465
1995-09-03 00:360 , 2.92 ,0, 2.765 0.155
1995-09-13 00:360 , 2.62 ,0, 2.55 0.07
1995-09-24 00:360 , 2.4 ,0, 2.445 -0.045
1995-10-04 00:360 , 2.15 ,0, 2.285 -0.135
1995-10-14 00:360 , 1.95 ,0, 2.175 -0.225
1995-10-24 00:360 , 1.8 ,0, 2.19 -0.39
1995-11-04 00:360 , 1.75 ,0, 2.19 -0.44
1995-11-14 00:360 , 1.73 ,0, 2.11 -0.38
1995-11-25 00:360 , 1.73 ,0, 2.07 -0.34
