T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 2.48 ,0, 1.97 0.51
1993-01-19 00:1080 , 2.46 ,0, 1.93 0.53
1993-01-29 00:1080 , 2.45 ,0, 1.93 0.52
1993-02-09 00:1080 , 2.43 ,0, 1.925 0.505
1993-02-20 00:1080 , 2.39 ,0, nan nan
1993-03-00 00:1080 , 2.57 ,0, nan nan
1993-03-10 00:1080 , 3.25 ,0, nan nan
1993-03-20 00:1080 , 3.28 ,0, nan nan
1993-04-00 00:1080 , 2.92 ,0, nan nan
1993-04-10 00:1080 , 5.7 ,0, 5.455 0.245
1993-04-21 00:1080 , 12.2 ,0, 11.205 0.995
1993-05-01 00:1080 , 16.8 ,0, 13.75 3.05
1993-05-11 00:1080 , 20.3 ,0, 14.85 5.45
1993-05-21 00:1080 , 18.5 ,0, 17.1 1.4
1993-06-01 00:1080 , 19.4 ,0, 18.4 1.0
1993-06-11 00:1080 , 16.8 ,0, 14.6 2.2
1993-06-22 00:1080 , 13.2 ,0, 13.65 -0.45
1993-07-02 00:1080 , 9.11 ,0, 12.45 -3.34
1993-07-12 00:1080 , 8.78 ,0, 11.2 -2.42
1993-07-23 00:1080 , 9.81 ,0, 9.785 0.025
1993-08-03 00:1080 , 7.83 ,0, 7.89 -0.06
1993-08-13 00:1080 , 6.43 ,0, 5.835 0.595
1993-08-23 00:1080 , 4.94 ,0, 5.075 -0.135
1993-09-03 00:1080 , 4.54 ,0, 4.52 0.02
1993-09-13 00:1080 , 3.95 ,0, 4.045 -0.095
1993-09-24 00:1080 , 3.4 ,0, 3.64 -0.24
1993-10-04 00:1080 , 2.88 ,0, 3.665 -0.785
1993-10-14 00:1080 , 2.72 ,0, 3.425 -0.705
1993-10-24 00:1080 , 2.78 ,0, 3.255 -0.475
1993-11-04 00:1080 , 2.94 ,0, 2.92 0.02
1993-11-14 00:1080 , 2.99 ,0, 2.78 0.21
1993-11-25 00:1080 , 2.85 ,0, 2.645 0.205
1994-00-00 00:720 , 2.88 ,0, 2.485 0.395
1994-00-10 00:720 , 2.7 ,0, 2.435 0.265
1994-00-21 00:720 , 2.49 ,0, 2.37 0.12
1994-01-01 00:720 , 2.26 ,0, 2.285 -0.025
1994-01-11 00:720 , 2.4 ,0, 2.285 0.115
1994-01-19 00:720 , 2.23 ,0, 2.275 -0.045
1994-01-29 00:720 , 2.23 ,0, 2.27 -0.04
1994-02-09 00:720 , 2.17 ,0, 2.25 -0.08
1994-02-20 00:720 , 2.34 ,0, 2.27 0.07
1994-03-00 00:720 , 2.37 ,0, 2.49 -0.12
1994-03-10 00:720 , 2.83 ,0, 3.225 -0.395
1994-03-20 00:720 , 3.52 ,0, 3.225 0.295
1994-04-00 00:720 , 6.55 ,0, 4.64 1.91
1994-04-10 00:720 , 8.82 ,0, 6.575 2.245
1994-04-21 00:720 , 12.7 ,0, 12.45 0.25
1994-05-01 00:720 , 12.8 ,0, 15.15 -2.35
1994-05-11 00:720 , 17.4 ,0, 18.35 -0.95
1994-05-21 00:720 , 20.5 ,0, 19.0 1.5
1994-06-01 00:720 , 16.0 ,0, 19.8 -3.8
1994-06-11 00:720 , 13.7 ,0, 16.95 -3.25
1994-06-22 00:720 , 13.9 ,0, 13.55 0.35
1994-07-02 00:720 , 11.3 ,0, 10.755 0.545
1994-07-12 00:720 , 10.4 ,0, 9.89 0.51
1994-07-23 00:720 , 7.07 ,0, 9.725 -2.655
1994-08-03 00:720 , 5.52 ,0, 7.605 -2.085
1994-08-13 00:720 , 4.85 ,0, 6.045 -1.195
1994-08-23 00:720 , 4.47 ,0, 4.95 -0.48
1994-09-03 00:720 , 4.05 ,0, 4.515 -0.465
1994-09-13 00:720 , 3.83 ,0, 4.035 -0.205
1994-09-24 00:720 , 3.75 ,0, 3.54 0.21
1994-10-04 00:720 , 3.75 ,0, 3.37 0.38
1994-10-14 00:720 , 3.72 ,0, 3.15 0.57
1994-10-24 00:720 , 3.49 ,0, 2.985 0.505
1994-11-04 00:720 , 3.05 ,0, 2.99 0.06
1994-11-14 00:720 , 3.06 ,0, 2.965 0.095
1994-11-25 00:720 , 2.98 ,0, 2.835 0.145
1995-00-00 00:360 , 2.88 ,0, 2.83 0.05
1995-00-10 00:360 , 2.79 ,0, 2.665 0.125
1995-00-21 00:360 , 2.56 ,0, 2.545 0.015
1995-01-01 00:360 , 2.71 ,0, 2.37 0.34
1995-01-11 00:360 , 2.61 ,0, 2.44 0.17
1995-01-19 00:360 , 2.38 ,0, 2.345 0.035
1995-01-29 00:360 , 2.48 ,0, 2.34 0.14
1995-02-09 00:360 , 2.43 ,0, 2.3 0.13
1995-02-20 00:360 , 2.38 ,0, 2.365 0.015
1995-03-00 00:360 , 2.25 ,0, 2.47 -0.22
1995-03-10 00:360 , 2.25 ,0, 3.04 -0.79
1995-03-20 00:360 , 3.03 ,0, 3.4 -0.37
1995-04-00 00:360 , 5.25 ,0, 4.735 0.515
1995-04-10 00:360 , 4.63 ,0, 7.26 -2.63
1995-04-21 00:360 , 6.24 ,0, 12.45 -6.21
1995-05-01 00:360 , 9.17 ,0, 14.8 -5.63
1995-05-11 00:360 , 14.3 ,0, 18.85 -4.55
1995-05-21 00:360 , 17.2 ,0, 19.5 -2.3
1995-06-01 00:360 , 17.3 ,0, 17.7 -0.4
1995-06-11 00:360 , 15.4 ,0, 15.25 0.15
1995-06-22 00:360 , 12.8 ,0, 13.55 -0.75
1995-07-02 00:360 , 12.4 ,0, 10.205 2.195
1995-07-12 00:360 , 10.4 ,0, 9.59 0.81
1995-07-23 00:360 , 5.2 ,0, 8.44 -3.24
1995-08-03 00:360 , 4.99 ,0, 6.675 -1.685
1995-08-13 00:360 , 4.96 ,0, 5.64 -0.68
1995-08-23 00:360 , 4.06 ,0, 4.705 -0.645
1995-09-03 00:360 , 3.61 ,0, 4.295 -0.685
1995-09-13 00:360 , 3.08 ,0, 3.89 -0.81
1995-09-24 00:360 , 3.08 ,0, 3.575 -0.495
1995-10-04 00:360 , 2.78 ,0, 3.315 -0.535
1995-10-14 00:360 , 2.58 ,0, 3.22 -0.64
1995-10-24 00:360 , 2.58 ,0, 3.135 -0.555
1995-11-04 00:360 , 2.58 ,0, 2.995 -0.415
1995-11-14 00:360 , 2.54 ,0, 3.025 -0.485
1995-11-25 00:360 , 2.44 ,0, 2.915 -0.475
1996-00-00 00:00 , 2.44 ,0, 2.88 -0.44
1996-00-10 00:00 , 2.44 ,0, 2.745 -0.305
1996-00-21 00:00 , 2.4 ,0, 2.525 -0.125
1996-01-01 00:00 , 2.3 ,0, 2.485 -0.185
1996-01-11 00:00 , 2.21 ,0, 2.505 -0.295
1996-01-20 00:00 , 2.18 ,0, 2.305 -0.125
1996-02-00 00:00 , 2.01 ,0, 2.355 -0.345
1996-02-10 00:00 , 1.87 ,0, 2.3 -0.43
1996-02-21 00:00 , 1.76 ,0, 2.36 -0.6
1996-03-01 00:00 , 2.34 ,0, 2.31 0.03
1996-03-11 00:00 , 3.22 ,0, 2.54 0.68
1996-03-21 00:00 , 2.39 ,0, 3.275 -0.885
1996-04-01 00:00 , 2.98 ,0, 5.9 -2.92
1996-04-11 00:00 , 4.99 ,0, 6.725 -1.735
1996-04-22 00:00 , 8.69 ,0, 9.47 -0.78
1996-05-02 00:00 , 18.4 ,0, 10.985 7.415
1996-05-12 00:00 , 16.5 ,0, 15.85 0.65
1996-05-22 00:00 , 19.4 ,0, 18.85 0.55
1996-06-02 00:00 , 20.0 ,0, 16.65 3.35
1996-06-12 00:00 , 19.4 ,0, 14.55 4.85
1996-06-23 00:00 , 20.2 ,0, 13.35 6.85
1996-07-03 00:00 , 16.2 ,0, 11.85 4.35
1996-07-13 00:00 , 9.57 ,0, 10.4 -0.83
1996-07-24 00:00 , 7.32 ,0, 6.135 1.185
1996-08-04 00:00 , 7.18 ,0, 5.255 1.925
1996-08-14 00:00 , 4.49 ,0, 4.905 -0.415
1996-08-24 00:00 , 5.06 ,0, 4.265 0.795
1996-09-04 00:00 , 4.33 ,0, 3.83 0.5
1996-09-14 00:00 , 3.86 ,0, 3.455 0.405
1996-09-25 00:00 , 3.65 ,0, 3.415 0.235
1996-10-05 00:00 , 3.15 ,0, 3.265 -0.115
1996-10-15 00:00 , 3.2 ,0, 3.15 0.05
1996-10-25 00:00 , 3.07 ,0, 3.035 0.035
1996-11-05 00:00 , 2.96 ,0, 2.815 0.145
1996-11-15 00:00 , 2.77 ,0, 2.8 -0.03
1996-11-26 00:00 , 2.85 ,0, 2.71 0.14
1997-00-00 00:1080 , 2.78 ,0, 2.66 0.12
1997-00-10 00:1080 , 2.73 ,0, 2.615 0.115
1997-00-21 00:1080 , 2.79 ,0, 2.48 0.31
1997-01-01 00:1080 , 2.63 ,0, 2.505 0.125
1997-01-11 00:1080 , 2.56 ,0, 2.41 0.15
1997-01-19 00:1080 , 2.54 ,0, 2.28 0.26
1997-01-29 00:1080 , 2.45 ,0, 2.245 0.205
1997-02-09 00:1080 , 2.46 ,0, 2.15 0.31
1997-02-20 00:1080 , 2.57 ,0, 2.07 0.5
1997-03-00 00:1080 , 2.75 ,0, 2.295 0.455
1997-03-10 00:1080 , 5.71 ,0, 2.735 2.975
1997-03-20 00:1080 , 7.68 ,0, 2.71 4.97
1997-04-00 00:1080 , 4.59 ,0, 4.115 0.475
1997-04-10 00:1080 , 12.1 ,0, 4.81 7.29
1997-04-21 00:1080 , 20.6 ,0, 7.465 13.135
1997-05-01 00:1080 , 14.3 ,0, 13.785 0.515
1997-05-11 00:1080 , 15.1 ,0, 15.4 -0.3
1997-05-21 00:1080 , 14.2 ,0, 18.3 -4.1
1997-06-01 00:1080 , 17.8 ,0, 18.65 -0.85
1997-06-11 00:1080 , 17.9 ,0, 17.4 0.5
1997-06-22 00:1080 , 12.7 ,0, 16.5 -3.8
1997-07-02 00:1080 , 13.7 ,0, 14.3 -0.6
1997-07-12 00:1080 , 11.4 ,0, 9.985 1.415
1997-07-23 00:1080 , 8.68 ,0, 6.26 2.42
1997-08-03 00:1080 , 6.69 ,0, 6.085 0.605
1997-08-13 00:1080 , 5.86 ,0, 4.725 1.135
1997-08-23 00:1080 , 4.94 ,0, 4.56 0.38
1997-09-03 00:1080 , 4.29 ,0, 3.97 0.32
1997-09-13 00:1080 , 3.69 ,0, 3.47 0.22
1997-09-24 00:1080 , 3.32 ,0, 3.365 -0.045
1997-10-04 00:1080 , 3.05 ,0, 2.965 0.085
1997-10-14 00:1080 , 2.78 ,0, 2.89 -0.11
1997-10-24 00:1080 , 2.72 ,0, 2.825 -0.105
1997-11-04 00:1080 , 2.68 ,0, 2.77 -0.09
1997-11-14 00:1080 , 2.68 ,0, 2.655 0.025
1997-11-25 00:1080 , 2.59 ,0, 2.645 -0.055
1998-00-00 00:720 , 2.53 ,0, 2.61 -0.08
1998-00-10 00:720 , 2.53 ,0, 2.585 -0.055
1998-00-21 00:720 , 2.48 ,0, 2.595 -0.115
1998-01-01 00:720 , 2.43 ,0, 2.465 -0.035
1998-01-11 00:720 , 2.43 ,0, 2.385 0.045
1998-01-19 00:720 , 2.26 ,0, 2.36 -0.1
1998-01-29 00:720 , 2.21 ,0, 2.23 -0.02
1998-02-09 00:720 , 2.12 ,0, 2.165 -0.045
1998-02-20 00:720 , 2.12 ,0, 2.165 -0.045
1998-03-00 00:720 , 2.19 ,0, 2.545 -0.355
1998-03-10 00:720 , 2.4 ,0, 4.465 -2.065
1998-03-20 00:720 , 2.39 ,0, 5.035 -2.645
1998-04-00 00:720 , 3.45 ,0, 3.785 -0.335
1998-04-10 00:720 , 5.68 ,0, 8.545 -2.865
1998-04-21 00:720 , 10.5 ,0, 14.645 -4.145
1998-05-01 00:720 , 12.3 ,0, 16.35 -4.05
1998-05-11 00:720 , 21.3 ,0, 15.8 5.5
1998-05-21 00:720 , 21.0 ,0, 16.8 4.2
1998-06-01 00:720 , 19.8 ,0, 18.9 0.9
1998-06-11 00:720 , 16.4 ,0, 18.65 -2.25
1998-06-22 00:720 , 18.0 ,0, 16.45 1.55
1998-07-02 00:720 , 18.6 ,0, 14.95 3.65
1998-07-12 00:720 , 13.6 ,0, 10.485 3.115
1998-07-23 00:720 , 11.4 ,0, 8.0 3.4
1998-08-03 00:720 , 8.14 ,0, 6.935 1.205
1998-08-13 00:720 , 6.12 ,0, 5.175 0.945
1998-08-23 00:720 , 5.3 ,0, 5.0 0.3
1998-09-03 00:720 , 4.49 ,0, 4.31 0.18
1998-09-13 00:720 , 3.83 ,0, 3.775 0.055
1998-09-24 00:720 , 3.49 ,0, 3.485 0.005
1998-10-04 00:720 , 3.2 ,0, 3.1 0.1
1998-10-14 00:720 , 2.94 ,0, 2.99 -0.05
1998-10-24 00:720 , 3.0 ,0, 2.895 0.105
1998-11-04 00:720 , 2.81 ,0, 2.82 -0.01
1998-11-14 00:720 , 2.6 ,0, 2.725 -0.125
1998-11-25 00:720 , nan ,0, 2.72 nan
1999-00-00 00:360 , nan ,0, 2.655 nan
1999-00-10 00:360 , nan ,0, 2.63 nan
1999-00-21 00:360 , nan ,0, 2.635 nan
1999-01-01 00:360 , nan ,0, 2.53 nan
1999-01-11 00:360 , nan ,0, 2.495 nan
1999-01-19 00:360 , nan ,0, 2.4 nan
1999-01-29 00:360 , nan ,0, 2.33 nan
1999-02-09 00:360 , nan ,0, 2.29 nan
1999-02-20 00:360 , 2.2 ,0, 2.345 -0.145
1999-03-00 00:360 , 2.23 ,0, 2.47 -0.24
1999-03-10 00:360 , 2.29 ,0, 4.055 -1.765
1999-03-20 00:360 , 2.57 ,0, 5.035 -2.465
1999-04-00 00:360 , 4.02 ,0, 4.02 0.0
1999-04-10 00:360 , 5.22 ,0, 8.89 -3.67
1999-04-21 00:360 , 6.06 ,0, 15.55 -9.49
1999-05-01 00:360 , 9.8 ,0, 13.3 -3.5
1999-05-11 00:360 , 13.3 ,0, 18.2 -4.9
1999-05-21 00:360 , 16.5 ,0, 17.6 -1.1
1999-06-01 00:360 , 18.9 ,0, 18.8 0.1
1999-06-11 00:360 , 15.3 ,0, 17.15 -1.85
1999-06-22 00:360 , 16.1 ,0, 15.35 0.75
1999-07-02 00:360 , 13.9 ,0, 16.15 -2.25
1999-07-12 00:360 , 13.5 ,0, 12.5 1.0
1999-07-23 00:360 , 12.3 ,0, 10.04 2.26
1999-08-03 00:360 , 11.1 ,0, 7.415 3.685
1999-08-13 00:360 , 8.0 ,0, 5.99 2.01
1999-08-23 00:360 , 6.51 ,0, 5.12 1.39
1999-09-03 00:360 , 5.72 ,0, 4.39 1.33
1999-09-13 00:360 , 5.18 ,0, 3.76 1.42
1999-09-24 00:360 , 4.65 ,0, 3.405 1.245
1999-10-04 00:360 , 4.0 ,0, 3.125 0.875
1999-10-14 00:360 , 3.51 ,0, 2.86 0.65
1999-10-24 00:360 , 3.44 ,0, 2.86 0.58
1999-11-04 00:360 , 3.35 ,0, 2.745 0.605
1999-11-14 00:360 , 3.15 ,0, 2.64 0.51
1999-11-25 00:360 , 2.91 ,0, nan nan
2000-00-00 00:00 , 2.78 ,0, nan nan
2000-00-10 00:00 , 2.66 ,0, nan nan
2000-00-21 00:00 , 2.61 ,0, nan nan
2000-01-01 00:00 , 2.51 ,0, nan nan
2000-01-11 00:00 , 2.44 ,0, nan nan
2000-01-20 00:00 , 2.44 ,0, nan nan
2000-02-00 00:00 , 2.41 ,0, nan nan
2000-02-10 00:00 , 2.5 ,0, nan nan
2000-02-21 00:00 , 2.51 ,0, 2.16 0.35
2000-03-01 00:00 , 2.94 ,0, 2.21 0.73
2000-03-11 00:00 , 2.67 ,0, 2.345 0.325
2000-03-21 00:00 , 3.79 ,0, 2.48 1.31
2000-04-01 00:00 , 9.44 ,0, 3.735 5.705
2000-04-11 00:00 , 8.06 ,0, 5.45 2.61
2000-04-22 00:00 , 7.21 ,0, 8.28 -1.07
2000-05-02 00:00 , 11.9 ,0, 11.05 0.85
2000-05-12 00:00 , 15.2 ,0, 17.3 -2.1
2000-05-22 00:00 , 15.5 ,0, 18.75 -3.25
2000-06-02 00:00 , 14.1 ,0, 19.35 -5.25
2000-06-12 00:00 , 11.3 ,0, 15.85 -4.55
2000-06-23 00:00 , 12.2 ,0, 17.05 -4.85
2000-07-03 00:00 , 12.2 ,0, 16.25 -4.05
2000-07-13 00:00 , 9.12 ,0, 13.55 -4.43
2000-07-24 00:00 , 7.76 ,0, 11.85 -4.09
2000-08-04 00:00 , 5.18 ,0, 9.62 -4.44
2000-08-14 00:00 , 4.61 ,0, 7.06 -2.45
2000-08-24 00:00 , 3.03 ,0, 5.905 -2.875
2000-09-04 00:00 , 3.08 ,0, 5.105 -2.025
2000-09-14 00:00 , 3.57 ,0, 4.505 -0.935
2000-09-25 00:00 , 3.47 ,0, 4.07 -0.6
2000-10-05 00:00 , 3.1 ,0, 3.6 -0.5
2000-10-15 00:00 , 3.06 ,0, 3.225 -0.165
2000-10-25 00:00 , 2.97 ,0, 3.22 -0.25
2000-11-05 00:00 , 2.86 ,0, 3.08 -0.22
2000-11-15 00:00 , 2.75 ,0, 2.875 -0.125
2000-11-26 00:00 , 2.58 ,0, nan nan
2001-00-00 00:1080 , 2.58 ,0, nan nan
2001-00-10 00:1080 , 2.49 ,0, nan nan
2001-00-21 00:1080 , 2.46 ,0, nan nan
2001-01-01 00:1080 , 2.3 ,0, nan nan
2001-01-11 00:1080 , 2.27 ,0, nan nan
2001-01-19 00:1080 , 2.26 ,0, nan nan
2001-01-29 00:1080 , 2.26 ,0, nan nan
2001-02-09 00:1080 , 2.27 ,0, nan nan
2001-02-20 00:1080 , 2.21 ,0, 2.355 -0.145
2001-03-00 00:1080 , 2.44 ,0, 2.585 -0.145
2001-03-10 00:1080 , 2.33 ,0, 2.48 -0.15
2001-03-20 00:1080 , 3.52 ,0, 3.18 0.34
2001-04-00 00:1080 , 8.05 ,0, 6.73 1.32
2001-04-10 00:1080 , 9.34 ,0, 6.64 2.7
2001-04-21 00:1080 , 11.8 ,0, 6.635 5.165
2001-05-01 00:1080 , 12.3 ,0, 10.85 1.45
2001-05-11 00:1080 , 12.3 ,0, 14.25 -1.95
2001-05-21 00:1080 , 11.9 ,0, 16.0 -4.1
2001-06-01 00:1080 , 10.9 ,0, 16.5 -5.6
2001-06-11 00:1080 , 12.4 ,0, 13.3 -0.9
2001-06-22 00:1080 , 11.7 ,0, 14.15 -2.45
2001-07-02 00:1080 , 12.0 ,0, 13.05 -1.05
2001-07-12 00:1080 , 10.5 ,0, 11.31 -0.81
2001-07-23 00:1080 , 7.96 ,0, 10.03 -2.07
2001-08-03 00:1080 , 6.11 ,0, 8.14 -2.03
2001-08-13 00:1080 , 4.88 ,0, 6.305 -1.425
2001-08-23 00:1080 , 4.44 ,0, 4.77 -0.33
2001-09-03 00:1080 , 3.88 ,0, 4.4 -0.52
2001-09-13 00:1080 , 3.64 ,0, 4.375 -0.735
2001-09-24 00:1080 , 3.34 ,0, 4.06 -0.72
2001-10-04 00:1080 , 3.1 ,0, 3.55 -0.45
2001-10-14 00:1080 , 2.87 ,0, 3.285 -0.415
2001-10-24 00:1080 , 2.74 ,0, 3.205 -0.465
2001-11-04 00:1080 , 2.73 ,0, 3.105 -0.375
