T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 0.62 ,0, 0.5 0.12
1993-01-19 00:1080 , 0.58 ,0, 0.5 0.08
1993-01-29 00:1080 , 0.58 ,0, 0.5 0.08
1993-02-09 00:1080 , 0.58 ,0, 0.5 0.08
1993-02-20 00:1080 , 0.58 ,0, 0.5 0.08
1993-03-00 00:1080 , 0.59 ,0, 0.5 0.09
1993-03-10 00:1080 , 1.05 ,0, 0.64 0.41
1993-03-20 00:1080 , 1.04 ,0, 0.57 0.47
1993-04-00 00:1080 , 0.84 ,0, 1.8 -0.96
1993-04-10 00:1080 , 2.09 ,0, 2.32 -0.23
1993-04-21 00:1080 , 3.92 ,0, 4.17 -0.25
1993-05-01 00:1080 , 4.97 ,0, 4.75 0.22
1993-05-11 00:1080 , 5.25 ,0, 4.79 0.46
1993-05-21 00:1080 , 6.21 ,0, 5.42 0.79
1993-06-01 00:1080 , 6.09 ,0, 6.24 -0.15
1993-06-11 00:1080 , 5.66 ,0, 5.26 0.4
1993-06-22 00:1080 , 5.43 ,0, 4.44 0.99
1993-07-02 00:1080 , 5.04 ,0, 3.86 1.18
1993-07-12 00:1080 , 3.46 ,0, 3.51 -0.05
1993-07-23 00:1080 , 2.93 ,0, 3.11 -0.18
1993-08-03 00:1080 , 2.83 ,0, 2.61 0.22
1993-08-13 00:1080 , 1.89 ,0, 2.26 -0.37
1993-08-23 00:1080 , 1.45 ,0, 1.37 0.08
1993-09-03 00:1080 , 1.06 ,0, 1.15 -0.09
1993-09-13 00:1080 , 1.01 ,0, 1.08 -0.07
1993-09-24 00:1080 , 1.0 ,0, 0.92 0.08
1993-10-04 00:1080 , 1.0 ,0, 0.9 0.1
1993-10-14 00:1080 , 0.97 ,0, 0.86 0.11
1993-10-24 00:1080 , 0.83 ,0, 0.83 0.0
1993-11-04 00:1080 , 0.83 ,0, 0.83 0.0
1993-11-14 00:1080 , 0.83 ,0, 0.83 0.0
1993-11-25 00:1080 , 0.83 ,0, 0.78 0.05
1994-00-00 00:720 , 0.83 ,0, 0.75 0.08
1994-00-10 00:720 , 0.77 ,0, 0.71 0.06
1994-00-21 00:720 , 0.67 ,0, 0.73 -0.06
1994-01-01 00:720 , 0.72 ,0, 0.72 0.0
1994-01-11 00:720 , 0.69 ,0, 0.62 0.07
1994-01-19 00:720 , 0.63 ,0, 0.58 0.05
1994-01-29 00:720 , 0.65 ,0, 0.58 0.07
1994-02-09 00:720 , 0.61 ,0, 0.58 0.03
1994-02-20 00:720 , 0.59 ,0, 0.58 0.01
1994-03-00 00:720 , 0.65 ,0, 0.59 0.06
1994-03-10 00:720 , 0.9 ,0, 1.05 -0.15
1994-03-20 00:720 , 1.44 ,0, 1.04 0.4
1994-04-00 00:720 , 1.95 ,0, 0.84 1.11
1994-04-10 00:720 , 2.61 ,0, 2.09 0.52
1994-04-21 00:720 , 5.43 ,0, 3.92 1.51
1994-05-01 00:720 , 4.69 ,0, 4.97 -0.28
1994-05-11 00:720 , 6.28 ,0, 5.25 1.03
1994-05-21 00:720 , 9.73 ,0, 6.21 3.52
1994-06-01 00:720 , 8.69 ,0, 6.09 2.6
1994-06-11 00:720 , 7.3 ,0, 5.66 1.64
1994-06-22 00:720 , 5.18 ,0, 5.43 -0.25
1994-07-02 00:720 , 3.5 ,0, 5.04 -1.54
1994-07-12 00:720 , 3.21 ,0, 3.46 -0.25
1994-07-23 00:720 , 2.28 ,0, 2.93 -0.65
1994-08-03 00:720 , 1.65 ,0, 2.83 -1.18
1994-08-13 00:720 , 1.4 ,0, 1.89 -0.49
1994-08-23 00:720 , 1.23 ,0, 1.45 -0.22
1994-09-03 00:720 , 1.01 ,0, 1.06 -0.05
1994-09-13 00:720 , 0.95 ,0, 1.01 -0.06
1994-09-24 00:720 , 0.89 ,0, 1.0 -0.11
1994-10-04 00:720 , 0.83 ,0, 1.0 -0.17
1994-10-14 00:720 , 0.83 ,0, 0.97 -0.14
1994-10-24 00:720 , 0.81 ,0, 0.83 -0.02
1994-11-04 00:720 , 0.78 ,0, 0.83 -0.05
1994-11-14 00:720 , 0.71 ,0, 0.83 -0.12
1994-11-25 00:720 , 0.7 ,0, 0.83 -0.13
1995-00-00 00:360 , 0.68 ,0, 0.83 -0.15
