T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 7.18 ,0, 9.97666666667 -2.79666666667
1993-01-19 00:1080 , 7.22 ,0, 9.99666666667 -2.77666666667
1993-01-29 00:1080 , 7.31 ,0, 9.92333333333 -2.61333333333
1993-02-09 00:1080 , 7.32 ,0, 9.98333333333 -2.66333333333
1993-02-20 00:1080 , 6.39 ,0, 10.2433333333 -3.85333333333
1993-03-00 00:1080 , 6.63 ,0, 10.835 -4.205
1993-03-10 00:1080 , 8.28 ,0, 15.2833333333 -7.00333333333
1993-03-20 00:1080 , 19.4 ,0, 18.4 1.0
1993-04-00 00:1080 , 16.8 ,0, 26.3666666667 -9.56666666667
1993-04-10 00:1080 , 26.4 ,0, 28.7333333333 -2.33333333333
1993-04-21 00:1080 , 43.0 ,0, 37.5 5.5
1993-05-01 00:1080 , 45.3 ,0, 36.7666666667 8.53333333333
1993-05-11 00:1080 , 45.2 ,0, 42.4666666667 2.73333333333
1993-05-21 00:1080 , 50.1 ,0, 48.3666666667 1.73333333333
1993-06-01 00:1080 , 49.8 ,0, 54.5166666667 -4.71666666667
1993-06-11 00:1080 , 40.1 ,0, 54.3166666667 -14.2166666667
1993-06-22 00:1080 , 34.7 ,0, 48.2666666667 -13.5666666667
1993-07-02 00:1080 , 30.9 ,0, 45.1 -14.2
1993-07-12 00:1080 , 30.4 ,0, 40.5166666667 -10.1166666667
1993-07-23 00:1080 , 30.1 ,0, 35.4666666667 -5.36666666667
1993-08-03 00:1080 , 19.1 ,0, 29.7833333333 -10.6833333333
1993-08-13 00:1080 , 23.7 ,0, 24.85 -1.15
1993-08-23 00:1080 , nan ,0, 21.5333333333 nan
1993-09-03 00:1080 , nan ,0, 19.1 nan
1993-09-13 00:1080 , nan ,0, 17.7833333333 nan
1993-09-24 00:1080 , 14.0 ,0, 16.4666666667 -2.46666666667
1993-10-04 00:1080 , 12.9 ,0, 15.3333333333 -2.43333333333
1993-10-14 00:1080 , 11.9 ,0, 14.3166666667 -2.41666666667
1993-10-24 00:1080 , nan ,0, 13.4 nan
1993-11-04 00:1080 , nan ,0, 12.8333333333 nan
1993-11-14 00:1080 , nan ,0, 11.915 nan
1993-11-25 00:1080 , nan ,0, 11.4583333333 nan
1994-00-00 00:720 , nan ,0, 10.8583333333 nan
1994-00-10 00:720 , nan ,0, 10.5816666667 nan
1994-00-21 00:720 , nan ,0, 10.31 nan
1994-01-01 00:720 , nan ,0, 9.85166666667 nan
1994-01-11 00:720 , nan ,0, 9.52666666667 nan
1994-01-19 00:720 , 8.2 ,0, 9.5 -1.3
1994-01-29 00:720 , 8.17 ,0, 9.49 -1.32
1994-02-09 00:720 , 9.15 ,0, 9.56666666667 -0.416666666667
1994-02-20 00:720 , 8.66 ,0, 9.675 -1.015
1994-03-00 00:720 , 8.68 ,0, 10.24 -1.56
1994-03-10 00:720 , 9.49 ,0, 13.8466666667 -4.35666666667
1994-03-20 00:720 , 16.4 ,0, 19.6166666667 -3.21666666667
1994-04-00 00:720 , 28.4 ,0, 22.85 5.55
1994-04-10 00:720 , 30.1 ,0, 26.7166666667 3.38333333333
1994-04-21 00:720 , 47.0 ,0, 36.3 10.7
1994-05-01 00:720 , 57.4 ,0, 38.4 19.0
1994-05-11 00:720 , 61.1 ,0, 43.5666666667 17.5333333333
1994-05-21 00:720 , 60.9 ,0, 45.9166666667 14.9833333333
1994-06-01 00:720 , 57.3 ,0, 50.8833333333 6.41666666667
1994-06-11 00:720 , 50.5 ,0, 49.6166666667 0.883333333333
1994-06-22 00:720 , 44.0 ,0, 45.2666666667 -1.26666666667
1994-07-02 00:720 , 48.5 ,0, 40.7833333333 7.71666666667
1994-07-12 00:720 , 37.7 ,0, 37.1 0.6
1994-07-23 00:720 , 30.7 ,0, 33.8 -3.1
1994-08-03 00:720 , 25.7 ,0, 27.7 -2.0
1994-08-13 00:720 , 24.4 ,0, 24.05 0.35
1994-08-23 00:720 , 21.8 ,0, nan nan
1994-09-03 00:720 , 17.2 ,0, nan nan
1994-09-13 00:720 , 15.1 ,0, nan nan
1994-09-24 00:720 , 15.0 ,0, 15.2833333333 -0.283333333333
1994-10-04 00:720 , 14.5 ,0, 14.1666666667 0.333333333333
1994-10-14 00:720 , 13.8 ,0, 13.25 0.55
