T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 27.9 ,0, 26.6625 1.2375
1993-01-19 00:1080 , 29.0 ,0, 26.6625 2.3375
1993-01-29 00:1080 , 26.1 ,0, 26.125 -0.025
1993-02-09 00:1080 , 20.6 ,0, 23.7875 -3.1875
1993-02-20 00:1080 , 15.7 ,0, 18.2875 -2.5875
1993-03-00 00:1080 , 16.4 ,0, 16.8375 -0.4375
1993-03-10 00:1080 , 31.5 ,0, 17.8375 13.6625
1993-03-20 00:1080 , 17.6 ,0, 21.9875 -4.3875
1993-04-00 00:1080 , 17.4 ,0, 26.775 -9.375
1993-04-10 00:1080 , 31.3 ,0, 21.6875 9.6125
1993-04-21 00:1080 , 38.2 ,0, 31.55 6.65
1993-05-01 00:1080 , 58.3 ,0, 28.8125 29.4875
1993-05-11 00:1080 , 89.7 ,0, 43.3875 46.3125
1993-05-21 00:1080 , 89.9 ,0, 41.375 48.525
1993-06-01 00:1080 , 58.9 ,0, 42.9 16.0
1993-06-11 00:1080 , 59.0 ,0, 39.125 19.875
1993-06-22 00:1080 , 29.9 ,0, 36.325 -6.425
1993-07-02 00:1080 , 30.1 ,0, 35.9625 -5.8625
1993-07-12 00:1080 , 35.3 ,0, 36.875 -1.575
1993-07-23 00:1080 , 39.1 ,0, 35.45 3.65
1993-08-03 00:1080 , 39.4 ,0, 29.925 9.475
1993-08-13 00:1080 , 35.2 ,0, 26.075 9.125
1993-08-23 00:1080 , 31.7 ,0, 26.325 5.375
1993-09-03 00:1080 , 32.9 ,0, 27.5625 5.3375
1993-09-13 00:1080 , 38.8 ,0, 30.7 8.1
1993-09-24 00:1080 , 45.9 ,0, 37.4 8.5
1993-10-04 00:1080 , 45.5 ,0, 38.4125 7.0875
1993-10-14 00:1080 , 41.8 ,0, 36.25 5.55
1993-10-24 00:1080 , 40.8 ,0, 35.075 5.725
1993-11-04 00:1080 , 36.3 ,0, 33.7125 2.5875
1993-11-14 00:1080 , 36.2 ,0, 31.5625 4.6375
1993-11-25 00:1080 , 32.2 ,0, 29.325 2.875
1994-00-00 00:720 , 28.6 ,0, 28.275 0.325
1994-00-10 00:720 , 29.1 ,0, 28.425 0.675
1994-00-21 00:720 , 30.4 ,0, 28.775 1.625
1994-01-01 00:720 , 28.4 ,0, 27.84125 0.55875
1994-01-11 00:720 , 26.4 ,0, 27.6 -1.2
1994-01-19 00:720 , 29.2 ,0, 27.7375 1.4625
1994-01-29 00:720 , 31.4 ,0, 26.9 4.5
1994-02-09 00:720 , 26.6 ,0, 23.875 2.725
1994-02-20 00:720 , 21.8 ,0, 18.175 3.625
1994-03-00 00:720 , 20.2 ,0, 17.125 3.075
1994-03-10 00:720 , 22.8 ,0, 19.4875 3.3125
1994-03-20 00:720 , 45.1 ,0, 22.675 22.425
1994-04-00 00:720 , 44.6 ,0, 27.6625 16.9375
1994-04-10 00:720 , 39.8 ,0, 23.85 15.95
1994-04-21 00:720 , 76.8 ,0, 34.95 41.85
1994-05-01 00:720 , 54.6 ,0, 33.6 21.0
1994-05-11 00:720 , 78.1 ,0, 52.1875 25.9125
