T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 0.67 ,0, 0.547777777778 0.122222222222
1993-01-19 00:1080 , 0.61 ,0, 0.596666666667 0.0133333333333
1993-01-29 00:1080 , 0.77 ,0, 0.573333333333 0.196666666667
1993-02-09 00:1080 , 0.58 ,0, 0.604444444444 -0.0244444444444
1993-02-20 00:1080 , 0.45 ,0, 0.606666666667 -0.156666666667
1993-03-00 00:1080 , 0.63 ,0, 0.636666666667 -0.00666666666667
1993-03-10 00:1080 , 1.17 ,0, 0.757777777778 0.412222222222
1993-03-20 00:1080 , 1.47 ,0, 1.01888888889 0.451111111111
1993-04-00 00:1080 , 1.42 ,0, 1.66222222222 -0.242222222222
1993-04-10 00:1080 , 3.63 ,0, 2.28 1.35
1993-04-21 00:1080 , 4.9 ,0, 3.57222222222 1.32777777778
1993-05-01 00:1080 , 6.0 ,0, 4.06111111111 1.93888888889
1993-05-11 00:1080 , 7.41 ,0, 5.08666666667 2.32333333333
1993-05-21 00:1080 , 8.29 ,0, 5.74888888889 2.54111111111
1993-06-01 00:1080 , 8.85 ,0, 6.35111111111 2.49888888889
1993-06-11 00:1080 , 9.13 ,0, 6.40333333333 2.72666666667
1993-06-22 00:1080 , 7.15 ,0, 6.19222222222 0.957777777778
1993-07-02 00:1080 , 6.56 ,0, 5.92888888889 0.631111111111
1993-07-12 00:1080 , 5.0 ,0, 4.97666666667 0.0233333333333
1993-07-23 00:1080 , 4.06 ,0, 4.15333333333 -0.0933333333333
1993-08-03 00:1080 , 3.74 ,0, 3.31444444444 0.425555555556
1993-08-13 00:1080 , 3.06 ,0, 2.65888888889 0.401111111111
1993-08-23 00:1080 , 2.67 ,0, 2.19333333333 0.476666666667
1993-09-03 00:1080 , 2.74 ,0, 1.93555555556 0.804444444444
1993-09-13 00:1080 , 2.14 ,0, 1.71 0.43
1993-09-24 00:1080 , 1.7 ,0, 1.46777777778 0.232222222222
1993-10-04 00:1080 , 1.63 ,0, 1.35555555556 0.274444444444
1993-10-14 00:1080 , 1.53 ,0, 1.21111111111 0.318888888889
1993-10-24 00:1080 , 1.36 ,0, 1.06777777778 0.292222222222
1993-11-04 00:1080 , 1.24 ,0, 0.932222222222 0.307777777778
1993-11-14 00:1080 , 1.19 ,0, 0.865555555556 0.324444444444
1993-11-25 00:1080 , 0.98 ,0, 0.791111111111 0.188888888889
1994-00-00 00:720 , 0.5 ,0, 0.68 -0.18
1994-00-10 00:720 , 0.65 ,0, 0.696666666667 -0.0466666666667
1994-00-21 00:720 , 0.77 ,0, 0.658888888889 0.111111111111
1994-01-01 00:720 , 0.84 ,0, 0.677777777778 0.162222222222
1994-01-11 00:720 , 0.74 ,0, 0.562222222222 0.177777777778
1994-01-19 00:720 , 0.74 ,0, 0.612222222222 0.127777777778
1994-01-29 00:720 , 0.79 ,0, 0.606666666667 0.183333333333
1994-02-09 00:720 , 0.83 ,0, 0.613333333333 0.216666666667
1994-02-20 00:720 , 0.7 ,0, 0.605555555556 0.0944444444444
1994-03-00 00:720 , 0.72 ,0, 0.658888888889 0.0611111111111
1994-03-10 00:720 , 0.81 ,0, 0.831111111111 -0.0211111111111
1994-03-20 00:720 , 1.31 ,0, 1.11555555556 0.194444444444
1994-04-00 00:720 , 2.38 ,0, 1.75111111111 0.628888888889
1994-04-10 00:720 , 3.46 ,0, 2.52222222222 0.937777777778
1994-04-21 00:720 , 4.44 ,0, 3.64222222222 0.797777777778
1994-05-01 00:720 , 5.09 ,0, 4.35777777778 0.732222222222
1994-05-11 00:720 , 5.87 ,0, 5.45333333333 0.416666666667
1994-05-21 00:720 , 6.06 ,0, 6.28555555556 -0.225555555556
1994-06-01 00:720 , 7.42 ,0, 6.90777777778 0.512222222222
1994-06-11 00:720 , 6.97 ,0, 6.93888888889 0.0311111111111
1994-06-22 00:720 , 7.09 ,0, 6.39111111111 0.698888888889
1994-07-02 00:720 , 6.78 ,0, 5.95444444444 0.825555555556
1994-07-12 00:720 , 6.17 ,0, 4.97 1.2
1994-07-23 00:720 , 5.84 ,0, 4.11555555556 1.72444444444
1994-08-03 00:720 , 5.16 ,0, 3.32555555556 1.83444444444
1994-08-13 00:720 , 3.2 ,0, 2.73333333333 0.466666666667
1994-08-23 00:720 , 2.58 ,0, 2.28777777778 0.292222222222
1994-09-03 00:720 , 2.1 ,0, 2.05777777778 0.0422222222222
1994-09-13 00:720 , 1.7 ,0, 1.8 -0.1
1994-09-24 00:720 , 1.64 ,0, 1.54111111111 0.0988888888889
1994-10-04 00:720 , 1.61 ,0, 1.43111111111 0.178888888889
1994-10-14 00:720 , 1.51 ,0, 1.28333333333 0.226666666667
1994-10-24 00:720 , 1.14 ,0, 1.14 0.0
1994-11-04 00:720 , 0.97 ,0, 1.02888888889 -0.0588888888889
1994-11-14 00:720 , 0.86 ,0, 0.963333333333 -0.103333333333
1994-11-25 00:720 , 0.87 ,0, 0.833333333333 0.0366666666667
1995-00-00 00:360 , 0.8 ,0, 0.671111111111 0.128888888889
1995-00-10 00:360 , 0.81 ,0, 0.711111111111 0.0988888888889
1995-00-21 00:360 , 0.77 ,0, 0.688888888889 0.0811111111111
1995-01-01 00:360 , 0.81 ,0, 0.72 0.09
1995-01-11 00:360 , 0.67 ,0, 0.595555555556 0.0744444444444
1995-01-19 00:360 , 0.55 ,0, 0.652222222222 -0.102222222222
1995-01-29 00:360 , 0.56 ,0, 0.653333333333 -0.0933333333333
1995-02-09 00:360 , 0.62 ,0, 0.661111111111 -0.0411111111111
1995-02-20 00:360 , 0.51 ,0, 0.641111111111 -0.131111111111
1995-03-00 00:360 , 0.46 ,0, 0.697777777778 -0.237777777778
1995-03-10 00:360 , 0.45 ,0, 0.871111111111 -0.421111111111
1995-03-20 00:360 , 1.03 ,0, 1.19333333333 -0.163333333333
1995-04-00 00:360 , 1.19 ,0, 1.93444444444 -0.744444444444
1995-04-10 00:360 , 1.0 ,0, 2.64444444444 -1.64444444444
1995-04-21 00:360 , 1.95 ,0, 3.81222222222 -1.86222222222
1995-05-01 00:360 , 2.65 ,0, 4.39777777778 -1.74777777778
1995-05-11 00:360 , 3.94 ,0, 5.61444444444 -1.67444444444
1995-05-21 00:360 , 4.08 ,0, 6.42666666667 -2.34666666667
1995-06-01 00:360 , 5.22 ,0, 7.17777777778 -1.95777777778
1995-06-11 00:360 , 6.41 ,0, 6.97333333333 -0.563333333333
1995-06-22 00:360 , 6.34 ,0, 6.41888888889 -0.0788888888889
1995-07-02 00:360 , 6.36 ,0, 6.10777777778 0.252222222222
1995-07-12 00:360 , 5.71 ,0, 5.21444444444 0.495555555556
1995-07-23 00:360 , 4.26 ,0, 4.33777777778 -0.0777777777778
1995-08-03 00:360 , 3.09 ,0, 3.57777777778 -0.487777777778
1995-08-13 00:360 , 2.41 ,0, 2.84 -0.43
1995-08-23 00:360 , 2.12 ,0, 2.37777777778 -0.257777777778
1995-09-03 00:360 , 1.99 ,0, 2.12444444444 -0.134444444444
1995-09-13 00:360 , 1.69 ,0, 1.83555555556 -0.145555555556
1995-09-24 00:360 , 1.64 ,0, 1.58777777778 0.0522222222222
1995-10-04 00:360 , 1.59 ,0, 1.49333333333 0.0966666666667
1995-10-14 00:360 , 1.38 ,0, 1.36 0.02
1995-10-24 00:360 , 1.18 ,0, 1.17 0.01
1995-11-04 00:360 , 0.77 ,0, 1.05555555556 -0.285555555556
1995-11-14 00:360 , 0.77 ,0, 0.978888888889 -0.208888888889
1995-11-25 00:360 , 0.81 ,0, 0.872222222222 -0.0622222222222
