T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s], Q_err [m3/s]
728003.0 , 2.5 , 1.67493594153 , 0.825064058473
728034.0 , 2.68 , 1.55866653358 , 1.12133346642
728064.0 , 4.206666667 , 3.16954783181 , 1.03711883519
728095.0 , 13.94 , 9.51360356406 , 4.42639643594
728125.0 , 21.8 , 17.919326271 , 3.88067372903
728156.0 , 16.1 , 18.4933093215 , -2.3933093215
728187.0 , 10.24 , 9.78912031657 , 0.45087968343
728217.0 , 5.076666667 , 4.57548809563 , 0.501178571366
728248.0 , 3.263333333 , 2.81695273429 , 0.44638059871
728278.0 , 2.81 , 2.13003670624 , 0.679963293761
728309.0 , 2.653333333 , 2.04212449322 , 0.611208839778
728340.0 , 2.433333333 , 2.01023347516 , 0.42309985784
728368.0 , 2.386666667 , 1.90949170137 , 0.477174965626
728399.0 , 2.31 , 1.85473184928 , 0.455268150723
728429.0 , 4.246666667 , 3.60871150856 , 0.637955158442
728460.0 , 15.63333333 , 11.649648487 , 3.98368484297
728490.0 , 22.83333333 , 19.9580856293 , 2.87524770069
728521.0 , 20.23333333 , 18.2079325855 , 2.0254007445
728552.0 , 9.013333333 , 10.5734345045 , -1.5601011715
728582.0 , 4.086666667 , 4.87481385122 , -0.78814718422
728613.0 , 2.883333333 , 3.00500212931 , -0.12166879631
728643.0 , 2.226666667 , 2.3248630224 , -0.0981963554045
728674.0 , 2.173333333 , 2.27587316888 , -0.102539835876
728705.0 , 2.18 , 2.22089586638 , -0.040895866381
728733.0 , 2.13 , 2.12139512431 , 0.00860487568773
728764.0 , 2.083333333 , 2.06614744199 , 0.0171858910101
728794.0 , 3.966666667 , 3.54570331149 , 0.420963355511
728825.0 , 8.683333333 , 11.7382453491 , -3.05491201606
728855.0 , 19.36666667 , 21.1906526706 , -1.8239860006
728886.0 , 19.8 , 18.2154394643 , 1.58456053566
728917.0 , 9.836666667 , 9.83650803012 , 0.000158636879206
728947.0 , 6.153333333 , 4.301652919 , 1.851680414
728978.0 , 3.196666667 , 2.8594709974 , 0.337195669602
729008.0 , 2.53 , 2.31795399219 , 0.212046007812
729039.0 , 2.413333333 , 2.34545980717 , 0.0678735258306
729070.0 , 2.15 , 2.30771364282 , -0.157713642822
729099.0 , 1.94 , 2.24442055211 , -0.304420552114
729130.0 , 1.82 , 2.2355794229 , -0.415579422901
729160.0 , 2.8 , 4.07813788141 , -1.27813788141
729191.0 , 10.38333333 , 11.5782522545 , -1.1949189245
729221.0 , 15.9 , 21.3202651523 , -5.42026515231
729252.0 , 19.53333333 , 18.0799992935 , 1.45333403646
729283.0 , 8.723333333 , 9.28506851853 , -0.561735185526
729313.0 , 4.94 , 4.7186280405 , 0.221371959501
729344.0 , 2.856666667 , 2.93587559543 , -0.0792089284303
729374.0 , 2.156666667 , 2.38869934007 , -0.232032673069
729405.0 , 1.756666667 , 2.40401225228 , -0.647345585278
729436.0 , 1.596666667 , 2.32225114041 , -0.72558447341
729464.0 , 1.393333333 , 2.22832369 , -0.834990357003
729495.0 , 1.63 , 2.2011225908 , -0.571122590799
729525.0 , 5.116666667 , 3.75312045276 , 1.36354621424
729556.0 , 14.8 , 11.8395285104 , 2.96047148955
729586.0 , 21.8 , 19.7865215818 , 2.01347841817
729617.0 , 17.93333333 , 18.8401222252 , -0.906788895249
729648.0 , 9.853333333 , 9.43363248396 , 0.419700849035
729678.0 , 5.006666667 , 5.01125282118 , -0.00458615418431
729709.0 , 3.1 , 3.04458639504 , 0.055413604955
729739.0 , 2.216666667 , 2.41722049981 , -0.200553832812
729770.0 , 1.926666667 , 2.22359765047 , -0.296930983466
729801.0 , 1.296666667 , 2.0657497288 , -0.769083061796
729829.0 , 1.143333333 , 1.92533821944 , -0.782004886441
