T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 2.48 ,0, 2.03777777778 0.442222222222
1993-01-19 00:1080 , 2.46 ,0, 2.03333333333 0.426666666667
1993-01-29 00:1080 , 2.45 ,0, 2.02333333333 0.426666666667
1993-02-09 00:1080 , 2.43 ,0, 2.00888888889 0.421111111111
1993-02-20 00:1080 , 2.39 ,0, nan nan
1993-03-00 00:1080 , 2.57 ,0, nan nan
1993-03-10 00:1080 , 3.25 ,0, nan nan
1993-03-20 00:1080 , 3.28 ,0, nan nan
1993-04-00 00:1080 , 2.92 ,0, nan nan
1993-04-10 00:1080 , 5.7 ,0, 6.20222222222 -0.502222222222
1993-04-21 00:1080 , 12.2 ,0, 10.6411111111 1.55888888889
1993-05-01 00:1080 , 16.8 ,0, 12.0344444444 4.76555555556
1993-05-11 00:1080 , 20.3 ,0, 14.9277777778 5.37222222222
1993-05-21 00:1080 , 18.5 ,0, 15.5211111111 2.97888888889
1993-06-01 00:1080 , 19.4 ,0, 16.0333333333 3.36666666667
1993-06-11 00:1080 , 16.8 ,0, 15.7777777778 1.02222222222
1993-06-22 00:1080 , 13.2 ,0, 14.6 -1.4
1993-07-02 00:1080 , 9.11 ,0, 11.2822222222 -2.17222222222
1993-07-12 00:1080 , 8.78 ,0, 9.77444444444 -0.994444444444
1993-07-23 00:1080 , 9.81 ,0, 7.83555555556 1.97444444444
1993-08-03 00:1080 , 7.83 ,0, 6.24333333333 1.58666666667
1993-08-13 00:1080 , 6.43 ,0, 5.07555555556 1.35444444444
1993-08-23 00:1080 , 4.94 ,0, 4.33555555556 0.604444444444
1993-09-03 00:1080 , 4.54 ,0, 3.92555555556 0.614444444444
1993-09-13 00:1080 , 3.95 ,0, 3.57222222222 0.377777777778
1993-09-24 00:1080 , 3.4 ,0, 3.25333333333 0.146666666667
1993-10-04 00:1080 , 2.88 ,0, 3.08555555556 -0.205555555556
1993-10-14 00:1080 , 2.72 ,0, 2.90111111111 -0.181111111111
1993-10-24 00:1080 , 2.78 ,0, 2.78111111111 -0.00111111111111
1993-11-04 00:1080 , 2.94 ,0, 2.65588888889 0.284111111111
1993-11-14 00:1080 , 2.99 ,0, 2.40444444444 0.585555555556
1993-11-25 00:1080 , 2.85 ,0, 2.43111111111 0.418888888889
1994-00-00 00:720 , 2.88 ,0, 2.38111111111 0.498888888889
1994-00-10 00:720 , 2.7 ,0, 2.35777777778 0.342222222222
1994-00-21 00:720 , 2.49 ,0, 2.18 0.31
1994-01-01 00:720 , 2.26 ,0, 2.08555555556 0.174444444444
1994-01-11 00:720 , 2.4 ,0, 2.08 0.32
1994-01-19 00:720 , 2.23 ,0, 2.05888888889 0.171111111111
1994-01-29 00:720 , 2.23 ,0, 2.04222222222 0.187777777778
1994-02-09 00:720 , 2.17 ,0, 2.02555555556 0.144444444444
1994-02-20 00:720 , 2.34 ,0, nan nan
1994-03-00 00:720 , 2.37 ,0, nan nan
1994-03-10 00:720 , 2.83 ,0, nan nan
1994-03-20 00:720 , 3.52 ,0, nan nan
1994-04-00 00:720 , 6.55 ,0, nan nan
1994-04-10 00:720 , 8.82 ,0, 6.15888888889 2.66111111111
1994-04-21 00:720 , 12.7 ,0, 10.1855555556 2.51444444444
1994-05-01 00:720 , 12.8 ,0, 12.5455555556 0.254444444444
1994-05-11 00:720 , 17.4 ,0, 15.6277777778 1.77222222222
1994-05-21 00:720 , 20.5 ,0, 16.1322222222 4.36777777778
1994-06-01 00:720 , 16.0 ,0, 16.6666666667 -0.666666666667
1994-06-11 00:720 , 13.7 ,0, 16.1888888889 -2.48888888889
1994-06-22 00:720 , 13.9 ,0, 14.6666666667 -0.766666666667
1994-07-02 00:720 , 11.3 ,0, 10.8944444444 0.405555555556
1994-07-12 00:720 , 10.4 ,0, 9.53888888889 0.861111111111
1994-07-23 00:720 , 7.07 ,0, 8.17222222222 -1.10222222222
1994-08-03 00:720 , 5.52 ,0, 6.58888888889 -1.06888888889
1994-08-13 00:720 , 4.85 ,0, 5.37444444444 -0.524444444444
1994-08-23 00:720 , 4.47 ,0, 4.52444444444 -0.0544444444444
1994-09-03 00:720 , 4.05 ,0, 4.11111111111 -0.0611111111111
1994-09-13 00:720 , 3.83 ,0, 3.70222222222 0.127777777778
1994-09-24 00:720 , 3.75 ,0, 3.34222222222 0.407777777778
1994-10-04 00:720 , 3.75 ,0, 3.13333333333 0.616666666667
1994-10-14 00:720 , 3.72 ,0, 2.94222222222 0.777777777778
1994-10-24 00:720 , 3.49 ,0, 2.84888888889 0.641111111111
1994-11-04 00:720 , 3.05 ,0, 2.74922222222 0.300777777778
1994-11-14 00:720 , 3.06 ,0, 2.50333333333 0.556666666667
1994-11-25 00:720 , 2.98 ,0, 2.51444444444 0.465555555556
1995-00-00 00:360 , 2.88 ,0, 2.48777777778 0.392222222222
1995-00-10 00:360 , 2.79 ,0, 2.44555555556 0.344444444444
1995-00-21 00:360 , 2.56 ,0, 2.24888888889 0.311111111111
1995-01-01 00:360 , 2.71 ,0, 2.12888888889 0.581111111111
1995-01-11 00:360 , 2.61 ,0, 2.13888888889 0.471111111111
1995-01-19 00:360 , 2.38 ,0, 2.09888888889 0.281111111111
1995-01-29 00:360 , 2.48 ,0, 2.08222222222 0.397777777778
1995-02-09 00:360 , 2.43 ,0, 2.05888888889 0.371111111111
1995-02-20 00:360 , 2.38 ,0, nan nan
1995-03-00 00:360 , 2.25 ,0, nan nan
1995-03-10 00:360 , 2.25 ,0, nan nan
1995-03-20 00:360 , 3.03 ,0, nan nan
1995-04-00 00:360 , 5.25 ,0, nan nan
1995-04-10 00:360 , 4.63 ,0, 6.5 -1.87
1995-04-21 00:360 , 6.24 ,0, 10.9344444444 -4.69444444444
1995-05-01 00:360 , 9.17 ,0, 12.6566666667 -3.48666666667
1995-05-11 00:360 , 14.3 ,0, 16.25 -1.95
1995-05-21 00:360 , 17.2 ,0, 17.0544444444 0.145555555556
1995-06-01 00:360 , 17.3 ,0, 17.0444444444 0.255555555556
1995-06-11 00:360 , 15.4 ,0, 16.2888888889 -0.888888888889
1995-06-22 00:360 , 12.8 ,0, 14.8333333333 -2.03333333333
1995-07-02 00:360 , 12.4 ,0, 11.0055555556 1.39444444444
1995-07-12 00:360 , 10.4 ,0, 9.74555555556 0.654444444444
1995-07-23 00:360 , 5.2 ,0, 8.23888888889 -3.03888888889
1995-08-03 00:360 , 4.99 ,0, 6.63 -1.64
1995-08-13 00:360 , 4.96 ,0, 5.46888888889 -0.508888888889
1995-08-23 00:360 , 4.06 ,0, 4.58333333333 -0.523333333333
1995-09-03 00:360 , 3.61 ,0, 4.11666666667 -0.506666666667
1995-09-13 00:360 , 3.08 ,0, 3.70111111111 -0.621111111111
1995-09-24 00:360 , 3.08 ,0, 3.42888888889 -0.348888888889
1995-10-04 00:360 , 2.78 ,0, 3.25333333333 -0.473333333333
1995-10-14 00:360 , 2.58 ,0, 3.08222222222 -0.502222222222
1995-10-24 00:360 , 2.58 ,0, 2.96777777778 -0.387777777778
1995-11-04 00:360 , 2.58 ,0, 2.82888888889 -0.248888888889
1995-11-14 00:360 , 2.54 ,0, 2.60333333333 -0.0633333333333
1995-11-25 00:360 , 2.44 ,0, 2.61666666667 -0.176666666667
1996-00-00 00:00 , 2.44 ,0, 2.57888888889 -0.138888888889
1996-00-10 00:00 , 2.44 ,0, 2.55111111111 -0.111111111111
1996-00-21 00:00 , 2.4 ,0, 2.33222222222 0.0677777777778
1996-01-01 00:00 , 2.3 ,0, 2.22888888889 0.0711111111111
1996-01-11 00:00 , 2.21 ,0, 2.22777777778 -0.0177777777778
1996-01-20 00:00 , 2.18 ,0, 2.16222222222 0.0177777777778
1996-02-00 00:00 , 2.01 ,0, 2.15666666667 -0.146666666667
1996-02-10 00:00 , 1.87 ,0, 2.12777777778 -0.257777777778
1996-02-21 00:00 , 1.76 ,0, nan nan
1996-03-01 00:00 , 2.34 ,0, nan nan
1996-03-11 00:00 , 3.22 ,0, nan nan
1996-03-21 00:00 , 2.39 ,0, nan nan
1996-04-01 00:00 , 2.98 ,0, nan nan
1996-04-11 00:00 , 4.99 ,0, 6.63555555556 -1.64555555556
1996-04-22 00:00 , 8.69 ,0, 11.02 -2.33
1996-05-02 00:00 , 18.4 ,0, 12.9277777778 5.47222222222
1996-05-12 00:00 , 16.5 ,0, 16.15 0.35
1996-05-22 00:00 , 19.4 ,0, 17.01 2.39
1996-06-02 00:00 , 20.0 ,0, 17.3 2.7
1996-06-12 00:00 , 19.4 ,0, 16.6 2.8
1996-06-23 00:00 , 20.2 ,0, 14.6111111111 5.58888888889
1996-07-03 00:00 , 16.2 ,0, 11.1388888889 5.06111111111
1996-07-13 00:00 , 9.57 ,0, 9.88666666667 -0.316666666667
1996-07-24 00:00 , 7.32 ,0, 8.10888888889 -0.788888888889
1996-08-04 00:00 , 7.18 ,0, 6.56555555556 0.614444444444
1996-08-14 00:00 , 4.49 ,0, 5.45666666667 -0.966666666667
1996-08-24 00:00 , 5.06 ,0, 4.59777777778 0.462222222222
1996-09-04 00:00 , 4.33 ,0, 4.14333333333 0.186666666667
1996-09-14 00:00 , 3.86 ,0, 3.71777777778 0.142222222222
1996-09-25 00:00 , 3.65 ,0, 3.46111111111 0.188888888889
1996-10-05 00:00 , 3.15 ,0, 3.29666666667 -0.146666666667
1996-10-15 00:00 , 3.2 ,0, 3.12444444444 0.0755555555556
1996-10-25 00:00 , 3.07 ,0, 3.00111111111 0.0688888888889
1996-11-05 00:00 , 2.96 ,0, 2.87 0.09
1996-11-15 00:00 , 2.77 ,0, 2.63888888889 0.131111111111
1996-11-26 00:00 , 2.85 ,0, 2.64888888889 0.201111111111
1997-00-00 00:1080 , 2.78 ,0, 2.61111111111 0.168888888889
1997-00-10 00:1080 , 2.73 ,0, 2.58333333333 0.146666666667
1997-00-21 00:1080 , 2.79 ,0, 2.36 0.43
1997-01-01 00:1080 , 2.63 ,0, 2.24555555556 0.384444444444
1997-01-11 00:1080 , 2.56 ,0, 2.23444444444 0.325555555556
1997-01-19 00:1080 , 2.54 ,0, 2.16555555556 0.374444444444
1997-01-29 00:1080 , 2.45 ,0, 2.14111111111 0.308888888889
1997-02-09 00:1080 , 2.46 ,0, 2.09666666667 0.363333333333
1997-02-20 00:1080 , 2.57 ,0, nan nan
1997-03-00 00:1080 , 2.75 ,0, nan nan
1997-03-10 00:1080 , 5.71 ,0, nan nan
1997-03-20 00:1080 , 7.68 ,0, nan nan
1997-04-00 00:1080 , 4.59 ,0, nan nan
1997-04-10 00:1080 , 12.1 ,0, 6.27666666667 5.82333333333
1997-04-21 00:1080 , 20.6 ,0, 10.2744444444 10.3255555556
1997-05-01 00:1080 , 14.3 ,0, 13.5944444444 0.705555555556
1997-05-11 00:1080 , 15.1 ,0, 16.35 -1.25
1997-05-21 00:1080 , 14.2 ,0, 16.6322222222 -2.43222222222
1997-06-01 00:1080 , 17.8 ,0, 17.3777777778 0.422222222222
1997-06-11 00:1080 , 17.9 ,0, 16.4111111111 1.48888888889
1997-06-22 00:1080 , 12.7 ,0, 15.3222222222 -2.62222222222
1997-07-02 00:1080 , 13.7 ,0, 11.5388888889 2.16111111111
1997-07-12 00:1080 , 11.4 ,0, 9.56111111111 1.83888888889
1997-07-23 00:1080 , 8.68 ,0, 7.94444444444 0.735555555556
1997-08-03 00:1080 , 6.69 ,0, 6.72111111111 -0.0311111111111
1997-08-13 00:1080 , 5.86 ,0, 5.35444444444 0.505555555556
1997-08-23 00:1080 , 4.94 ,0, 4.67777777778 0.262222222222
1997-09-03 00:1080 , 4.29 ,0, 4.14222222222 0.147777777778
1997-09-13 00:1080 , 3.69 ,0, 3.68444444444 0.00555555555556
1997-09-24 00:1080 , 3.32 ,0, 3.44777777778 -0.127777777778
1997-10-04 00:1080 , 3.05 ,0, 3.25333333333 -0.203333333333
1997-10-14 00:1080 , 2.78 ,0, 3.10222222222 -0.322222222222
1997-10-24 00:1080 , 2.72 ,0, 2.97444444444 -0.254444444444
1997-11-04 00:1080 , 2.68 ,0, 2.83333333333 -0.153333333333
1997-11-14 00:1080 , 2.68 ,0, 2.60888888889 0.0711111111111
1997-11-25 00:1080 , 2.59 ,0, 2.64888888889 -0.0588888888889
1998-00-00 00:720 , 2.53 ,0, 2.60333333333 -0.0733333333333
1998-00-10 00:720 , 2.53 ,0, 2.57 -0.04
1998-00-21 00:720 , 2.48 ,0, 2.35333333333 0.126666666667
1998-01-01 00:720 , 2.43 ,0, 2.22111111111 0.208888888889
1998-01-11 00:720 , 2.43 ,0, 2.20222222222 0.227777777778
1998-01-19 00:720 , 2.26 ,0, 2.13111111111 0.128888888889
1998-01-29 00:720 , 2.21 ,0, 2.09666666667 0.113333333333
1998-02-09 00:720 , 2.12 ,0, 2.05333333333 0.0666666666667
1998-02-20 00:720 , 2.12 ,0, nan nan
1998-03-00 00:720 , 2.19 ,0, nan nan
1998-03-10 00:720 , 2.4 ,0, nan nan
1998-03-20 00:720 , 2.39 ,0, nan nan
1998-04-00 00:720 , 3.45 ,0, nan nan
1998-04-10 00:720 , 5.68 ,0, 7.05666666667 -1.37666666667
1998-04-21 00:720 , 10.5 ,0, 11.5577777778 -1.05777777778
1998-05-01 00:720 , 12.3 ,0, 13.3166666667 -1.01666666667
1998-05-11 00:720 , 21.3 ,0, 15.45 5.85
1998-05-21 00:720 , 21.0 ,0, 16.5322222222 4.46777777778
1998-06-01 00:720 , 19.8 ,0, 17.1444444444 2.65555555556
1998-06-11 00:720 , 16.4 ,0, 16.7555555556 -0.355555555556
1998-06-22 00:720 , 18.0 ,0, 15.4111111111 2.58888888889
1998-07-02 00:720 , 18.6 ,0, 11.9811111111 6.61888888889
1998-07-12 00:720 , 13.6 ,0, 9.91555555556 3.68444444444
1998-07-23 00:720 , 11.4 ,0, 8.07 3.33
1998-08-03 00:720 , 8.14 ,0, 6.86111111111 1.27888888889
1998-08-13 00:720 , 6.12 ,0, 5.46444444444 0.655555555556
1998-08-23 00:720 , 5.3 ,0, 4.73222222222 0.567777777778
