T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 2.48 ,0, 1.86 0.62
1993-01-19 00:1080 , 2.46 ,0, 1.82666666667 0.633333333333
1993-01-29 00:1080 , 2.45 ,0, 1.82333333333 0.626666666667
1993-02-09 00:1080 , 2.43 ,0, 1.71 0.72
1993-02-20 00:1080 , 2.39 ,0, nan nan
1993-03-00 00:1080 , 2.57 ,0, nan nan
1993-03-10 00:1080 , 3.25 ,0, nan nan
1993-03-20 00:1080 , 3.28 ,0, nan nan
1993-04-00 00:1080 , 2.92 ,0, nan nan
1993-04-10 00:1080 , 5.7 ,0, 7.43666666667 -1.73666666667
1993-04-21 00:1080 , 12.2 ,0, 11.7033333333 0.496666666667
1993-05-01 00:1080 , 16.8 ,0, 14.2666666667 2.53333333333
1993-05-11 00:1080 , 20.3 ,0, 15.4666666667 4.83333333333
1993-05-21 00:1080 , 18.5 ,0, 16.3666666667 2.13333333333
1993-06-01 00:1080 , 19.4 ,0, 16.8 2.6
1993-06-11 00:1080 , 16.8 ,0, 14.0333333333 2.76666666667
1993-06-22 00:1080 , 13.2 ,0, 13.0 0.2
1993-07-02 00:1080 , 9.11 ,0, 11.6066666667 -2.49666666667
1993-07-12 00:1080 , 8.78 ,0, 10.3166666667 -1.53666666667
1993-07-23 00:1080 , 9.81 ,0, 9.25 0.56
1993-08-03 00:1080 , 7.83 ,0, 7.87 -0.04
1993-08-13 00:1080 , 6.43 ,0, 6.08 0.35
1993-08-23 00:1080 , 4.94 ,0, 5.20666666667 -0.266666666667
1993-09-03 00:1080 , 4.54 ,0, 4.53333333333 0.00666666666667
1993-09-13 00:1080 , 3.95 ,0, 4.11 -0.16
1993-09-24 00:1080 , 3.4 ,0, 3.83 -0.43
1993-10-04 00:1080 , 2.88 ,0, 3.86 -0.98
1993-10-14 00:1080 , 2.72 ,0, 3.67 -0.95
1993-10-24 00:1080 , 2.78 ,0, 3.51666666667 -0.736666666667
1993-11-04 00:1080 , 2.94 ,0, 3.23 -0.29
1993-11-14 00:1080 , 2.99 ,0, 3.08333333333 -0.0933333333333
1993-11-25 00:1080 , 2.85 ,0, 3.03 -0.18
1994-00-00 00:720 , 2.88 ,0, 2.92333333333 -0.0433333333333
1994-00-10 00:720 , 2.7 ,0, 2.89 -0.19
1994-00-21 00:720 , 2.49 ,0, 2.41333333333 0.0766666666667
1994-01-01 00:720 , 2.26 ,0, 2.17666666667 0.0833333333333
1994-01-11 00:720 , 2.4 ,0, 2.14 0.26
1994-01-19 00:720 , 2.23 ,0, 2.10666666667 0.123333333333
1994-01-29 00:720 , 2.23 ,0, 2.10333333333 0.126666666667
1994-02-09 00:720 , 2.17 ,0, 2.09333333333 0.0766666666667
1994-02-20 00:720 , 2.34 ,0, nan nan
1994-03-00 00:720 , 2.37 ,0, nan nan
1994-03-10 00:720 , 2.83 ,0, nan nan
1994-03-20 00:720 , 3.52 ,0, nan nan
1994-04-00 00:720 , 6.55 ,0, nan nan
1994-04-10 00:720 , 8.82 ,0, 5.53666666667 3.28333333333
1994-04-21 00:720 , 12.7 ,0, 11.5366666667 1.16333333333
1994-05-01 00:720 , 12.8 ,0, 14.7666666667 -1.96666666667
1994-05-11 00:720 , 17.4 ,0, 16.6666666667 0.733333333333
1994-05-21 00:720 , 20.5 ,0, 17.5666666667 2.93333333333
1994-06-01 00:720 , 16.0 ,0, 18.7333333333 -2.73333333333
1994-06-11 00:720 , 13.7 ,0, 15.3333333333 -1.63333333333
1994-06-22 00:720 , 13.9 ,0, 13.5 0.4
1994-07-02 00:720 , 11.3 ,0, 11.3366666667 -0.0366666666667
1994-07-12 00:720 , 10.4 ,0, 10.3933333333 0.00666666666667
1994-07-23 00:720 , 7.07 ,0, 9.79333333333 -2.72333333333
1994-08-03 00:720 , 5.52 ,0, 7.87 -2.35
1994-08-13 00:720 , 4.85 ,0, 6.03333333333 -1.18333333333
1994-08-23 00:720 , 4.47 ,0, 5.03 -0.56
1994-09-03 00:720 , 4.05 ,0, 4.52666666667 -0.476666666667
1994-09-13 00:720 , 3.83 ,0, 4.01333333333 -0.183333333333
1994-09-24 00:720 , 3.75 ,0, 3.56 0.19
1994-10-04 00:720 , 3.75 ,0, 3.40333333333 0.346666666667
1994-10-14 00:720 , 3.72 ,0, 3.19 0.53
1994-10-24 00:720 , 3.49 ,0, 3.09666666667 0.393333333333
1994-11-04 00:720 , 3.05 ,0, 2.92666666667 0.123333333333
1994-11-14 00:720 , 3.06 ,0, 2.85 0.21
1994-11-25 00:720 , 2.98 ,0, 2.71333333333 0.266666666667
1995-00-00 00:360 , 2.88 ,0, 2.61666666667 0.263333333333
1995-00-10 00:360 , 2.79 ,0, 2.52333333333 0.266666666667
1995-00-21 00:360 , 2.56 ,0, 2.41 0.15
1995-01-01 00:360 , 2.71 ,0, 2.27666666667 0.433333333333
1995-01-11 00:360 , 2.61 ,0, 2.32333333333 0.286666666667
1995-01-19 00:360 , 2.38 ,0, 2.26 0.12
1995-01-29 00:360 , 2.48 ,0, 2.25666666667 0.223333333333
1995-02-09 00:360 , 2.43 ,0, 2.22333333333 0.206666666667
1995-02-20 00:360 , 2.38 ,0, 2.29333333333 0.0866666666667
1995-03-00 00:360 , 2.25 ,0, 2.45 -0.2
1995-03-10 00:360 , 2.25 ,0, 3.09333333333 -0.843333333333
1995-03-20 00:360 , 3.03 ,0, 3.32333333333 -0.293333333333
1995-04-00 00:360 , 5.25 ,0, 5.27666666667 -0.0266666666667
1995-04-10 00:360 , 4.63 ,0, 7.32333333333 -2.69333333333
1995-04-21 00:360 , 6.24 ,0, 12.5333333333 -6.29333333333
