T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 7.18 ,0, 9.56333333333 -2.38333333333
1993-01-19 00:1080 , 7.22 ,0, 9.64222222222 -2.42222222222
1993-01-29 00:1080 , 7.31 ,0, 9.65666666667 -2.34666666667
1993-02-09 00:1080 , 7.32 ,0, 9.81 -2.49
1993-02-20 00:1080 , 6.39 ,0, 10.1955555556 -3.80555555556
1993-03-00 00:1080 , 6.63 ,0, 11.4366666667 -4.80666666667
1993-03-10 00:1080 , 8.28 ,0, 15.3111111111 -7.03111111111
1993-03-20 00:1080 , 19.4 ,0, 18.6333333333 0.766666666667
1993-04-00 00:1080 , 16.8 ,0, 22.7333333333 -5.93333333333
1993-04-10 00:1080 , 26.4 ,0, 26.6666666667 -0.266666666667
1993-04-21 00:1080 , 43.0 ,0, 35.6777777778 7.32222222222
1993-05-01 00:1080 , 45.3 ,0, 36.2333333333 9.06666666667
1993-05-11 00:1080 , 45.2 ,0, 44.3111111111 0.888888888889
1993-05-21 00:1080 , 50.1 ,0, 47.4555555556 2.64444444444
1993-06-01 00:1080 , 49.8 ,0, 51.0555555556 -1.25555555556
1993-06-11 00:1080 , 40.1 ,0, 54.3 -14.2
1993-06-22 00:1080 , 34.7 ,0, 51.3 -16.6
1993-07-02 00:1080 , 30.9 ,0, 46.7777777778 -15.8777777778
1993-07-12 00:1080 , 30.4 ,0, 41.3 -10.9
1993-07-23 00:1080 , 30.1 ,0, 34.7 -4.6
1993-08-03 00:1080 , 19.1 ,0, 28.6111111111 -9.51111111111
1993-08-13 00:1080 , 23.7 ,0, 24.2333333333 -0.533333333333
1993-08-23 00:1080 , nan ,0, 20.9666666667 nan
1993-09-03 00:1080 , nan ,0, 18.6777777778 nan
1993-09-13 00:1080 , nan ,0, 17.4222222222 nan
1993-09-24 00:1080 , 14.0 ,0, 16.2111111111 -2.21111111111
1993-10-04 00:1080 , 12.9 ,0, 14.9666666667 -2.06666666667
1993-10-14 00:1080 , 11.9 ,0, 13.7333333333 -1.83333333333
1993-10-24 00:1080 , nan ,0, 13.0222222222 nan
1993-11-04 00:1080 , nan ,0, 12.3888888889 nan
1993-11-14 00:1080 , nan ,0, 11.5988888889 nan
1993-11-25 00:1080 , nan ,0, 11.0233333333 nan
1994-00-00 00:720 , nan ,0, 10.5744444444 nan
1994-00-10 00:720 , nan ,0, 10.2866666667 nan
1994-00-21 00:720 , nan ,0, 10.1011111111 nan
1994-01-01 00:720 , nan ,0, 9.70777777778 nan
1994-01-11 00:720 , nan ,0, 9.31666666667 nan
1994-01-19 00:720 , 8.2 ,0, 9.36666666667 -1.16666666667
1994-01-29 00:720 , 8.17 ,0, 9.38444444444 -1.21444444444
1994-02-09 00:720 , 9.15 ,0, 9.47888888889 -0.328888888889
1994-02-20 00:720 , 8.66 ,0, 9.82777777778 -1.16777777778
1994-03-00 00:720 , 8.68 ,0, 11.0711111111 -2.39111111111
1994-03-10 00:720 , 9.49 ,0, 14.9533333333 -5.46333333333
1994-03-20 00:720 , 16.4 ,0, 19.3 -2.9
1994-04-00 00:720 , 28.4 ,0, 23.4444444444 4.95555555556
1994-04-10 00:720 , 30.1 ,0, 27.6666666667 2.43333333333
1994-04-21 00:720 , 47.0 ,0, 35.3111111111 11.6888888889
1994-05-01 00:720 , 57.4 ,0, 38.0444444444 19.3555555556
1994-05-11 00:720 , 61.1 ,0, 45.3222222222 15.7777777778
1994-05-21 00:720 , 60.9 ,0, 49.5111111111 11.3888888889
1994-06-01 00:720 , 57.3 ,0, 51.9444444444 5.35555555556
1994-06-11 00:720 , 50.5 ,0, 53.9777777778 -3.47777777778
1994-06-22 00:720 , 44.0 ,0, 49.7333333333 -5.73333333333
1994-07-02 00:720 , 48.5 ,0, 43.9111111111 4.58888888889
1994-07-12 00:720 , 37.7 ,0, 39.0444444444 -1.34444444444
1994-07-23 00:720 , 30.7 ,0, 33.8666666667 -3.16666666667
1994-08-03 00:720 , 25.7 ,0, 27.7111111111 -2.01111111111
1994-08-13 00:720 , 24.4 ,0, 24.3333333333 0.0666666666667
1994-08-23 00:720 , 21.8 ,0, nan nan
1994-09-03 00:720 , 17.2 ,0, nan nan
1994-09-13 00:720 , 15.1 ,0, nan nan
1994-09-24 00:720 , 15.0 ,0, 16.2333333333 -1.23333333333
1994-10-04 00:720 , 14.5 ,0, 14.9222222222 -0.422222222222
1994-10-14 00:720 , 13.8 ,0, 13.6666666667 0.133333333333
1994-10-24 00:720 , 13.5 ,0, nan nan
1994-11-04 00:720 , 12.3 ,0, nan nan
1994-11-14 00:720 , 10.6 ,0, nan nan
1994-11-25 00:720 , 9.24 ,0, nan nan
1995-00-00 00:360 , 8.85 ,0, nan nan
1995-00-10 00:360 , 8.83 ,0, nan nan
1995-00-21 00:360 , 9.18 ,0, nan nan
1995-01-01 00:360 , 8.78 ,0, nan nan
1995-01-11 00:360 , 8.63 ,0, nan nan
1995-01-19 00:360 , 8.52 ,0, 9.34555555556 -0.825555555556
1995-01-29 00:360 , 8.42 ,0, 9.28777777778 -0.867777777778
1995-02-09 00:360 , 9.92 ,0, 9.38666666667 0.533333333333
1995-02-20 00:360 , 9.21 ,0, 9.65666666667 -0.446666666667
1995-03-00 00:360 , 9.71 ,0, 10.7688888889 -1.05888888889
1995-03-10 00:360 , 9.12 ,0, 13.5411111111 -4.42111111111
1995-03-20 00:360 , 17.2 ,0, 18.7888888889 -1.58888888889
1995-04-00 00:360 , 27.2 ,0, 24.9444444444 2.25555555556
1995-04-10 00:360 , 26.8 ,0, 27.2111111111 -0.411111111111
1995-04-21 00:360 , 22.6 ,0, 37.9444444444 -15.3444444444
1995-05-01 00:360 , 30.7 ,0, 39.5555555556 -8.85555555556
1995-05-11 00:360 , 32.6 ,0, 46.2777777778 -13.6777777778
1995-05-21 00:360 , 38.0 ,0, 50.8777777778 -12.8777777778
1995-06-01 00:360 , 43.0 ,0, 53.1777777778 -10.1777777778
1995-06-11 00:360 , 39.5 ,0, 53.8 -14.3
1995-06-22 00:360 , 33.9 ,0, 48.2222222222 -14.3222222222
1995-07-02 00:360 , 31.4 ,0, 44.5222222222 -13.1222222222
1995-07-12 00:360 , 29.3 ,0, 39.1333333333 -9.83333333333
1995-07-23 00:360 , 23.6 ,0, 33.7666666667 -10.1666666667
1995-08-03 00:360 , 19.2 ,0, 27.7 -8.5
1995-08-13 00:360 , 18.3 ,0, 24.4666666667 -6.16666666667
1995-08-23 00:360 , 13.9 ,0, nan nan
1995-09-03 00:360 , 10.3 ,0, nan nan
1995-09-13 00:360 , 8.95 ,0, nan nan
1995-09-24 00:360 , 7.98 ,0, 16.1777777778 -8.19777777778
1995-10-04 00:360 , 7.61 ,0, 14.9888888889 -7.37888888889
1995-10-14 00:360 , 7.64 ,0, 13.9 -6.26
1995-10-24 00:360 , 7.78 ,0, nan nan
1995-11-04 00:360 , 8.07 ,0, nan nan
1995-11-14 00:360 , 8.17 ,0, nan nan
1995-11-25 00:360 , 7.8 ,0, nan nan
1996-00-00 00:00 , 8.55 ,0, nan nan
1996-00-10 00:00 , 8.8 ,0, nan nan
1996-00-21 00:00 , 8.46 ,0, nan nan
1996-01-01 00:00 , 8.19 ,0, nan nan
1996-01-11 00:00 , 8.19 ,0, nan nan
1996-01-20 00:00 , 7.97 ,0, 9.32444444444 -1.35444444444
1996-02-00 00:00 , 8.28 ,0, 9.27111111111 -0.991111111111
1996-02-10 00:00 , 8.09 ,0, 9.58777777778 -1.49777777778
1996-02-21 00:00 , 8.17 ,0, 9.52444444444 -1.35444444444
1996-03-01 00:00 , 9.48 ,0, 10.0033333333 -0.523333333333
1996-03-11 00:00 , 11.1 ,0, 13.1766666667 -2.07666666667
1996-03-21 00:00 , 10.6 ,0, 18.1555555556 -7.55555555556
1996-04-01 00:00 , 12.3 ,0, 25.6222222222 -13.3222222222
1996-04-11 00:00 , 24.2 ,0, 28.4111111111 -4.21111111111
1996-04-22 00:00 , 35.2 ,0, 37.5111111111 -2.31111111111
1996-05-02 00:00 , 64.9 ,0, 39.3333333333 25.5666666667
1996-05-12 00:00 , 46.9 ,0, 43.7444444444 3.15555555556
1996-05-22 00:00 , 35.6 ,0, 48.8 -13.2
1996-06-02 00:00 , 39.4 ,0, 53.0222222222 -13.6222222222
1996-06-12 00:00 , 41.8 ,0, 50.6666666667 -8.86666666667
1996-06-23 00:00 , 59.0 ,0, 44.6888888889 14.3111111111
1996-07-03 00:00 , 54.0 ,0, 42.3777777778 11.6222222222
1996-07-13 00:00 , 29.8 ,0, 37.8333333333 -8.03333333333
1996-07-24 00:00 , 25.6 ,0, 33.0222222222 -7.42222222222
1996-08-04 00:00 , 23.3 ,0, 26.9666666667 -3.66666666667
1996-08-14 00:00 , 21.4 ,0, 23.9444444444 -2.54444444444
1996-08-24 00:00 , 18.6 ,0, nan nan
1996-09-04 00:00 , 17.3 ,0, nan nan
1996-09-14 00:00 , 16.5 ,0, nan nan
1996-09-25 00:00 , 14.6 ,0, 15.0866666667 -0.486666666667
1996-10-05 00:00 , 12.8 ,0, 14.1122222222 -1.31222222222
1996-10-15 00:00 , 11.9 ,0, 13.2488888889 -1.34888888889
1996-10-25 00:00 , 11.8 ,0, nan nan
1996-11-05 00:00 , 11.4 ,0, nan nan
1996-11-15 00:00 , 10.8 ,0, nan nan
1996-11-26 00:00 , 10.1 ,0, nan nan
1997-00-00 00:1080 , 10.3 ,0, nan nan
1997-00-10 00:1080 , 10.8 ,0, nan nan
1997-00-21 00:1080 , 10.7 ,0, nan nan
1997-01-01 00:1080 , 10.4 ,0, nan nan
1997-01-11 00:1080 , 9.25 ,0, nan nan
1997-01-19 00:1080 , 9.02 ,0, 9.07666666667 -0.0566666666667
1997-01-29 00:1080 , 9.08 ,0, 9.09 -0.01
1997-02-09 00:1080 , 9.11 ,0, 9.39555555556 -0.285555555556
1997-02-20 00:1080 , 10.9 ,0, 9.34333333333 1.55666666667
1997-03-00 00:1080 , 14.2 ,0, 9.92333333333 4.27666666667
1997-03-10 00:1080 , 25.8 ,0, 12.5322222222 13.2677777778
1997-03-20 00:1080 , 30.8 ,0, 17.9888888889 12.8111111111
1997-04-00 00:1080 , 25.7 ,0, 22.7777777778 2.92222222222
1997-04-10 00:1080 , 40.4 ,0, 26.8222222222 13.5777777778
1997-04-21 00:1080 , 62.7 ,0, 35.8444444444 26.8555555556
1997-05-01 00:1080 , 60.0 ,0, 42.6 17.4
1997-05-11 00:1080 , 49.9 ,0, 44.6666666667 5.23333333333
1997-05-21 00:1080 , 50.1 ,0, 45.5555555556 4.54444444444
1997-06-01 00:1080 , 50.6 ,0, 49.4444444444 1.15555555556
1997-06-11 00:1080 , 37.8 ,0, 47.7222222222 -9.92222222222
1997-06-22 00:1080 , 41.6 ,0, 45.3888888889 -3.78888888889
1997-07-02 00:1080 , 43.2 ,0, 42.0666666667 1.13333333333
1997-07-12 00:1080 , 37.5 ,0, 35.4888888889 2.01111111111
1997-07-23 00:1080 , 31.8 ,0, 31.4111111111 0.388888888889
1997-08-03 00:1080 , 28.4 ,0, 26.0444444444 2.35555555556
1997-08-13 00:1080 , 22.8 ,0, 23.1555555556 -0.355555555556
1997-08-23 00:1080 , 19.3 ,0, nan nan
1997-09-03 00:1080 , 16.4 ,0, nan nan
1997-09-13 00:1080 , 15.3 ,0, nan nan
1997-09-24 00:1080 , 13.7 ,0, 14.3644444444 -0.664444444444
1997-10-04 00:1080 , 12.7 ,0, 13.3233333333 -0.623333333333
1997-10-14 00:1080 , 11.3 ,0, 12.5377777778 -1.23777777778
1997-10-24 00:1080 , 10.9 ,0, nan nan
1997-11-04 00:1080 , 9.36 ,0, nan nan
1997-11-14 00:1080 , 8.72 ,0, nan nan
1997-11-25 00:1080 , 9.33 ,0, nan nan
1998-00-00 00:720 , 9.04 ,0, nan nan
1998-00-10 00:720 , 8.98 ,0, nan nan
1998-00-21 00:720 , 8.65 ,0, nan nan
1998-01-01 00:720 , 8.15 ,0, nan nan
1998-01-11 00:720 , 8.0 ,0, nan nan
1998-01-19 00:720 , 7.74 ,0, 8.76777777778 -1.02777777778
1998-01-29 00:720 , 7.49 ,0, 8.87666666667 -1.38666666667
1998-02-09 00:720 , 8.91 ,0, 9.20777777778 -0.297777777778
1998-02-20 00:720 , 7.49 ,0, 9.36555555556 -1.87555555556
1998-03-00 00:720 , 8.42 ,0, 9.94555555556 -1.52555555556
1998-03-10 00:720 , 8.15 ,0, 12.1322222222 -3.98222222222
1998-03-20 00:720 , 8.3 ,0, 17.4666666667 -9.16666666667
1998-04-00 00:720 , 14.0 ,0, 23.4888888889 -9.48888888889
1998-04-10 00:720 , 20.6 ,0, 29.0111111111 -8.41111111111
1998-04-21 00:720 , 35.8 ,0, 39.7111111111 -3.91111111111
1998-05-01 00:720 , 40.5 ,0, 42.7333333333 -2.23333333333
1998-05-11 00:720 , 64.6 ,0, 42.4111111111 22.1888888889
1998-05-21 00:720 , 63.6 ,0, 44.9666666667 18.6333333333
1998-06-01 00:720 , 62.0 ,0, 48.4777777778 13.5222222222
1998-06-11 00:720 , 56.9 ,0, 44.8 12.1
1998-06-22 00:720 , 56.2 ,0, 43.7111111111 12.4888888889
1998-07-02 00:720 , 57.4 ,0, 41.2222222222 16.1777777778
1998-07-12 00:720 , 51.5 ,0, 34.4888888889 17.0111111111
1998-07-23 00:720 , 44.6 ,0, 30.2555555556 14.3444444444
1998-08-03 00:720 , 37.9 ,0, 25.1888888889 12.7111111111
1998-08-13 00:720 , 32.0 ,0, 22.7777777778 9.22222222222
1998-08-23 00:720 , 25.0 ,0, nan nan
1998-09-03 00:720 , 22.3 ,0, nan nan
1998-09-13 00:720 , 19.8 ,0, nan nan
1998-09-24 00:720 , 18.0 ,0, 13.9422222222 4.05777777778
1998-10-04 00:720 , 15.5 ,0, 12.9788888889 2.52111111111
1998-10-14 00:720 , 15.9 ,0, 12.0044444444 3.89555555556
1998-10-24 00:720 , 14.5 ,0, nan nan
1998-11-04 00:720 , 14.4 ,0, nan nan
1998-11-14 00:720 , 13.4 ,0, nan nan
1998-11-25 00:720 , 13.2 ,0, nan nan
1999-00-00 00:360 , 13.1 ,0, nan nan
1999-00-10 00:360 , 12.9 ,0, nan nan
1999-00-21 00:360 , 12.5 ,0, nan nan
1999-01-01 00:360 , 12.2 ,0, nan nan
1999-01-11 00:360 , 12.1 ,0, nan nan
1999-01-19 00:360 , 12.1 ,0, 8.45 3.65
1999-01-29 00:360 , 11.7 ,0, 8.44222222222 3.25777777778
1999-02-09 00:360 , 10.7 ,0, 8.88666666667 1.81333333333
1999-02-20 00:360 , 10.7 ,0, 8.92 1.78
1999-03-00 00:360 , 10.9 ,0, 9.71444444444 1.18555555556
1999-03-10 00:360 , 11.9 ,0, 11.7488888889 0.151111111111
1999-03-20 00:360 , 14.4 ,0, 16.2555555556 -1.85555555556
1999-04-00 00:360 , 19.4 ,0, 22.0222222222 -2.62222222222
1999-04-10 00:360 , 39.9 ,0, 26.4666666667 13.4333333333
1999-04-21 00:360 , 52.6 ,0, 38.1888888889 14.4111111111
1999-05-01 00:360 , 40.9 ,0, 44.8111111111 -3.91111111111
1999-05-11 00:360 , 39.6 ,0, 45.4888888889 -5.88888888889
1999-05-21 00:360 , 40.7 ,0, 47.7333333333 -7.03333333333
1999-06-01 00:360 , 68.3 ,0, 50.0222222222 18.2777777778
1999-06-11 00:360 , 65.0 ,0, 45.7777777778 19.2222222222
1999-06-22 00:360 , 77.3 ,0, 44.8111111111 32.4888888889
1999-07-02 00:360 , 57.5 ,0, 43.1 14.4
1999-07-12 00:360 , 55.9 ,0, 36.0555555556 19.8444444444
1999-07-23 00:360 , 50.1 ,0, 31.9111111111 18.1888888889
1999-08-03 00:360 , 43.8 ,0, 26.7222222222 17.0777777778
1999-08-13 00:360 , 36.8 ,0, 23.7555555556 13.0444444444
1999-08-23 00:360 , 30.6 ,0, nan nan
1999-09-03 00:360 , 27.6 ,0, nan nan
1999-09-13 00:360 , 26.4 ,0, nan nan
1999-09-24 00:360 , 22.1 ,0, 14.2977777778 7.80222222222
1999-10-04 00:360 , 19.9 ,0, 13.0788888889 6.82111111111
1999-10-14 00:360 , 17.2 ,0, 12.1377777778 5.06222222222
1999-10-24 00:360 , 14.3 ,0, nan nan
1999-11-04 00:360 , 12.3 ,0, nan nan
1999-11-14 00:360 , 11.4 ,0, nan nan
1999-11-25 00:360 , 11.5 ,0, nan nan
2000-00-00 00:00 , 14.1 ,0, nan nan
2000-00-10 00:00 , 14.5 ,0, nan nan
2000-00-21 00:00 , 15.4 ,0, nan nan
2000-01-01 00:00 , 15.8 ,0, nan nan
