T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 2.58 ,0, 1.82666666667 0.753333333333
1993-01-19 00:1080 , 2.5 ,0, 1.79333333333 0.706666666667
1993-01-29 00:1080 , 2.5 ,0, 1.77 0.73
1993-02-09 00:1080 , 2.5 ,0, 1.7 0.8
1993-02-20 00:1080 , 2.45 ,0, 1.66333333333 0.786666666667
1993-03-00 00:1080 , 2.49 ,0, 1.61666666667 0.873333333333
1993-03-10 00:1080 , 3.1 ,0, 1.67666666667 1.42333333333
1993-03-20 00:1080 , 3.3 ,0, 1.89 1.41
1993-04-00 00:1080 , 3.41 ,0, 4.16666666667 -0.756666666667
1993-04-10 00:1080 , 5.91 ,0, 4.67 1.24
1993-04-21 00:1080 , 9.22 ,0, 8.07 1.15
1993-05-01 00:1080 , 14.4 ,0, 11.1666666667 3.23333333333
1993-05-11 00:1080 , 18.2 ,0, 14.6 3.6
1993-05-21 00:1080 , 22.1 ,0, 16.7666666667 5.33333333333
1993-06-01 00:1080 , 21.6 ,0, 20.9333333333 0.666666666667
1993-06-11 00:1080 , 21.7 ,0, 20.6 1.1
1993-06-22 00:1080 , 20.1 ,0, 23.6333333333 -3.53333333333
1993-07-02 00:1080 , 15.8 ,0, 18.1666666667 -2.36666666667
1993-07-12 00:1080 , 12.4 ,0, 15.3666666667 -2.96666666667
1993-07-23 00:1080 , 12.5 ,0, 13.1666666667 -0.666666666667
1993-08-03 00:1080 , 10.4 ,0, 10.8833333333 -0.483333333333
1993-08-13 00:1080 , 7.82 ,0, 8.56 -0.74
1993-08-23 00:1080 , 6.11 ,0, 6.45333333333 -0.343333333333
1993-09-03 00:1080 , 4.97 ,0, 4.57666666667 0.393333333333
1993-09-13 00:1080 , 4.15 ,0, 3.84333333333 0.306666666667
1993-09-24 00:1080 , 3.53 ,0, 3.25333333333 0.276666666667
1993-10-04 00:1080 , 3.26 ,0, 2.90333333333 0.356666666667
1993-10-14 00:1080 , 3.0 ,0, 2.70666666667 0.293333333333
1993-10-24 00:1080 , 2.87 ,0, 2.35 0.52
1993-11-04 00:1080 , 2.82 ,0, 2.17 0.65
1993-11-14 00:1080 , 2.74 ,0, 2.03333333333 0.706666666667
