T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 1.67 ,0, 1.5075 0.1625
1993-01-19 00:1080 , 1.55 ,0, 1.5075 0.0425
1993-01-29 00:1080 , 1.62 ,0, 1.515 0.105
1993-02-09 00:1080 , 1.57 ,0, 1.465 0.105
1993-02-20 00:1080 , 1.56 ,0, 1.4925 0.0675
1993-03-00 00:1080 , 1.66 ,0, 1.45 0.21
1993-03-10 00:1080 , 2.13 ,0, 1.5 0.63
1993-03-20 00:1080 , 2.12 ,0, 1.8175 0.3025
1993-04-00 00:1080 , 2.08 ,0, 3.0 -0.92
1993-04-10 00:1080 , 4.13 ,0, 3.205 0.925
1993-04-21 00:1080 , 7.9 ,0, 5.87 2.03
1993-05-01 00:1080 , 10.5 ,0, 6.495 4.005
1993-05-11 00:1080 , 12.2 ,0, 8.8325 3.3675
1993-05-21 00:1080 , 14.5 ,0, 10.47 4.03
1993-06-01 00:1080 , 13.5 ,0, 13.15 0.35
1993-06-11 00:1080 , 10.4 ,0, 14.425 -4.025
1993-06-22 00:1080 , 10.5 ,0, 15.1 -4.6
1993-07-02 00:1080 , 10.8 ,0, 12.35 -1.55
1993-07-12 00:1080 , 8.19 ,0, 10.575 -2.385
1993-07-23 00:1080 , 8.04 ,0, 8.045 -0.005
1993-08-03 00:1080 , 5.66 ,0, 6.67 -1.01
1993-08-13 00:1080 , 4.07 ,0, 5.4975 -1.4275
1993-08-23 00:1080 , 3.16 ,0, 4.3475 -1.1875
1993-09-03 00:1080 , 2.72 ,0, 3.44 -0.72
1993-09-13 00:1080 , 2.36 ,0, 2.9425 -0.5825
1993-09-24 00:1080 , 2.1 ,0, 2.565 -0.465
1993-10-04 00:1080 , 2.02 ,0, 2.295 -0.275
1993-10-14 00:1080 , 1.89 ,0, 2.215 -0.325
1993-10-24 00:1080 , 1.84 ,0, 2.1725 -0.3325
1993-11-04 00:1080 , 1.78 ,0, 2.045 -0.265
1993-11-14 00:1080 , 1.7 ,0, 1.94 -0.24
1993-11-25 00:1080 , 1.68 ,0, 1.775 -0.095
1994-00-00 00:720 , 1.61 ,0, 1.6625 -0.0525
1994-00-10 00:720 , 1.52 ,0, 1.6025 -0.0825
1994-00-21 00:720 , 1.52 ,0, 1.5575 -0.0375
1994-01-01 00:720 , 1.51 ,0, 1.545 -0.035
1994-01-11 00:720 , 1.47 ,0, 1.49 -0.02
1994-01-19 00:720 , 1.45 ,0, 1.4575 -0.0075
1994-01-29 00:720 , 1.45 ,0, 1.49 -0.04
