T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 0.62 ,0, nan nan
1993-01-19 00:1080 , 0.58 ,0, nan nan
1993-01-29 00:1080 , 0.58 ,0, nan nan
1993-02-09 00:1080 , 0.58 ,0, nan nan
1993-02-20 00:1080 , 0.58 ,0, nan nan
1993-03-00 00:1080 , 0.59 ,0, nan nan
1993-03-10 00:1080 , 1.05 ,0, nan nan
1993-03-20 00:1080 , 1.04 ,0, nan nan
1993-04-00 00:1080 , 0.84 ,0, nan nan
1993-04-10 00:1080 , 2.09 ,0, nan nan
1993-04-21 00:1080 , 3.92 ,0, nan nan
1993-05-01 00:1080 , 4.97 ,0, nan nan
1993-05-11 00:1080 , 5.25 ,0, nan nan
1993-05-21 00:1080 , 6.21 ,0, nan nan
1993-06-01 00:1080 , 6.09 ,0, nan nan
1993-06-11 00:1080 , 5.66 ,0, nan nan
1993-06-22 00:1080 , 5.43 ,0, nan nan
1993-07-02 00:1080 , 5.04 ,0, nan nan
1993-07-12 00:1080 , 3.46 ,0, nan nan
1993-07-23 00:1080 , 2.93 ,0, nan nan
1993-08-03 00:1080 , 2.83 ,0, nan nan
1993-08-13 00:1080 , 1.89 ,0, nan nan
1993-08-23 00:1080 , 1.45 ,0, nan nan
1993-09-03 00:1080 , 1.06 ,0, nan nan
1993-09-13 00:1080 , 1.01 ,0, nan nan
1993-09-24 00:1080 , 1.0 ,0, nan nan
1993-10-04 00:1080 , 1.0 ,0, nan nan
1993-10-14 00:1080 , 0.97 ,0, nan nan
1993-10-24 00:1080 , 0.83 ,0, nan nan
1993-11-04 00:1080 , 0.83 ,0, nan nan
1993-11-14 00:1080 , 0.83 ,0, nan nan
1993-11-25 00:1080 , 0.83 ,0, nan nan
1994-00-00 00:720 , 0.83 ,0, nan nan
1994-00-10 00:720 , 0.77 ,0, nan nan
1994-00-21 00:720 , 0.67 ,0, nan nan
1994-01-01 00:720 , 0.72 ,0, nan nan
1994-01-11 00:720 , 0.69 ,0, nan nan
1994-01-19 00:720 , 0.63 ,0, nan nan
1994-01-29 00:720 , 0.65 ,0, nan nan
1994-02-09 00:720 , 0.61 ,0, nan nan
1994-02-20 00:720 , 0.59 ,0, nan nan
1994-03-00 00:720 , 0.65 ,0, nan nan
1994-03-10 00:720 , 0.9 ,0, nan nan
1994-03-20 00:720 , 1.44 ,0, nan nan
1994-04-00 00:720 , 1.95 ,0, nan nan
1994-04-10 00:720 , 2.61 ,0, nan nan
1994-04-21 00:720 , 5.43 ,0, nan nan
1994-05-01 00:720 , 4.69 ,0, nan nan
1994-05-11 00:720 , 6.28 ,0, nan nan
1994-05-21 00:720 , 9.73 ,0, nan nan
1994-06-01 00:720 , 8.69 ,0, nan nan
1994-06-11 00:720 , 7.3 ,0, nan nan
1994-06-22 00:720 , 5.18 ,0, nan nan
1994-07-02 00:720 , 3.5 ,0, nan nan
1994-07-12 00:720 , 3.21 ,0, nan nan
1994-07-23 00:720 , 2.28 ,0, nan nan
1994-08-03 00:720 , 1.65 ,0, nan nan
1994-08-13 00:720 , 1.4 ,0, nan nan
1994-08-23 00:720 , 1.23 ,0, nan nan
1994-09-03 00:720 , 1.01 ,0, nan nan
1994-09-13 00:720 , 0.95 ,0, nan nan
1994-09-24 00:720 , 0.89 ,0, nan nan
1994-10-04 00:720 , 0.83 ,0, nan nan
1994-10-14 00:720 , 0.83 ,0, nan nan
1994-10-24 00:720 , 0.81 ,0, nan nan
1994-11-04 00:720 , 0.78 ,0, nan nan
1994-11-14 00:720 , 0.71 ,0, nan nan
1994-11-25 00:720 , 0.7 ,0, nan nan
1995-00-00 00:360 , 0.68 ,0, nan nan
1995-00-10 00:360 , 0.59 ,0, nan nan
1995-00-21 00:360 , 0.54 ,0, nan nan
1995-01-01 00:360 , 0.54 ,0, nan nan
1995-01-11 00:360 , 0.54 ,0, nan nan
1995-01-19 00:360 , 0.54 ,0, nan nan
1995-01-29 00:360 , 0.54 ,0, nan nan
1995-02-09 00:360 , 0.53 ,0, nan nan
1995-02-20 00:360 , 0.47 ,0, nan nan
1995-03-00 00:360 , 0.54 ,0, nan nan
1995-03-10 00:360 , 0.54 ,0, nan nan
1995-03-20 00:360 , 1.06 ,0, nan nan
1995-04-00 00:360 , 1.38 ,0, nan nan
1995-04-10 00:360 , 1.14 ,0, nan nan
1995-04-21 00:360 , 1.55 ,0, nan nan
1995-05-01 00:360 , 2.43 ,0, nan nan
1995-05-11 00:360 , 3.72 ,0, nan nan
1995-05-21 00:360 , 5.05 ,0, nan nan
1995-06-01 00:360 , 6.31 ,0, nan nan
1995-06-11 00:360 , 4.12 ,0, nan nan
1995-06-22 00:360 , 4.15 ,0, nan nan
1995-07-02 00:360 , 3.95 ,0, nan nan
1995-07-12 00:360 , 2.89 ,0, nan nan
1995-07-23 00:360 , 1.89 ,0, nan nan
1995-08-03 00:360 , 1.43 ,0, nan nan
1995-08-13 00:360 , 1.29 ,0, nan nan
1995-08-23 00:360 , 1.09 ,0, nan nan
1995-09-03 00:360 , 0.95 ,0, nan nan
1995-09-13 00:360 , 0.78 ,0, nan nan
1995-09-24 00:360 , 0.66 ,0, nan nan
1995-10-04 00:360 , 0.66 ,0, nan nan
1995-10-14 00:360 , 0.6 ,0, nan nan
1995-10-24 00:360 , 0.62 ,0, nan nan
1995-11-04 00:360 , 0.57 ,0, nan nan
1995-11-14 00:360 , 0.53 ,0, nan nan
1995-11-25 00:360 , 0.52 ,0, nan nan
1996-00-00 00:00 , 0.52 ,0, nan nan
1996-00-10 00:00 , 0.51 ,0, nan nan
1996-00-21 00:00 , 0.47 ,0, nan nan
1996-01-01 00:00 , 0.47 ,0, nan nan
1996-01-11 00:00 , 0.47 ,0, nan nan
1996-01-20 00:00 , 0.47 ,0, nan nan
1996-02-00 00:00 , 0.47 ,0, nan nan
1996-02-10 00:00 , 0.47 ,0, nan nan
1996-02-21 00:00 , 0.44 ,0, nan nan
1996-03-01 00:00 , 0.56 ,0, nan nan
1996-03-11 00:00 , 0.68 ,0, nan nan
1996-03-21 00:00 , 0.65 ,0, nan nan
1996-04-01 00:00 , 0.8 ,0, nan nan
1996-04-11 00:00 , 1.46 ,0, nan nan
1996-04-22 00:00 , 2.14 ,0, nan nan
1996-05-02 00:00 , nan ,0, nan nan
1996-05-12 00:00 , nan ,0, nan nan
1996-05-22 00:00 , 6.04 ,0, nan nan
1996-06-02 00:00 , 4.76 ,0, nan nan
1996-06-12 00:00 , 6.4 ,0, nan nan
1996-06-23 00:00 , 5.68 ,0, nan nan
1996-07-03 00:00 , 4.47 ,0, nan nan
1996-07-13 00:00 , 2.63 ,0, nan nan
1996-07-24 00:00 , 2.12 ,0, nan nan
1996-08-04 00:00 , 2.26 ,0, nan nan
1996-08-14 00:00 , 2.13 ,0, nan nan
1996-08-24 00:00 , 1.63 ,0, nan nan
1996-09-04 00:00 , 1.28 ,0, nan nan
1996-09-14 00:00 , 1.07 ,0, nan nan
1996-09-25 00:00 , 1.0 ,0, nan nan
1996-10-05 00:00 , 0.88 ,0, nan nan
1996-10-15 00:00 , 0.88 ,0, nan nan
1996-10-25 00:00 , 0.88 ,0, nan nan
1996-11-05 00:00 , 0.8 ,0, nan nan
1996-11-15 00:00 , 0.75 ,0, nan nan
1996-11-26 00:00 , 0.74 ,0, 0.66 0.08
1997-00-00 00:1080 , 0.69 ,0, 0.64875 0.04125
1997-00-10 00:1080 , 0.69 ,0, 0.61 0.08
1997-00-21 00:1080 , 0.65 ,0, 0.5875 0.0625
1997-01-01 00:1080 , 0.65 ,0, 0.5875 0.0625
1997-01-11 00:1080 , 0.63 ,0, 0.5575 0.0725
1997-01-19 00:1080 , 0.57 ,0, 0.53625 0.03375
1997-01-29 00:1080 , 0.57 ,0, 0.53875 0.03125
1997-02-09 00:1080 , 0.57 ,0, 0.53125 0.03875
1997-02-20 00:1080 , 0.58 ,0, 0.515 0.065
1997-03-00 00:1080 , 0.65 ,0, 0.5575 0.0925
1997-03-10 00:1080 , 1.5 ,0, 0.705 0.795
1997-03-20 00:1080 , 1.91 ,0, 0.98375 0.92625
1997-04-00 00:1080 , 1.11 ,0, nan nan
1997-04-10 00:1080 , 4.15 ,0, nan nan
1997-04-21 00:1080 , 5.91 ,0, 3.3675 2.5425
1997-05-01 00:1080 , 3.71 ,0, nan nan
1997-05-11 00:1080 , 5.27 ,0, nan nan
1997-05-21 00:1080 , 6.02 ,0, 5.5925 0.4275
1997-06-01 00:1080 , 7.94 ,0, 5.64125 2.29875
1997-06-11 00:1080 , 7.19 ,0, nan nan
1997-06-22 00:1080 , 4.76 ,0, nan nan
1997-07-02 00:1080 , 4.94 ,0, nan nan
1997-07-12 00:1080 , 4.06 ,0, nan nan
1997-07-23 00:1080 , 3.28 ,0, nan nan
1997-08-03 00:1080 , 2.19 ,0, nan nan
1997-08-13 00:1080 , 1.68 ,0, nan nan
1997-08-23 00:1080 , 1.52 ,0, nan nan
1997-09-03 00:1080 , 1.24 ,0, nan nan
1997-09-13 00:1080 , 1.01 ,0, nan nan
1997-09-24 00:1080 , 0.83 ,0, nan nan
1997-10-04 00:1080 , 0.79 ,0, nan nan
1997-10-14 00:1080 , 0.78 ,0, 0.78375 -0.00375
1997-10-24 00:1080 , 0.71 ,0, 0.73125 -0.02125
1997-11-04 00:1080 , 0.68 ,0, 0.69875 -0.01875
1997-11-14 00:1080 , 0.67 ,0, 0.66125 0.00875
1997-11-25 00:1080 , 0.67 ,0, 0.6525 0.0175
1998-00-00 00:720 , 0.65 ,0, 0.63625 0.01375
1998-00-10 00:720 , 0.65 ,0, 0.5975 0.0525
1998-00-21 00:720 , 0.6 ,0, 0.57 0.03
1998-01-01 00:720 , 0.58 ,0, 0.575 0.005
1998-01-11 00:720 , 0.58 ,0, 0.54875 0.03125
1998-01-19 00:720 , 0.58 ,0, 0.5225 0.0575
1998-01-29 00:720 , 0.58 ,0, 0.525 0.055
1998-02-09 00:720 , 0.58 ,0, 0.5175 0.0625
1998-02-20 00:720 , 0.58 ,0, 0.5025 0.0775
1998-03-00 00:720 , 0.58 ,0, 0.54875 0.03125
1998-03-10 00:720 , 0.58 ,0, 0.7975 -0.2175
1998-03-20 00:720 , 0.62 ,0, 1.1025 -0.4825
1998-04-00 00:720 , 0.91 ,0, nan nan
1998-04-10 00:720 , 1.65 ,0, nan nan
1998-04-21 00:720 , 3.53 ,0, 3.77 -0.24
1998-05-01 00:720 , 4.24 ,0, nan nan
1998-05-11 00:720 , 7.69 ,0, nan nan
1998-05-21 00:720 , 7.93 ,0, 5.96375 1.96625
1998-06-01 00:720 , 6.61 ,0, 6.17875 0.43125
1998-06-11 00:720 , 6.45 ,0, 5.7275 0.7225
1998-06-22 00:720 , 7.74 ,0, 4.92 2.82
1998-07-02 00:720 , 6.87 ,0, 4.20625 2.66375
1998-07-12 00:720 , 4.31 ,0, 3.3325 0.9775
1998-07-23 00:720 , 4.88 ,0, 2.65875 2.22125
1998-08-03 00:720 , 3.82 ,0, 2.135 1.685
1998-08-13 00:720 , 3.01 ,0, 1.73375 1.27625
1998-08-23 00:720 , 2.38 ,0, 1.335 1.045
1998-09-03 00:720 , 1.84 ,0, 1.0925 0.7475
1998-09-13 00:720 , 1.5 ,0, 0.97125 0.52875
1998-09-24 00:720 , 1.26 ,0, 0.8725 0.3875
1998-10-04 00:720 , 1.26 ,0, 0.82125 0.43875
1998-10-14 00:720 , 1.25 ,0, 0.7925 0.4575
1998-10-24 00:720 , 1.15 ,0, 0.73875 0.41125
1998-11-04 00:720 , 1.15 ,0, 0.70625 0.44375
1998-11-14 00:720 , 1.04 ,0, 0.6675 0.3725
1998-11-25 00:720 , 1.03 ,0, 0.665 0.365
1999-00-00 00:360 , 0.98 ,0, 0.65 0.33
1999-00-10 00:360 , 0.88 ,0, 0.61625 0.26375
1999-00-21 00:360 , 0.84 ,0, 0.5825 0.2575
1999-01-01 00:360 , 0.83 ,0, 0.585 0.245
1999-01-11 00:360 , 0.83 ,0, 0.56 0.27
1999-01-19 00:360 , 0.83 ,0, 0.53875 0.29125
1999-01-29 00:360 , 0.81 ,0, 0.54125 0.26875
1999-02-09 00:360 , 0.78 ,0, 0.53375 0.24625
1999-02-20 00:360 , 0.78 ,0, 0.51875 0.26125
1999-03-00 00:360 , 0.83 ,0, 0.56 0.27
1999-03-10 00:360 , 0.79 ,0, 0.7875 0.0025
1999-03-20 00:360 , 0.93 ,0, 0.96375 -0.03375
1999-04-00 00:360 , 1.13 ,0, 1.19625 -0.06625
1999-04-10 00:360 , 2.27 ,0, 2.05 0.22
1999-04-21 00:360 , 3.1 ,0, 3.7975 -0.6975
1999-05-01 00:360 , 4.28 ,0, nan nan
1999-05-11 00:360 , 5.0 ,0, nan nan
1999-05-21 00:360 , 8.12 ,0, 6.305 1.815
1999-06-01 00:360 , 9.49 ,0, 6.3675 3.1225
1999-06-11 00:360 , 7.13 ,0, 5.83 1.3
1999-06-22 00:360 , 8.81 ,0, 5.24875 3.56125
1999-07-02 00:360 , 7.87 ,0, 4.535 3.335
1999-07-12 00:360 , 7.59 ,0, 3.45375 4.13625
1999-07-23 00:360 , 6.72 ,0, 2.99625 3.72375
1999-08-03 00:360 , 5.69 ,0, 2.38375 3.30625
1999-08-13 00:360 , 4.91 ,0, 1.91375 2.99625
1999-08-23 00:360 , 4.27 ,0, 1.48 2.79
1999-09-03 00:360 , 3.18 ,0, 1.20375 1.97625
1999-09-13 00:360 , 2.3 ,0, 1.0525 1.2475
1999-09-24 00:360 , 2.06 ,0, 0.935 1.125
1999-10-04 00:360 , 1.76 ,0, 0.88375 0.87625
1999-10-14 00:360 , 1.58 ,0, 0.86375 0.71625
1999-10-24 00:360 , 1.17 ,0, 0.80125 0.36875
1999-11-04 00:360 , 1.13 ,0, 0.7775 0.3525
1999-11-14 00:360 , 1.02 ,0, 0.7425 0.2775
1999-11-25 00:360 , 0.92 ,0, 0.73125 0.18875
2000-00-00 00:00 , 0.92 ,0, 0.71 0.21
2000-00-10 00:00 , 0.85 ,0, 0.66375 0.18625
2000-00-21 00:00 , 0.82 ,0, 0.625 0.195
2000-01-01 00:00 , 0.81 ,0, 0.62625 0.18375
2000-01-11 00:00 , 0.81 ,0, 0.6075 0.2025
2000-01-20 00:00 , 0.73 ,0, 0.5875 0.1425
2000-02-00 00:00 , 0.77 ,0, 0.5875 0.1825
2000-02-10 00:00 , 0.81 ,0, 0.5775 0.2325
2000-02-21 00:00 , 0.96 ,0, 0.565 0.395
2000-03-01 00:00 , 1.16 ,0, 0.6125 0.5475
2000-03-11 00:00 , 1.17 ,0, 0.835 0.335
2000-03-21 00:00 , 1.69 ,0, 1.0275 0.6625
2000-04-01 00:00 , 5.44 ,0, 1.24 4.2
2000-04-11 00:00 , 4.24 ,0, 2.21125 2.02875
2000-04-22 00:00 , 3.49 ,0, 3.71875 -0.22875
2000-05-02 00:00 , 5.81 ,0, nan nan
2000-05-12 00:00 , 7.33 ,0, nan nan
2000-05-22 00:00 , 8.65 ,0, 6.815 1.835
2000-06-02 00:00 , 8.12 ,0, 7.01625 1.10375
2000-06-12 00:00 , 7.03 ,0, 6.18875 0.84125
2000-06-23 00:00 , 8.56 ,0, 5.77375 2.78625
2000-07-03 00:00 , 7.64 ,0, 5.0625 2.5775
2000-07-13 00:00 , 6.56 ,0, 3.9575 2.6025
2000-07-24 00:00 , 5.04 ,0, 3.40125 1.63875
2000-08-04 00:00 , 2.85 ,0, 2.81 0.04
2000-08-14 00:00 , 2.47 ,0, 2.32125 0.14875
2000-08-24 00:00 , 2.1 ,0, 1.8675 0.2325
2000-09-04 00:00 , 1.63 ,0, 1.46375 0.16625
2000-09-14 00:00 , 1.46 ,0, 1.2125 0.2475
2000-09-25 00:00 , 1.4 ,0, 1.0775 0.3225
2000-10-05 00:00 , 1.4 ,0, 1.01 0.39
2000-10-15 00:00 , 1.22 ,0, 0.96875 0.25125
2000-10-25 00:00 , 1.22 ,0, 0.875 0.345
2000-11-05 00:00 , 1.17 ,0, 0.84625 0.32375
2000-11-15 00:00 , 1.18 ,0, 0.7975 0.3825
2000-11-26 00:00 , 1.17 ,0, 0.77375 0.39625
2001-00-00 00:1080 , 1.12 ,0, 0.7525 0.3675
2001-00-10 00:1080 , 1.06 ,0, 0.70625 0.35375
2001-00-21 00:1080 , 0.97 ,0, 0.665 0.305
2001-01-01 00:1080 , 0.96 ,0, 0.665 0.295
2001-01-11 00:1080 , 0.96 ,0, 0.64625 0.31375
2001-01-19 00:1080 , 0.93 ,0, 0.61625 0.31375
2001-01-29 00:1080 , 0.88 ,0, 0.62125 0.25875
2001-02-09 00:1080 , 0.85 ,0, 0.61625 0.23375
2001-02-20 00:1080 , 0.85 ,0, 0.6225 0.2275
2001-03-00 00:1080 , 0.95 ,0, 0.695 0.255
2001-03-10 00:1080 , 1.04 ,0, 0.90125 0.13875
2001-03-20 00:1080 , 2.01 ,0, 1.1675 0.8425
2001-04-00 00:1080 , 4.35 ,0, 1.695 2.655
2001-04-10 00:1080 , 3.91 ,0, 2.45125 1.45875
2001-04-21 00:1080 , 6.29 ,0, 3.63375 2.65625
2001-05-01 00:1080 , 7.03 ,0, nan nan
2001-05-11 00:1080 , 7.6 ,0, nan nan
2001-05-21 00:1080 , 7.54 ,0, 7.21875 0.32125
2001-06-01 00:1080 , 7.08 ,0, 7.25125 -0.17125
2001-06-11 00:1080 , 8.74 ,0, 6.41 2.33
2001-06-22 00:1080 , 7.57 ,0, 6.28875 1.28125
2001-07-02 00:1080 , 7.99 ,0, 5.535 2.455
2001-07-12 00:1080 , 6.25 ,0, 4.33875 1.91125
2001-07-23 00:1080 , 4.69 ,0, 3.6425 1.0475
2001-08-03 00:1080 , 3.42 ,0, 2.84 0.58
2001-08-13 00:1080 , 2.39 ,0, 2.3475 0.0425
2001-08-23 00:1080 , 1.96 ,0, 1.95875 0.00125
2001-09-03 00:1080 , 1.59 ,0, 1.52375 0.06625
2001-09-13 00:1080 , 1.41 ,0, 1.26 0.15
2001-09-24 00:1080 , 1.3 ,0, 1.1375 0.1625
2001-10-04 00:1080 , 1.18 ,0, 1.0725 0.1075
2001-10-14 00:1080 , 1.14 ,0, 1.01375 0.12625
2001-10-24 00:1080 , 1.13 ,0, 0.92375 0.20625
2001-11-04 00:1080 , 1.18 ,0, 0.88875 0.29125
2001-11-14 00:1080 , 1.03 ,0, 0.84125 0.18875
2001-11-25 00:1080 , 1.03 ,0, 0.8225 0.2075
2002-00-00 00:720 , 1.03 ,0, 0.79875 0.23125
2002-00-10 00:720 , 0.92 ,0, 0.75 0.17
2002-00-21 00:720 , 0.93 ,0, 0.695 0.235
2002-01-01 00:720 , 0.84 ,0, 0.695 0.145
2002-01-11 00:720 , 0.78 ,0, 0.68875 0.09125
2002-01-19 00:720 , 0.79 ,0, 0.66 0.13
2002-01-29 00:720 , 0.72 ,0, 0.65875 0.06125
2002-02-09 00:720 , 0.87 ,0, 0.65 0.22
2002-02-20 00:720 , 0.81 ,0, 0.65625 0.15375
2002-03-00 00:720 , 1.02 ,0, 0.74 0.28
2002-03-10 00:720 , 2.36 ,0, 0.9 1.46
2002-03-20 00:720 , 1.94 ,0, 1.28875 0.65125
2002-04-00 00:720 , 3.85 ,0, 2.13375 1.71625
2002-04-10 00:720 , 3.89 ,0, 2.67875 1.21125
2002-04-21 00:720 , 5.89 ,0, 3.93 1.96
2002-05-01 00:720 , 5.21 ,0, nan nan
2002-05-11 00:720 , 7.41 ,0, nan nan
2002-05-21 00:720 , 7.45 ,0, 7.385 0.065
2002-06-01 00:720 , 8.19 ,0, 7.375 0.815
2002-06-11 00:720 , 7.07 ,0, 6.795 0.275
2002-06-22 00:720 , 7.21 ,0, 6.55625 0.65375
2002-07-02 00:720 , 8.21 ,0, 5.90375 2.30625
2002-07-12 00:720 , 6.94 ,0, 4.6875 2.2525
2002-07-23 00:720 , 3.79 ,0, 3.8625 -0.0725
2002-08-03 00:720 , 2.75 ,0, 2.91375 -0.16375
2002-08-13 00:720 , 2.49 ,0, 2.41 0.08
2002-08-23 00:720 , 2.1 ,0, 2.0225 0.0775
2002-09-03 00:720 , 1.98 ,0, 1.59 0.39
2002-09-13 00:720 , 1.7 ,0, 1.31 0.39
2002-09-24 00:720 , 1.44 ,0, 1.175 0.265
2002-10-04 00:720 , 1.29 ,0, 1.095 0.195
2002-10-14 00:720 , 1.18 ,0, 1.035 0.145
2002-10-24 00:720 , 0.99 ,0, 0.96125 0.02875
2002-11-04 00:720 , 0.91 ,0, 0.9325 -0.0225
2002-11-14 00:720 , 0.85 ,0, 0.86625 -0.01625
2002-11-25 00:720 , 0.82 ,0, 0.8475 -0.0275
2003-00-00 00:360 , 0.82 ,0, 0.82375 -0.00375
2003-00-10 00:360 , 0.82 ,0, 0.76875 0.05125
