T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s], Q_err [m3/s]
728003.0 , 1.55 , 1.20124934947 , 0.348750650527
728034.0 , 1.816666667 , 1.28157888766 , 0.535087779339
728064.0 , 3.21 , 2.34997872346 , 0.860021276539
728095.0 , 12.42333333 , 8.66741791631 , 3.75591541369
728125.0 , 17.53333333 , 14.380812831 , 3.15252049898
728156.0 , 10.84 , 12.0479043821 , -1.20790438209
728187.0 , 6.36 , 6.5862204638 , -0.226220463804
728217.0 , 3.463333333 , 2.9688755822 , 0.494457750799
728248.0 , 2.693333333 , 2.28277608786 , 0.410557245143
728278.0 , 2.553333333 , 1.91554169884 , 0.637791634159
728309.0 , 2.133333333 , 1.69217808382 , 0.44115524918
728340.0 , 1.793333333 , 1.38922840299 , 0.404104930011
728368.0 , 1.656666667 , 1.34666254125 , 0.310004125752
728399.0 , 1.756666667 , 1.5348000235 , 0.221866643496
728429.0 , 4.49 , 2.86476875176 , 1.62523124824
728460.0 , 10.96666667 , 9.85649362809 , 1.11017304191
728490.0 , 18.76666667 , 17.0774054723 , 1.68926119774
728521.0 , 16.8 , 11.7793038844 , 5.02069611564
728552.0 , 4.7 , 6.50990015268 , -1.80990015268
728582.0 , 2.296666667 , 3.51790341569 , -1.22123674869
728613.0 , 1.91 , 2.73960256647 , -0.829602566467
728643.0 , 1.773333333 , 2.4909034504 , -0.717570117395
728674.0 , 1.686666667 , 2.10649788337 , -0.419831216369
728705.0 , 1.626666667 , 1.67973542857 , -0.0530687615687
728733.0 , 1.553333333 , 1.60244604709 , -0.0491127140949
728764.0 , 1.656666667 , 1.78641478357 , -0.129748116573
728794.0 , 1.926666667 , 3.79643253595 , -1.86976586895
728825.0 , 7.756666667 , 11.6722986408 , -3.91563197382
728855.0 , 15.96666667 , 18.139521003 , -2.172854333
728886.0 , 14.53333333 , 13.494887921 , 1.03844540901
728917.0 , 5.083333333 , 5.4673576799 , -0.384024346904
728947.0 , 2.8 , 2.82030534209 , -0.0203053420882
728978.0 , 2.166666667 , 2.26809758741 , -0.101430920413
729008.0 , 1.76 , 2.12788888565 , -0.367888885649
729039.0 , 1.65 , 1.89689805271 , -0.246898052709
729070.0 , 1.703333333 , 1.70796825369 , -0.00463492068949
729099.0 , 1.67 , 1.60416818181 , 0.0658318181933
729130.0 , 2.036666667 , 1.7059340879 , 0.330732579103
729160.0 , 2.81 , 2.94121290199 , -0.13121290199
729191.0 , 11.11333333 , 9.22305685808 , 1.89027647192
729221.0 , 15.9 , 17.3101447489 , -1.41014474887
729252.0 , 16.73333333 , 15.6256199859 , 1.10771334409
729283.0 , 8.52 , 4.88791025543 , 3.63208974457
729313.0 , 4.793333333 , 2.53587591723 , 2.25745741577
729344.0 , 3.413333333 , 2.03428939288 , 1.37904394012
729374.0 , 2.906666667 , 1.76665408784 , 1.14001257916
729405.0 , 2.603333333 , 1.66823259786 , 0.935100735144
729436.0 , 2.496666667 , 1.66455866691 , 0.832108000091
729464.0 , 2.31 , 1.61061065007 , 0.699389349933
729495.0 , 3.373333333 , 1.83686629318 , 1.53646703982
729525.0 , 7.61 , 2.32678605253 , 5.28321394747
729556.0 , 15.93333333 , 9.28452595452 , 6.64880737548
729586.0 , 23.5 , 15.9332984675 , 7.56670153255
729617.0 , 20.63333333 , 15.5945859518 , 5.03874737824
729648.0 , 10.65666667 , 6.58103335329 , 4.07563331671
