T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 1.67 ,0, 1.508 0.162
1993-01-19 00:1080 , 1.55 ,0, 1.502 0.048
1993-01-29 00:1080 , 1.62 ,0, 1.514 0.106
1993-02-09 00:1080 , 1.57 ,0, 1.482 0.088
1993-02-20 00:1080 , 1.56 ,0, 1.504 0.056
1993-03-00 00:1080 , 1.66 ,0, 1.514 0.146
1993-03-10 00:1080 , 2.13 ,0, 1.67 0.46
1993-03-20 00:1080 , 2.12 ,0, 2.012 0.108
1993-04-00 00:1080 , 2.08 ,0, 2.916 -0.836
1993-04-10 00:1080 , 4.13 ,0, 3.25 0.88
1993-04-21 00:1080 , 7.9 ,0, 5.756 2.144
1993-05-01 00:1080 , 10.5 ,0, 7.536 2.964
1993-05-11 00:1080 , 12.2 ,0, 10.706 1.494
1993-05-21 00:1080 , 14.5 ,0, 11.696 2.804
1993-06-01 00:1080 , 13.5 ,0, 15.06 -1.56
1993-06-11 00:1080 , 10.4 ,0, 15.9 -5.5
1993-06-22 00:1080 , 10.5 ,0, 15.76 -5.26
1993-07-02 00:1080 , 10.8 ,0, 12.98 -2.18
1993-07-12 00:1080 , 8.19 ,0, 10.54 -2.35
1993-07-23 00:1080 , 8.04 ,0, 8.23 -0.19
1993-08-03 00:1080 , 5.66 ,0, 6.878 -1.218
1993-08-13 00:1080 , 4.07 ,0, 5.746 -1.676
1993-08-23 00:1080 , 3.16 ,0, 4.284 -1.124
1993-09-03 00:1080 , 2.72 ,0, 3.356 -0.636
1993-09-13 00:1080 , 2.36 ,0, 2.842 -0.482
1993-09-24 00:1080 , 2.1 ,0, 2.476 -0.376
1993-10-04 00:1080 , 2.02 ,0, 2.208 -0.188
1993-10-14 00:1080 , 1.89 ,0, 2.142 -0.252
1993-10-24 00:1080 , 1.84 ,0, 2.108 -0.268
1993-11-04 00:1080 , 1.78 ,0, 2.006 -0.226
1993-11-14 00:1080 , 1.7 ,0, 1.922 -0.222
1993-11-25 00:1080 , 1.68 ,0, 1.766 -0.086
1994-00-00 00:720 , 1.61 ,0, 1.664 -0.054
1994-00-10 00:720 , 1.52 ,0, 1.626 -0.106
1994-00-21 00:720 , 1.52 ,0, 1.592 -0.072
1994-01-01 00:720 , 1.51 ,0, 1.582 -0.072
1994-01-11 00:720 , 1.47 ,0, 1.54 -0.07
1994-01-19 00:720 , 1.45 ,0, 1.516 -0.066
1994-01-29 00:720 , 1.45 ,0, 1.536 -0.086
1994-02-09 00:720 , 1.49 ,0, 1.486 0.004
1994-02-20 00:720 , 1.49 ,0, 1.506 -0.016
1994-03-00 00:720 , 1.53 ,0, 1.492 0.038
1994-03-10 00:720 , 1.83 ,0, 1.626 0.204
1994-03-20 00:720 , 2.41 ,0, 1.878 0.532
1994-04-00 00:720 , 4.04 ,0, 2.816 1.224
1994-04-10 00:720 , 4.68 ,0, 3.39 1.29
1994-04-21 00:720 , 7.94 ,0, 6.276 1.664
1994-05-01 00:720 , 8.32 ,0, 7.296 1.024
1994-05-11 00:720 , 12.2 ,0, 9.506 2.694
1994-05-21 00:720 , 16.9 ,0, 11.276 5.624
1994-06-01 00:720 , 17.4 ,0, 13.22 4.18
1994-06-11 00:720 , 18.5 ,0, 13.62 4.88
1994-06-22 00:720 , 19.4 ,0, 14.18 5.22
1994-07-02 00:720 , 11.5 ,0, 12.04 -0.54
1994-07-12 00:720 , 13.8 ,0, 10.098 3.702
1994-07-23 00:720 , 8.96 ,0, 8.044 0.916
1994-08-03 00:720 , 5.75 ,0, 6.468 -0.718
1994-08-13 00:720 , 4.24 ,0, 5.212 -0.972
1994-08-23 00:720 , 3.42 ,0, 4.11 -0.69
1994-09-03 00:720 , 2.53 ,0, 3.296 -0.766
1994-09-13 00:720 , 2.3 ,0, 2.826 -0.526
1994-09-24 00:720 , 2.19 ,0, 2.472 -0.282
1994-10-04 00:720 , 2.15 ,0, 2.24 -0.09
1994-10-14 00:720 , 2.07 ,0, 2.15 -0.08
1994-10-24 00:720 , 2.0 ,0, 2.106 -0.106
1994-11-04 00:720 , 1.7 ,0, 1.992 -0.292
1994-11-14 00:720 , 1.65 ,0, 1.892 -0.242
1994-11-25 00:720 , 1.67 ,0, 1.756 -0.086
1995-00-00 00:360 , 1.54 ,0, 1.652 -0.112
1995-00-10 00:360 , 1.53 ,0, 1.586 -0.056
1995-00-21 00:360 , 1.53 ,0, 1.55 -0.02
1995-01-01 00:360 , 1.51 ,0, 1.538 -0.028
1995-01-11 00:360 , 1.53 ,0, 1.486 0.044
1995-01-19 00:360 , 1.47 ,0, 1.456 0.014
1995-01-29 00:360 , 1.49 ,0, 1.482 0.008
1995-02-09 00:360 , 1.82 ,0, 1.466 0.354
1995-02-20 00:360 , 1.92 ,0, 1.522 0.398
1995-03-00 00:360 , 1.92 ,0, 1.548 0.372
1995-03-10 00:360 , 1.96 ,0, 1.744 0.216
1995-03-20 00:360 , 3.23 ,0, 2.068 1.162
1995-04-00 00:360 , 4.43 ,0, 3.268 1.162
1995-04-10 00:360 , 3.61 ,0, 3.746 -0.136
1995-04-21 00:360 , 5.14 ,0, 7.024 -1.884
1995-05-01 00:360 , 6.94 ,0, 8.31 -1.37
1995-05-11 00:360 , 9.73 ,0, 10.782 -1.052
1995-05-21 00:360 , 13.9 ,0, 13.26 0.64
1995-06-01 00:360 , 18.4 ,0, 14.46 3.94
1995-06-11 00:360 , 17.6 ,0, 14.38 3.22
1995-06-22 00:360 , 18.4 ,0, 15.2 3.2
1995-07-02 00:360 , 18.1 ,0, 11.8 6.3
1995-07-12 00:360 , 13.9 ,0, 10.818 3.082
1995-07-23 00:360 , 8.06 ,0, 8.718 -0.658
1995-08-03 00:360 , 5.76 ,0, 6.552 -0.792
1995-08-13 00:360 , 5.91 ,0, 5.148 0.762
1995-08-23 00:360 , 3.98 ,0, 4.058 -0.078
1995-09-03 00:360 , 3.4 ,0, 3.15 0.25
1995-09-13 00:360 , 3.12 ,0, 2.712 0.408
1995-09-24 00:360 , 2.93 ,0, 2.428 0.502
1995-10-04 00:360 , 2.43 ,0, 2.24 0.19
1995-10-14 00:360 , 2.34 ,0, 2.114 0.226
1995-10-24 00:360 , 2.18 ,0, 2.064 0.116
1995-11-04 00:360 , 1.95 ,0, 1.934 0.016
1995-11-14 00:360 , 1.9 ,0, 1.84 0.06
1995-11-25 00:360 , 1.87 ,0, 1.716 0.154
1996-00-00 00:00 , 1.66 ,0, 1.598 0.062
1996-00-10 00:00 , 1.44 ,0, 1.556 -0.116
1996-00-21 00:00 , 1.44 ,0, 1.534 -0.094
1996-01-01 00:00 , 1.51 ,0, 1.518 -0.008
1996-01-11 00:00 , 1.42 ,0, 1.48 -0.06
1996-01-20 00:00 , 1.43 ,0, 1.438 -0.008
1996-02-00 00:00 , 1.46 ,0, 1.456 0.004
1996-02-10 00:00 , 1.44 ,0, 1.518 -0.078
1996-02-21 00:00 , 1.44 ,0, 1.59 -0.15
1996-03-01 00:00 , 1.9 ,0, 1.618 0.282
1996-03-11 00:00 , 2.03 ,0, 1.824 0.206
1996-03-21 00:00 , 1.95 ,0, 2.178 -0.228
1996-04-01 00:00 , 2.13 ,0, 3.196 -1.066
1996-04-11 00:00 , 3.63 ,0, 3.712 -0.082
1996-04-22 00:00 , 6.35 ,0, 6.388 -0.038
1996-05-02 00:00 , 9.84 ,0, 7.906 1.934
1996-05-12 00:00 , 9.42 ,0, 9.908 -0.488
1996-05-22 00:00 , 11.7 ,0, 13.28 -1.58
1996-06-02 00:00 , 11.2 ,0, 16.08 -4.88
1996-06-12 00:00 , 12.8 ,0, 15.26 -2.46
1996-06-23 00:00 , 17.7 ,0, 15.52 2.18
1996-07-03 00:00 , 17.9 ,0, 12.82 5.08
1996-07-13 00:00 , 8.39 ,0, 11.418 -3.028
1996-07-24 00:00 , 5.77 ,0, 8.64 -2.87
1996-08-04 00:00 , 6.57 ,0, 6.218 0.352
1996-08-14 00:00 , 5.8 ,0, 4.902 0.898
1996-08-24 00:00 , 3.79 ,0, 3.774 0.016
1996-09-04 00:00 , 2.89 ,0, 3.072 -0.182
1996-09-14 00:00 , 2.47 ,0, 2.732 -0.262
1996-09-25 00:00 , 2.24 ,0, 2.482 -0.242
1996-10-05 00:00 , 1.99 ,0, 2.28 -0.29
1996-10-15 00:00 , 1.82 ,0, 2.178 -0.358
1996-10-25 00:00 , 1.72 ,0, 2.096 -0.376
1996-11-05 00:00 , 1.53 ,0, 1.948 -0.418
1996-11-15 00:00 , 1.45 ,0, 1.862 -0.412
1996-11-26 00:00 , 1.39 ,0, 1.766 -0.376
1997-00-00 00:1080 , 1.39 ,0, 1.61 -0.22
1997-00-10 00:1080 , 1.26 ,0, 1.538 -0.278
1997-00-21 00:1080 , 1.2 ,0, 1.528 -0.328
1997-01-01 00:1080 , 1.22 ,0, 1.528 -0.308
1997-01-11 00:1080 , 1.1 ,0, 1.5 -0.4
1997-01-19 00:1080 , 1.1 ,0, 1.462 -0.362
1997-01-29 00:1080 , 1.1 ,0, 1.486 -0.386
1997-02-09 00:1080 , 1.11 ,0, 1.532 -0.422
1997-02-20 00:1080 , 1.21 ,0, 1.576 -0.366
1997-03-00 00:1080 , 1.2 ,0, 1.708 -0.508
1997-03-10 00:1080 , 2.72 ,0, 1.938 0.782
1997-03-20 00:1080 , 4.39 ,0, 2.268 2.122
1997-04-00 00:1080 , 2.23 ,0, 3.16 -0.93
1997-04-10 00:1080 , 6.23 ,0, 3.956 2.274
1997-04-21 00:1080 , 13.9 ,0, 6.664 7.236
1997-05-01 00:1080 , 9.35 ,0, 8.44 0.91
1997-05-11 00:1080 , 11.2 ,0, 10.224 0.976
1997-05-21 00:1080 , 13.0 ,0, 13.58 -0.58
1997-06-01 00:1080 , 20.9 ,0, 15.86 5.04
1997-06-11 00:1080 , 23.2 ,0, 15.26 7.94
1997-06-22 00:1080 , 16.1 ,0, 16.34 -0.24
1997-07-02 00:1080 , 20.7 ,0, 14.16 6.54
1997-07-12 00:1080 , 14.4 ,0, 11.096 3.304
1997-07-23 00:1080 , 11.9 ,0, 7.89 4.01
1997-08-03 00:1080 , 8.51 ,0, 5.9 2.61
1997-08-13 00:1080 , 6.44 ,0, 4.918 1.522
1997-08-23 00:1080 , 5.5 ,0, 3.678 1.822
1997-09-03 00:1080 , 4.2 ,0, 2.94 1.26
1997-09-13 00:1080 , 3.7 ,0, 2.624 1.076
1997-09-24 00:1080 , 2.76 ,0, 2.398 0.362
1997-10-04 00:1080 , 2.38 ,0, 2.188 0.192
1997-10-14 00:1080 , 2.3 ,0, 2.076 0.224
1997-10-24 00:1080 , 2.2 ,0, 1.974 0.226
1997-11-04 00:1080 , 2.07 ,0, 1.818 0.252
1997-11-14 00:1080 , 2.07 ,0, 1.754 0.316
1997-11-25 00:1080 , 2.01 ,0, 1.708 0.302
1998-00-00 00:720 , 1.92 ,0, 1.58 0.34
1998-00-10 00:720 , 1.89 ,0, 1.49 0.4
1998-00-21 00:720 , 1.91 ,0, 1.478 0.432
1998-01-01 00:720 , 1.81 ,0, 1.49 0.32
1998-01-11 00:720 , 1.81 ,0, 1.438 0.372
1998-01-19 00:720 , 1.7 ,0, 1.4 0.3
1998-01-29 00:720 , 1.7 ,0, 1.424 0.276
1998-02-09 00:720 , 1.68 ,0, 1.486 0.194
1998-02-20 00:720 , 1.61 ,0, 1.524 0.086
1998-03-00 00:720 , 1.87 ,0, 1.642 0.228
1998-03-10 00:720 , 2.06 ,0, 2.134 -0.074
1998-03-20 00:720 , 2.04 ,0, 2.82 -0.78
1998-04-00 00:720 , 2.79 ,0, 2.982 -0.192
1998-04-10 00:720 , 3.83 ,0, 4.456 -0.626
1998-04-21 00:720 , 6.94 ,0, 8.246 -1.306
1998-05-01 00:720 , 7.35 ,0, 8.99 -1.64
1998-05-11 00:720 , 14.2 ,0, 10.95 3.25
1998-05-21 00:720 , 14.0 ,0, 14.0 0.0
1998-06-01 00:720 , 17.3 ,0, 16.28 1.02
1998-06-11 00:720 , 15.8 ,0, 16.5 -0.7
1998-06-22 00:720 , 16.8 ,0, 16.42 0.38
1998-07-02 00:720 , 16.0 ,0, 15.8 0.2
1998-07-12 00:720 , 11.3 ,0, 11.736 -0.436
1998-07-23 00:720 , 12.3 ,0, 8.546 3.754
1998-08-03 00:720 , 7.57 ,0, 6.45 1.12
1998-08-13 00:720 , 4.69 ,0, 5.292 -0.602
1998-08-23 00:720 , 3.65 ,0, 3.97 -0.32
1998-09-03 00:720 , 2.93 ,0, 3.148 -0.218
1998-09-13 00:720 , 2.65 ,0, 2.79 -0.14
1998-09-24 00:720 , 2.49 ,0, 2.444 0.046
1998-10-04 00:720 , 2.32 ,0, 2.194 0.126
1998-10-14 00:720 , 2.21 ,0, 2.084 0.126
1998-10-24 00:720 , 2.08 ,0, 1.988 0.092
1998-11-04 00:720 , 1.94 ,0, 1.806 0.134
1998-11-14 00:720 , 1.94 ,0, 1.754 0.186
1998-11-25 00:720 , 1.94 ,0, 1.724 0.216
1999-00-00 00:360 , 1.94 ,0, 1.624 0.316
1999-00-10 00:360 , 1.94 ,0, 1.528 0.412
1999-00-21 00:360 , 1.92 ,0, 1.52 0.4
1999-01-01 00:360 , 1.81 ,0, 1.512 0.298
1999-01-11 00:360 , 1.78 ,0, 1.466 0.314
1999-01-19 00:360 , 1.78 ,0, 1.43 0.35
1999-01-29 00:360 , 1.65 ,0, 1.44 0.21
1999-02-09 00:360 , 1.65 ,0, 1.508 0.142
1999-02-20 00:360 , 1.65 ,0, 1.534 0.116
1999-03-00 00:360 , 1.65 ,0, 1.684 -0.034
1999-03-10 00:360 , 1.56 ,0, 2.12 -0.56
1999-03-20 00:360 , 1.58 ,0, 2.804 -1.224
1999-04-00 00:360 , 2.22 ,0, 3.124 -0.904
1999-04-10 00:360 , 3.43 ,0, 4.396 -0.966
1999-04-21 00:360 , 3.92 ,0, 8.054 -4.134
1999-05-01 00:360 , 6.3 ,0, 8.36 -2.06
1999-05-11 00:360 , 10.1 ,0, 11.35 -1.25
1999-05-21 00:360 , 13.3 ,0, 13.9 -0.6
1999-06-01 00:360 , 18.4 ,0, 17.04 1.36
1999-06-11 00:360 , 15.8 ,0, 17.58 -1.78
1999-06-22 00:360 , 18.1 ,0, 17.68 0.42
1999-07-02 00:360 , 14.5 ,0, 16.84 -2.34
1999-07-12 00:360 , 14.1 ,0, 12.358 1.742
1999-07-23 00:360 , 10.5 ,0, 9.398 1.102
1999-08-03 00:360 , 6.82 ,0, 6.832 -0.012
1999-08-13 00:360 , 5.15 ,0, 5.416 -0.266
1999-08-23 00:360 , 4.19 ,0, 4.068 0.122
1999-09-03 00:360 , 3.63 ,0, 3.19 0.44
1999-09-13 00:360 , 3.08 ,0, 2.848 0.232
1999-09-24 00:360 , 2.75 ,0, 2.522 0.228
1999-10-04 00:360 , 2.66 ,0, 2.254 0.406
1999-10-14 00:360 , 2.45 ,0, 2.148 0.302
1999-10-24 00:360 , 2.27 ,0, 2.036 0.234
1999-11-04 00:360 , 2.27 ,0, 1.838 0.432
1999-11-14 00:360 , 2.26 ,0, 1.802 0.458
1999-11-25 00:360 , 2.27 ,0, 1.776 0.494
2000-00-00 00:00 , 2.27 ,0, 1.69 0.58
2000-00-10 00:00 , 1.89 ,0, 1.612 0.278
2000-00-21 00:00 , 1.9 ,0, 1.6 0.3
2000-01-01 00:00 , 1.9 ,0, 1.572 0.328
2000-01-11 00:00 , 1.83 ,0, 1.528 0.302
2000-01-20 00:00 , 1.65 ,0, 1.496 0.154
2000-02-00 00:00 , 1.64 ,0, 1.48 0.16
2000-02-10 00:00 , 1.69 ,0, 1.54 0.15
2000-02-21 00:00 , 1.73 ,0, 1.566 0.164
2000-03-01 00:00 , 1.95 ,0, 1.708 0.242
2000-03-11 00:00 , 2.21 ,0, 2.066 0.144
2000-03-21 00:00 , 3.16 ,0, 2.638 0.522
2000-04-01 00:00 , 7.01 ,0, 2.76 4.25
2000-04-11 00:00 , 6.69 ,0, 4.146 2.544
2000-04-22 00:00 , 7.0 ,0, 7.25 -0.25
2000-05-02 00:00 , 10.6 ,0, 7.956 2.644
2000-05-12 00:00 , 15.5 ,0, 10.93 4.57
2000-05-22 00:00 , 16.9 ,0, 13.18 3.72
2000-06-02 00:00 , 17.3 ,0, 17.24 0.06
2000-06-12 00:00 , 14.2 ,0, 17.04 -2.84
2000-06-23 00:00 , 17.4 ,0, 17.42 -0.02
2000-07-03 00:00 , 15.8 ,0, 17.44 -1.64
2000-07-13 00:00 , 12.2 ,0, 12.418 -0.218
2000-07-24 00:00 , 9.6 ,0, 9.706 -0.106
2000-08-04 00:00 , 6.33 ,0, 7.046 -0.716
2000-08-14 00:00 , 5.26 ,0, 5.598 -0.338
2000-08-24 00:00 , 4.21 ,0, 4.222 -0.012
2000-09-04 00:00 , 3.58 ,0, 3.41 0.17
2000-09-14 00:00 , 2.95 ,0, 3.004 -0.054
2000-09-25 00:00 , 2.47 ,0, 2.634 -0.164
2000-10-05 00:00 , 2.05 ,0, 2.356 -0.306
2000-10-15 00:00 , 1.95 ,0, 2.224 -0.274
2000-10-25 00:00 , 1.88 ,0, 2.09 -0.21
2000-11-05 00:00 , 1.73 ,0, 1.952 -0.222
2000-11-15 00:00 , 1.73 ,0, 1.924 -0.194
2000-11-26 00:00 , 1.73 ,0, 1.896 -0.166
2001-00-00 00:1080 , 1.67 ,0, 1.836 -0.166
2001-00-10 00:1080 , 1.5 ,0, 1.684 -0.184
2001-00-21 00:1080 , 1.5 ,0, 1.674 -0.174
2001-01-01 00:1080 , 1.49 ,0, 1.65 -0.16
2001-01-11 00:1080 , 1.38 ,0, 1.588 -0.208
2001-01-19 00:1080 , 1.32 ,0, 1.532 -0.212
2001-01-29 00:1080 , 1.32 ,0, 1.51 -0.19
2001-02-09 00:1080 , 1.34 ,0, 1.514 -0.174
2001-02-20 00:1080 , 1.4 ,0, 1.528 -0.128
2001-03-00 00:1080 , 1.69 ,0, 1.714 -0.024
2001-03-10 00:1080 , 1.82 ,0, 2.116 -0.296
2001-03-20 00:1080 , 2.88 ,0, 2.624 0.256
2001-04-00 00:1080 , 5.02 ,0, 3.276 1.744
2001-04-10 00:1080 , 5.81 ,0, 4.762 1.048
2001-04-21 00:1080 , 8.88 ,0, 7.622 1.258
2001-05-01 00:1080 , 11.1 ,0, 8.688 2.412
2001-05-11 00:1080 , 12.4 ,0, 12.084 0.316
2001-05-21 00:1080 , 14.0 ,0, 13.78 0.22
2001-06-01 00:1080 , 15.5 ,0, 17.02 -1.52
2001-06-11 00:1080 , 16.2 ,0, 16.36 -0.16
2001-06-22 00:1080 , 13.7 ,0, 17.22 -3.52
2001-07-02 00:1080 , 14.5 ,0, 16.98 -2.48
2001-07-12 00:1080 , 13.0 ,0, 12.078 0.922
2001-07-23 00:1080 , 7.8 ,0, 10.014 -2.214
2001-08-03 00:1080 , 5.09 ,0, 7.16 -2.07
2001-08-13 00:1080 , 4.17 ,0, 5.468 -1.298
2001-08-23 00:1080 , 3.65 ,0, 4.268 -0.618
2001-09-03 00:1080 , 2.99 ,0, 3.446 -0.456
2001-09-13 00:1080 , 2.73 ,0, 2.97 -0.24
2001-09-24 00:1080 , 2.57 ,0, 2.542 0.028
2001-10-04 00:1080 , 2.26 ,0, 2.28 -0.02
2001-10-14 00:1080 , 2.08 ,0, 2.146 -0.066
2001-10-24 00:1080 , 1.92 ,0, 2.03 -0.11
2001-11-04 00:1080 , 2.02 ,0, 1.908 0.112
2001-11-14 00:1080 , 2.02 ,0, 1.89 0.13
2001-11-25 00:1080 , 1.89 ,0, 1.868 0.022
2002-00-00 00:720 , 1.95 ,0, 1.838 0.112
2002-00-10 00:720 , 1.97 ,0, 1.696 0.274
2002-00-21 00:720 , 1.82 ,0, 1.686 0.134
2002-01-01 00:720 , 1.82 ,0, 1.646 0.174
2002-01-11 00:720 , 1.82 ,0, 1.58 0.24
2002-01-19 00:720 , 1.95 ,0, 1.51 0.44
2002-01-29 00:720 , 1.84 ,0, 1.482 0.358
2002-02-09 00:720 , 1.87 ,0, 1.494 0.376
2002-02-20 00:720 , 1.82 ,0, 1.52 0.3
2002-03-00 00:720 , 2.29 ,0, 1.672 0.618
2002-03-10 00:720 , 2.89 ,0, 2.074 0.816
2002-03-20 00:720 , 2.33 ,0, 2.81 -0.48
2002-04-00 00:720 , 4.06 ,0, 3.854 0.206
2002-04-10 00:720 , 4.95 ,0, 5.198 -0.248
2002-04-21 00:720 , 10.0 ,0, 8.128 1.872
2002-05-01 00:720 , 10.8 ,0, 8.94 1.86
2002-05-11 00:720 , 16.2 ,0, 12.68 3.52
2002-05-21 00:720 , 13.7 ,0, 14.24 -0.54
2002-06-01 00:720 , 14.6 ,0, 17.88 -3.28
2002-06-11 00:720 , 18.3 ,0, 17.04 1.26
2002-06-22 00:720 , 17.9 ,0, 16.42 1.48
2002-07-02 00:720 , 19.9 ,0, 16.3 3.6
2002-07-12 00:720 , 14.8 ,0, 13.0 1.8
2002-07-23 00:720 , 8.56 ,0, 10.42 -1.86
2002-08-03 00:720 , 5.72 ,0, 6.864 -1.144
2002-08-13 00:720 , 5.07 ,0, 5.142 -0.072
2002-08-23 00:720 , 4.77 ,0, 4.24 0.53
2002-09-03 00:720 , 3.78 ,0, 3.466 0.314
2002-09-13 00:720 , 3.2 ,0, 3.022 0.178
2002-09-24 00:720 , 2.93 ,0, 2.608 0.322
2002-10-04 00:720 , 2.75 ,0, 2.334 0.416
2002-10-14 00:720 , 2.65 ,0, 2.198 0.452
2002-10-24 00:720 , 2.55 ,0, 2.07 0.48
2002-11-04 00:720 , 2.55 ,0, 2.006 0.544
2002-11-14 00:720 , 2.52 ,0, 2.004 0.516
2002-11-25 00:720 , 2.23 ,0, 1.968 0.262
2003-00-00 00:360 , 2.19 ,0, 1.95 0.24
2003-00-10 00:360 , 1.97 ,0, 1.838 0.132
