T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 00:1080 , 27.9 ,0, 28.3166666667 -0.416666666667
1993-01-19 00:1080 , 29.0 ,0, 28.3166666667 0.683333333333
1993-01-29 00:1080 , 26.1 ,0, 27.8333333333 -1.73333333333
1993-02-09 00:1080 , 20.6 ,0, 24.9666666667 -4.36666666667
1993-02-20 00:1080 , 15.7 ,0, 18.6 -2.9
1993-03-00 00:1080 , 16.4 ,0, 17.2166666667 -0.816666666667
1993-03-10 00:1080 , 31.5 ,0, 17.95 13.55
1993-03-20 00:1080 , 17.6 ,0, 23.9833333333 -6.38333333333
1993-04-00 00:1080 , 17.4 ,0, 30.9 -13.5
1993-04-10 00:1080 , 31.3 ,0, 24.8333333333 6.46666666667
1993-04-21 00:1080 , 38.2 ,0, 38.4666666667 -0.266666666667
1993-05-01 00:1080 , 58.3 ,0, 32.9166666667 25.3833333333
1993-05-11 00:1080 , 89.7 ,0, 49.9166666667 39.7833333333
1993-05-21 00:1080 , 89.9 ,0, 49.4 40.5
1993-06-01 00:1080 , 58.9 ,0, 50.1333333333 8.76666666667
1993-06-11 00:1080 , 59.0 ,0, 44.5166666667 14.4833333333
1993-06-22 00:1080 , 29.9 ,0, 39.5166666667 -9.61666666667
1993-07-02 00:1080 , 30.1 ,0, 39.3 -9.2
1993-07-12 00:1080 , 35.3 ,0, 40.3333333333 -5.03333333333
1993-07-23 00:1080 , 39.1 ,0, 38.3833333333 0.716666666667
1993-08-03 00:1080 , 39.4 ,0, 32.8166666667 6.58333333333
1993-08-13 00:1080 , 35.2 ,0, 28.6333333333 6.56666666667
1993-08-23 00:1080 , 31.7 ,0, 28.6833333333 3.01666666667
1993-09-03 00:1080 , 32.9 ,0, 29.7833333333 3.11666666667
1993-09-13 00:1080 , 38.8 ,0, 32.9 5.9
1993-09-24 00:1080 , 45.9 ,0, 39.75 6.15
1993-10-04 00:1080 , 45.5 ,0, 40.9 4.6
1993-10-14 00:1080 , 41.8 ,0, 38.7333333333 3.06666666667
1993-10-24 00:1080 , 40.8 ,0, 37.2666666667 3.53333333333
1993-11-04 00:1080 , 36.3 ,0, 36.2666666667 0.0333333333333
1993-11-14 00:1080 , 36.2 ,0, 33.5833333333 2.61666666667
1993-11-25 00:1080 , 32.2 ,0, 31.4333333333 0.766666666667
1994-00-00 00:720 , 28.6 ,0, 29.8666666667 -1.26666666667
1994-00-10 00:720 , 29.1 ,0, 30.3 -1.2
1994-00-21 00:720 , 30.4 ,0, 30.3833333333 0.0166666666667
1994-01-01 00:720 , 28.4 ,0, 29.1 -0.7
1994-01-11 00:720 , 26.4 ,0, 28.9 -2.5
1994-01-19 00:720 , 29.2 ,0, 29.0333333333 0.166666666667
1994-01-29 00:720 , 31.4 ,0, 28.3 3.1
1994-02-09 00:720 , 26.6 ,0, 24.95 1.65
1994-02-20 00:720 , 21.8 ,0, 18.7666666667 3.03333333333
1994-03-00 00:720 , 20.2 ,0, 17.6333333333 2.56666666667
1994-03-10 00:720 , 22.8 ,0, 20.75 2.05
1994-03-20 00:720 , 45.1 ,0, 24.5666666667 20.5333333333
1994-04-00 00:720 , 44.6 ,0, 28.25 16.35
1994-04-10 00:720 , 39.8 ,0, 24.55 15.25
1994-04-21 00:720 , 76.8 ,0, 35.2 41.6
1994-05-01 00:720 , 54.6 ,0, 39.0 15.6
1994-05-11 00:720 , 78.1 ,0, 59.5833333333 18.5166666667
1994-05-21 00:720 , 66.4 ,0, 51.4166666667 14.9833333333
1994-06-01 00:720 , 52.3 ,0, 50.3 2.0
1994-06-11 00:720 , 37.9 ,0, 42.25 -4.35
1994-06-22 00:720 , 36.2 ,0, 36.4833333333 -0.283333333333
1994-07-02 00:720 , 34.6 ,0, 36.1166666667 -1.51666666667
1994-07-12 00:720 , 41.8 ,0, 38.4833333333 3.31666666667
1994-07-23 00:720 , 40.3 ,0, 38.95 1.35
1994-08-03 00:720 , 42.5 ,0, 34.5166666667 7.98333333333
1994-08-13 00:720 , 39.0 ,0, 30.3833333333 8.61666666667
1994-08-23 00:720 , 34.4 ,0, 29.3666666667 5.03333333333
1994-09-03 00:720 , 32.6 ,0, 29.9 2.7
1994-09-13 00:720 , 33.6 ,0, 33.2166666667 0.383333333333
1994-09-24 00:720 , 38.4 ,0, 40.3 -1.9
1994-10-04 00:720 , 45.0 ,0, 41.9166666667 3.08333333333
1994-10-14 00:720 , 42.8 ,0, 39.5 3.3
1994-10-24 00:720 , 40.3 ,0, 38.1666666667 2.13333333333
1994-11-04 00:720 , 34.1 ,0, 36.3 -2.2
1994-11-14 00:720 , 34.8 ,0, 33.85 0.95
1994-11-25 00:720 , nan ,0, 31.5833333333 nan
1995-00-00 00:360 , nan ,0, 29.85 nan
1995-00-10 00:360 , nan ,0, 30.3166666667 nan
1995-00-21 00:360 , nan ,0, 30.5 nan
1995-01-01 00:360 , nan ,0, 29.3 nan
1995-01-11 00:360 , nan ,0, 28.8333333333 nan
1995-01-19 00:360 , nan ,0, 29.2333333333 nan
1995-01-29 00:360 , nan ,0, 29.0166666667 nan
1995-02-09 00:360 , nan ,0, 25.3166666667 nan
1995-02-20 00:360 , nan ,0, 19.0833333333 nan
1995-03-00 00:360 , nan ,0, 18.3166666667 nan
1995-03-10 00:360 , nan ,0, 21.1666666667 nan
