T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s], Q_err [m3/s]
728003.0 , 2.5 , 1.74546186256 , 0.754538137443
728034.0 , 2.68 , 1.64057683466 , 1.03942316534
728064.0 , 4.206666667 , 3.4289160525 , 0.777750614504
728095.0 , 13.94 , 10.9731042137 , 2.96689578629
728125.0 , 21.8 , 19.3793710293 , 2.42062897073
728156.0 , 16.1 , 18.9702137176 , -2.87021371755
728187.0 , 10.24 , 10.686974843 , -0.446974843038
728217.0 , 5.076666667 , 4.80932912677 , 0.26733754023
728248.0 , 3.263333333 , 2.9235188592 , 0.3398144738
728278.0 , 2.81 , 2.1825341777 , 0.627465822295
728309.0 , 2.653333333 , 2.16238724047 , 0.490946092533
728340.0 , 2.433333333 , 2.1542878195 , 0.279045513497
728368.0 , 2.386666667 , 2.03969312752 , 0.346973539481
728399.0 , 2.31 , 1.9907241571 , 0.319275842898
728429.0 , 4.246666667 , 3.33877484564 , 0.90789182136
728460.0 , 15.63333333 , 10.6689180942 , 4.96441523581
728490.0 , 22.83333333 , 20.669787191 , 2.16354613896
728521.0 , 20.23333333 , 17.58856437 , 2.64476896001
728552.0 , 9.013333333 , 10.1272793634 , -1.11394603041
728582.0 , 4.086666667 , 4.37579952127 , -0.289132854273
728613.0 , 2.883333333 , 2.85156085177 , 0.0317724812345
728643.0 , 2.226666667 , 2.3492073245 , -0.122540657502
728674.0 , 2.173333333 , 2.40581306924 , -0.232479736242
728705.0 , 2.18 , 2.35192639187 , -0.171926391873
728733.0 , 2.13 , 2.28391067646 , -0.153910676458
728764.0 , 2.083333333 , 2.28876155853 , -0.205428225525
728794.0 , 3.966666667 , 4.11598678083 , -0.149320113828
728825.0 , 8.683333333 , 12.7436896192 , -4.06035628623
728855.0 , 19.36666667 , 22.0143149849 , -2.64764831492
728886.0 , 19.8 , 17.540534189 , 2.25946581101
728917.0 , 9.836666667 , 9.10816380013 , 0.728502866866
728947.0 , 6.153333333 , 4.31900968832 , 1.83432364468
728978.0 , 3.196666667 , 2.85376198005 , 0.342904686945
729008.0 , 2.53 , 2.34337510778 , 0.186624892219
729039.0 , 2.413333333 , 2.40091323248 , 0.0124201005179
729070.0 , 2.15 , 2.38268205035 , -0.232682050351
729099.0 , 1.94 , 2.33365755143 , -0.393657551428
729130.0 , 1.82 , 2.34513858444 , -0.525138584435
729160.0 , 2.8 , 4.13812869882 , -1.33812869882
729191.0 , 10.38333333 , 12.3689721459 , -1.98563881594
729221.0 , 15.9 , 21.2827084651 , -5.38270846511
729252.0 , 19.53333333 , 18.6145625337 , 0.918770796288
729283.0 , 8.723333333 , 9.68302637173 , -0.95969303873
729313.0 , 4.94 , 5.03523141739 , -0.0952314173871
729344.0 , 2.856666667 , 3.10993429851 , -0.253267631513
729374.0 , 2.156666667 , 2.51088804922 , -0.354221382217
729405.0 , 1.756666667 , 2.40535115972 , -0.648684492721
729436.0 , 1.596666667 , 2.25094829701 , -0.654281630012
729464.0 , 1.393333333 , 2.14449168673 , -0.751158353731
729495.0 , 1.63 , 2.06132930184 , -0.431329301844
729525.0 , 5.116666667 , 3.61307772101 , 1.50358894599
729556.0 , 14.8 , 11.2122202148 , 3.58777978519
729586.0 , 21.8 , 19.1575708155 , 2.64242918446
729617.0 , 17.93333333 , 19.853465671 , -1.92013234103
729648.0 , 9.853333333 , 9.17920956482 , 0.674123768178
729678.0 , 5.006666667 , 4.98963604963 , 0.0170306173683
729709.0 , 3.1 , 2.97497913497 , 0.125020865033
729739.0 , 2.216666667 , 2.29889737832 , -0.082230711322
729770.0 , 1.926666667 , 2.09641699135 , -0.169750324353
729801.0 , 1.296666667 , 1.95600399485 , -0.659337327851
729829.0 , 1.143333333 , 1.79230584091 , -0.648972507912
729860.0 , 1.123333333 , 1.83515429715 , -0.711820964145
729890.0 , 2.2 , 3.84465128107 , -1.64465128107
729921.0 , 10.52 , 11.0093495642 , -0.489349564207
729951.0 , 20.56666667 , 18.8641032681 , 1.70256340191
729982.0 , 18.96666667 , 19.0707390717 , -0.104072401672
730013.0 , 11.24 , 9.45593618338 , 1.78406381662
730043.0 , 4.973333333 , 5.33902584213 , -0.365692509126
730074.0 , 2.473333333 , 3.0477046046 , -0.574371271601
730104.0 , 1.836666667 , 2.2954507504 , -0.458784083398
730135.0 , 1.67 , 2.01389930451 , -0.343899304509
730166.0 , 1.66 , 1.64497898892 , 0.0150210110832
730194.0 , 1.616666667 , 1.45660973231 , 0.160056934686
730225.0 , 1.683333333 , 1.49367419969 , 0.189659133306
730255.0 , 3.583333333 , 3.1588035137 , 0.424529819305
730286.0 , 8.17 , 11.7364859658 , -3.56648596575
730316.0 , 17.53333333 , 19.2459421378 , -1.71260880778
730347.0 , 21.33333333 , 18.7993484609 , 2.53398486912
730378.0 , 14.13333333 , 9.88577339908 , 4.24755993092
730408.0 , 6.156666667 , 4.97325886096 , 1.18340780604
730439.0 , 3.47 , 2.79791577699 , 0.672084223013
730469.0 , 2.9 , 2.06302545659 , 0.836974543413
730500.0 , 2.29 , 1.78130165675 , 0.508698343245
730531.0 , 2.246666667 , 1.50909610382 , 0.737570563177
730560.0 , 2.18 , 1.37072223822 , 0.80927776178
730591.0 , 2.283333333 , 1.45530981352 , 0.828023519477
730621.0 , 6.016666667 , 3.42951209214 , 2.58715457486
730652.0 , 12.09333333 , 10.8351061546 , 1.25822717542
