T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 18:00 , 727985.0 ,0, 9.58375 -2.40375
1993-01-19 18:00 , 727993.0 ,0, 9.635 -2.415
1993-01-29 18:00 , 728003.0 ,0, 9.64375 -2.33375
1993-02-09 18:00 , 728013.0 ,0, 9.74875 -2.42875
1993-02-20 18:00 , 728024.0 ,0, 10.2575 -3.8675
1993-03-00 18:00 , 728034.0 ,0, 11.62625 -4.99625
1993-03-10 18:00 , 728044.0 ,0, 15.7875 -7.5075
1993-03-20 18:00 , 728054.0 ,0, 19.2875 0.1125
1993-04-00 18:00 , 728064.0 ,0, 24.275 -7.475
1993-04-10 18:00 , 728074.0 ,0, 27.825 -1.425
1993-04-21 18:00 , 728085.0 ,0, 34.35 8.65
1993-05-01 18:00 , 728095.0 ,0, 37.1375 8.1625
1993-05-11 18:00 , 728105.0 ,0, 45.3375 -0.1375
1993-05-21 18:00 , 728115.0 ,0, 49.4375 0.6625
1993-06-01 18:00 , 728125.0 ,0, 52.2125 -2.4125
1993-06-11 18:00 , 728135.0 ,0, 55.7125 -15.6125
1993-06-22 18:00 , 728146.0 ,0, 51.6125 -16.9125
1993-07-02 18:00 , 728156.0 ,0, 45.5375 -14.6375
1993-07-12 18:00 , 728166.0 ,0, 40.125 -9.725
1993-07-23 18:00 , 728177.0 ,0, 34.3375 -4.2375
1993-08-03 18:00 , 728187.0 ,0, 28.7875 -9.6875
1993-08-13 18:00 , 728197.0 ,0, 24.4125 -0.7125
1993-08-23 18:00 , 728207.0 ,0, 21.175 -0.625526315789
1993-09-03 18:00 , 728217.0 ,0, 18.9125 -0.985833333333
1993-09-13 18:00 , 728227.0 ,0, 17.7375 -1.38960526316
1993-09-24 18:00 , 728238.0 ,0, 16.5125 -2.5125
1993-10-04 18:00 , 728248.0 ,0, 15.175 -2.275
1993-10-14 18:00 , 728258.0 ,0, 13.8875 -1.9875
1993-10-24 18:00 , 728268.0 ,0, 13.225 -2.00244680851
1993-11-04 18:00 , 728278.0 ,0, 12.6 -1.37744680851
1993-11-14 18:00 , 728288.0 ,0, 11.74875 -1.17701666667
1993-11-25 18:00 , 728299.0 ,0, 11.28125 -1.05822368421
1994-00-00 12:00 , 728309.0 ,0, 10.76875 -0.712395833333
1994-00-10 12:00 , 728319.0 ,0, 10.44 -0.571964285714
1994-00-21 12:00 , 728330.0 ,0, 10.2575 -0.565526315789
1994-01-01 12:00 , 728340.0 ,0, 9.86875 -0.368618421053
1994-01-11 12:00 , 728350.0 ,0, 9.4525 -0.244330065359
1994-01-19 12:00 , 728358.0 ,0, 9.48875 -1.28875
1994-01-29 12:00 , 728368.0 ,0, 9.4275 -1.2575
1994-02-09 12:00 , 728378.0 ,0, 9.41625 -0.26625
1994-02-20 12:00 , 728389.0 ,0, 9.78125 -1.12125
1994-03-00 12:00 , 728399.0 ,0, 11.03 -2.35
1994-03-10 12:00 , 728409.0 ,0, 14.0475 -4.5575
1994-03-20 12:00 , 728419.0 ,0, 19.0875 -2.6875
1994-04-00 12:00 , 728429.0 ,0, 24.5125 3.8875
1994-04-10 12:00 , 728439.0 ,0, 26.85 3.25
1994-04-21 12:00 , 728450.0 ,0, 36.8125 10.1875
1994-05-01 12:00 , 728460.0 ,0, 37.325 20.075
1994-05-11 12:00 , 728470.0 ,0, 44.425 16.675
1994-05-21 12:00 , 728480.0 ,0, 49.625 11.275
1994-06-01 12:00 , 728490.0 ,0, 52.6625 4.6375
1994-06-11 12:00 , 728500.0 ,0, 54.2125 -3.7125
1994-06-22 12:00 , 728511.0 ,0, 48.75 -4.75
1994-07-02 12:00 , 728521.0 ,0, 44.025 4.475
1994-07-12 12:00 , 728531.0 ,0, 39.3125 -1.6125
1994-07-23 12:00 , 728542.0 ,0, 34.15 -3.45
1994-08-03 12:00 , 728552.0 ,0, 27.95 -2.25
1994-08-13 12:00 , 728562.0 ,0, 24.475 -0.075
1994-08-23 12:00 , 728572.0 ,0, 21.2186842105 0.581315789474
1994-09-03 12:00 , 728582.0 ,0, 18.9658333333 -1.76583333333
