T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 18:00 , 727985.0 ,0, 0.534387134175 0.135612865825
1993-01-19 18:00 , 727993.0 ,0, 0.581918878413 0.0280811215869
1993-01-29 18:00 , 728003.0 ,0, 0.566534629174 0.203465370826
1993-02-09 18:00 , 728013.0 ,0, 0.596246767853 -0.0162467678532
1993-02-20 18:00 , 728024.0 ,0, 0.610190696642 -0.160190696642
1993-03-00 18:00 , 728034.0 ,0, 0.632135003365 -0.00213500336489
1993-03-10 18:00 , 728044.0 ,0, 0.737459185826 0.432540814174
1993-03-20 18:00 , 728054.0 ,0, 1.00031940434 0.469680595661
1993-04-00 18:00 , 728064.0 ,0, 1.64907199694 -0.229071996939
1993-04-10 18:00 , 728074.0 ,0, 2.23067882913 1.39932117087
1993-04-21 18:00 , 728085.0 ,0, 3.34386428964 1.55613571036
1993-05-01 18:00 , 728095.0 ,0, 3.96277123759 2.03722876241
1993-05-11 18:00 , 728105.0 ,0, 4.94397887422 2.46602112578
1993-05-21 18:00 , 728115.0 ,0, 5.74680345075 2.54319654925
1993-06-01 18:00 , 728125.0 ,0, 6.36158937454 2.48841062546
1993-06-11 18:00 , 728135.0 ,0, 6.48648103193 2.64351896807
1993-06-22 18:00 , 728146.0 ,0, 6.21768323639 0.932316763615
1993-07-02 18:00 , 728156.0 ,0, 5.79131280737 0.768687192631
1993-07-12 18:00 , 728166.0 ,0, 4.88599841305 0.11400158695
1993-07-23 18:00 , 728177.0 ,0, 4.04851715353 0.0114828464659
1993-08-03 18:00 , 728187.0 ,0, 3.17909345267 0.560906547328
1993-08-13 18:00 , 728197.0 ,0, 2.61982529757 0.440174702428
1993-08-23 18:00 , 728207.0 ,0, 2.19367596798 0.476324032019
1993-09-03 18:00 , 728217.0 ,0, 1.94543870998 0.794561290017
1993-09-13 18:00 , 728227.0 ,0, 1.73192947086 0.408070529144
1993-09-24 18:00 , 728238.0 ,0, 1.49083748441 0.20916251559
1993-10-04 18:00 , 728248.0 ,0, 1.37437748028 0.255622519722
1993-10-14 18:00 , 728258.0 ,0, 1.20784488707 0.322155112934
1993-10-24 18:00 , 728268.0 ,0, 1.09294605139 0.267053948611
1993-11-04 18:00 , 728278.0 ,0, 0.954908293518 0.285091706482
1993-11-14 18:00 , 728288.0 ,0, 0.898433102135 0.291566897865
1993-11-25 18:00 , 728299.0 ,0, 0.786845004924 0.193154995076
1994-00-00 12:00 , 728309.0 ,0, 0.672076511366 -0.172076511366
1994-00-10 12:00 , 728319.0 ,0, 0.686743459955 -0.0367434599547
1994-00-21 12:00 , 728330.0 ,0, 0.66012637535 0.10987362465
1994-01-01 12:00 , 728340.0 ,0, 0.69356508159 0.14643491841
1994-01-11 12:00 , 728350.0 ,0, 0.563227380634 0.176772619366
1994-01-19 12:00 , 728358.0 ,0, 0.617384506439 0.122615493561
1994-01-29 12:00 , 728368.0 ,0, 0.620887027775 0.169112972225
1994-02-09 12:00 , 728378.0 ,0, 0.624592892781 0.205407107219
1994-02-20 12:00 , 728389.0 ,0, 0.623224038819 0.076775961181
1994-03-00 12:00 , 728399.0 ,0, 0.675619525824 0.0443804741761
1994-03-10 12:00 , 728409.0 ,0, 0.831016521443 -0.0210165214435
1994-03-20 12:00 , 728419.0 ,0, 1.11657302302 0.193426976985
1994-04-00 12:00 , 728429.0 ,0, 1.79209200561 0.587907994391
1994-04-10 12:00 , 728439.0 ,0, 2.35402663954 1.10597336046
1994-04-21 12:00 , 728450.0 ,0, 3.56891767176 0.871082328243
1994-05-01 12:00 , 728460.0 ,0, 4.08235027896 1.00764972104
1994-05-11 12:00 , 728470.0 ,0, 5.27382966365 0.596170336355
1994-05-21 12:00 , 728480.0 ,0, 6.15465510623 -0.0946551062272
1994-06-01 12:00 , 728490.0 ,0, 6.83393704379 0.586062956211
1994-06-11 12:00 , 728500.0 ,0, 6.74735749521 0.222642504792
1994-06-22 12:00 , 728511.0 ,0, 6.25222840791 0.837771592093
1994-07-02 12:00 , 728521.0 ,0, 5.93390765114 0.846092348862
1994-07-12 12:00 , 728531.0 ,0, 5.02893194837 1.14106805163
1994-07-23 12:00 , 728542.0 ,0, 4.07680871648 1.76319128352
1994-08-03 12:00 , 728552.0 ,0, 3.28322022616 1.87677977384
1994-08-13 12:00 , 728562.0 ,0, 2.72399626324 0.476003736757
1994-08-23 12:00 , 728572.0 ,0, 2.30934983129 0.270650168708
