T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 18:00 , 727985.0 ,0, 1.52755306231 -0.0475530623083
1993-01-19 18:00 , 727993.0 ,0, 1.51327796532 -0.0932779653184
1993-01-29 18:00 , 728003.0 ,0, 1.48131729423 -0.0713172942339
1993-02-09 18:00 , 728013.0 ,0, 1.48652206157 -0.156522061575
1993-02-20 18:00 , 728024.0 ,0, 1.50851260233 0.0214873976696
1993-03-00 18:00 , 728034.0 ,0, 1.55709471926 0.102905280738
1993-03-10 18:00 , 728044.0 ,0, 2.07569278591 1.36430721409
1993-03-20 18:00 , 728054.0 ,0, 2.53466756047 1.03533243953
1993-04-00 18:00 , 728064.0 ,0, 2.7182547616 0.651745238397
1993-04-10 18:00 , 728074.0 ,0, 6.89495960215 -0.38495960215
1993-04-21 18:00 , 728085.0 ,0, 18.3723285312 -4.67232853117
1993-05-01 18:00 , 728095.0 ,0, 16.7783115355 3.12168846448
1993-05-11 18:00 , 728105.0 ,0, 18.6483036781 2.05169632195
1993-05-21 18:00 , 728115.0 ,0, 14.9801745232 4.61982547681
1993-06-01 18:00 , 728125.0 ,0, 13.118204537 4.48179546303
1993-06-11 18:00 , 728135.0 ,0, 10.5979234075 3.70207659249
1993-06-22 18:00 , 728146.0 ,0, 9.14862260433 0.951377395675
1993-07-02 18:00 , 728156.0 ,0, 7.82407982464 1.50592017536
1993-07-12 18:00 , 728166.0 ,0, 6.26609252907 1.93390747093
1993-07-23 18:00 , 728177.0 ,0, 5.14199606511 2.30800393489
1993-08-03 18:00 , 728187.0 ,0, 4.07034776641 1.81965223359
1993-08-13 18:00 , 728197.0 ,0, 3.51580473919 1.49419526081
1993-08-23 18:00 , 728207.0 ,0, 3.25640883834 1.11359116166
1993-09-03 18:00 , 728217.0 ,0, 2.90787891318 1.21212108682
1993-09-13 18:00 , 728227.0 ,0, 2.68477112629 1.01522887371
1993-09-24 18:00 , 728238.0 ,0, 2.4165729458 0.983427054201
1993-10-04 18:00 , 728248.0 ,0, 2.19214428012 0.947855719884
1993-10-14 18:00 , 728258.0 ,0, 2.00818741958 0.951812580417
1993-10-24 18:00 , 728268.0 ,0, 1.93877055927 0.911229440732
1993-11-04 18:00 , 728278.0 ,0, 1.9420341815 0.667965818495
1993-11-14 18:00 , 728288.0 ,0, 1.95519186547 0.554808134527
1993-11-25 18:00 , 728299.0 ,0, 1.66257099637 0.647429003629
1994-00-00 12:00 , 728309.0 ,0, 1.60875654015 0.461243459845
1994-00-10 12:00 , 728319.0 ,0, 1.58016940492 0.389830595075
1994-00-21 12:00 , 728330.0 ,0, 1.48191743095 0.408082569051
1994-01-01 12:00 , 728340.0 ,0, 1.46155793846 0.368442061536
1994-01-11 12:00 , 728350.0 ,0, 1.45726173964 0.322738260356
1994-01-19 12:00 , 728358.0 ,0, 1.45217243617 0.41782756383
1994-01-29 12:00 , 728368.0 ,0, 1.43327809514 0.616721904857
1994-02-09 12:00 , 728378.0 ,0, 1.44699073158 0.433009268424
1994-02-20 12:00 , 728389.0 ,0, 1.54086988895 0.35913011105
1994-03-00 12:00 , 728399.0 ,0, 1.67955252264 0.210447477358
1994-03-10 12:00 , 728409.0 ,0, 2.48367218786 -0.273672187861
1994-03-20 12:00 , 728419.0 ,0, 2.97319483461 1.83680516539
1994-04-00 12:00 , 728429.0 ,0, 3.44058421951 4.25941578049
1994-04-10 12:00 , 728439.0 ,0, 6.92065928349 5.37934071651
1994-04-21 12:00 , 728450.0 ,0, 8.3844312032 11.2155687968
1994-05-01 12:00 , 728460.0 ,0, 14.1859847225 2.5140152775
1994-05-11 12:00 , 728470.0 ,0, 17.2710315928 4.52896840724
1994-05-21 12:00 , 728480.0 ,0, 16.4232731455 6.87672685454
1994-06-01 12:00 , 728490.0 ,0, 13.5026857077 3.19731429226
1994-06-11 12:00 , 728500.0 ,0, 11.771518363 1.82848163702
1994-06-22 12:00 , 728511.0 ,0, 10.8823109569 1.41768904312
