T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 18:00 , 727985.0 ,0, 1.69378212572 0.886217874281
1993-01-19 18:00 , 727993.0 ,0, 1.66314721729 0.836852782709
1993-01-29 18:00 , 728003.0 ,0, 1.63858334989 0.861416650111
1993-02-09 18:00 , 728013.0 ,0, 1.59848853571 0.901511464294
1993-02-20 18:00 , 728024.0 ,0, 1.56544731253 0.884552687472
1993-03-00 18:00 , 728034.0 ,0, 1.52859095666 0.961409043337
1993-03-10 18:00 , 728044.0 ,0, 1.5221905174 1.5778094826
1993-03-20 18:00 , 728054.0 ,0, 1.90909457186 1.39090542814
1993-04-00 18:00 , 728064.0 ,0, 4.63602068184 -1.22602068184
1993-04-10 18:00 , 728074.0 ,0, 4.77762351475 1.13237648525
1993-04-21 18:00 , 728085.0 ,0, 8.81726076323 0.402739236767
1993-05-01 18:00 , 728095.0 ,0, 12.0793220102 2.32067798985
1993-05-11 18:00 , 728105.0 ,0, 17.485394851 0.714605148973
1993-05-21 18:00 , 728115.0 ,0, 18.4907935538 3.60920644624
1993-06-01 18:00 , 728125.0 ,0, 17.5110921809 4.08890781914
1993-06-11 18:00 , 728135.0 ,0, 18.9092878998 2.79071210019
1993-06-22 18:00 , 728146.0 ,0, 24.8988265747 -4.79882657466
1993-07-02 18:00 , 728156.0 ,0, 19.1803470035 -3.38034700353
1993-07-12 18:00 , 728166.0 ,0, 15.5742634141 -3.17426341408
1993-07-23 18:00 , 728177.0 ,0, 13.3506328657 -0.850632865741
1993-08-03 18:00 , 728187.0 ,0, 11.4794595256 -1.07945952561
1993-08-13 18:00 , 728197.0 ,0, 10.0889908889 -2.26899088887
1993-08-23 18:00 , 728207.0 ,0, 7.66947548222 -1.55947548222
1993-09-03 18:00 , 728217.0 ,0, 5.22795146876 -0.257951468761
1993-09-13 18:00 , 728227.0 ,0, 4.26752097486 -0.117520974858
1993-09-24 18:00 , 728238.0 ,0, 3.59355257657 -0.0635525765656
1993-10-04 18:00 , 728248.0 ,0, 3.17893389944 0.081066100558
1993-10-14 18:00 , 728258.0 ,0, 2.95628597944 0.0437140205635
1993-10-24 18:00 , 728268.0 ,0, 2.4357827742 0.434217225797
1993-11-04 18:00 , 728278.0 ,0, 2.24861395616 0.571386043839
1993-11-14 18:00 , 728288.0 ,0, 2.00842428254 0.731575717463
1993-11-25 18:00 , 728299.0 ,0, 2.04063485256 0.81936514744
1994-00-00 12:00 , 728309.0 ,0, 2.02386956027 0.696130439728
1994-00-10 12:00 , 728319.0 ,0, 2.01494861341 0.365051386587
1994-00-21 12:00 , 728330.0 ,0, 1.99099172181 0.389008278186
1994-01-01 12:00 , 728340.0 ,0, 1.99136660613 0.458633393875
1994-01-11 12:00 , 728350.0 ,0, 1.9500465078 0.519953492202
1994-01-19 12:00 , 728358.0 ,0, 1.8929737104 0.487026289599
1994-01-29 12:00 , 728368.0 ,0, 1.81793613207 0.562063867934
1994-02-09 12:00 , 728378.0 ,0, 1.78020749225 0.619792507754
1994-02-20 12:00 , 728389.0 ,0, 1.76072290689 0.899277093114
1994-03-00 12:00 , 728399.0 ,0, 1.65271397872 0.937286021283
1994-03-10 12:00 , 728409.0 ,0, 1.66652474792 0.0134752520783
