T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 18:00 , 727985.0 ,0, 1.89165752677 0.588342473226
1993-01-19 18:00 , 727993.0 ,0, 1.83487432672 0.62512567328
1993-01-29 18:00 , 728003.0 ,0, 1.74879664475 0.701203355246
1993-02-09 18:00 , 728013.0 ,0, 1.80607758048 0.623922419517
1993-02-20 18:00 , 728024.0 ,0, 2.4665042111 -0.0765042111025
1993-03-00 18:00 , 728034.0 ,0, 2.63942975124 -0.0694297512361
1993-03-10 18:00 , 728044.0 ,0, 2.83134916242 0.41865083758
1993-03-20 18:00 , 728054.0 ,0, 3.09748653756 0.182513462441
1993-04-00 18:00 , 728064.0 ,0, 5.0958862765 -2.1758862765
1993-04-10 18:00 , 728074.0 ,0, 6.43463479255 -0.734634792553
1993-04-21 18:00 , 728085.0 ,0, 9.72212031023 2.47787968977
1993-05-01 18:00 , 728095.0 ,0, 8.87016029362 7.92983970638
1993-05-11 18:00 , 728105.0 ,0, 11.4681476472 8.83185235285
1993-05-21 18:00 , 728115.0 ,0, 11.8040302693 6.6959697307
1993-06-01 18:00 , 728125.0 ,0, 13.9442368859 5.4557631141
1993-06-11 18:00 , 728135.0 ,0, 21.0782503534 -4.27825035337
1993-06-22 18:00 , 728146.0 ,0, 21.7061710194 -8.50617101937
1993-07-02 18:00 , 728156.0 ,0, 10.4690250972 -1.35902509725
1993-07-12 18:00 , 728166.0 ,0, 8.35533433594 0.424665664058
1993-07-23 18:00 , 728177.0 ,0, 7.49070643994 2.31929356006
1993-08-03 18:00 , 728187.0 ,0, 6.64180879642 1.18819120358
1993-08-13 18:00 , 728197.0 ,0, 5.06253619557 1.36746380443
1993-08-23 18:00 , 728207.0 ,0, 4.1607386111 0.7792613889
1993-09-03 18:00 , 728217.0 ,0, 3.64896534814 0.891034651859
1993-09-13 18:00 , 728227.0 ,0, 3.00206519296 0.947934807043
1993-09-24 18:00 , 728238.0 ,0, 2.67816553588 0.721834464117
1993-10-04 18:00 , 728248.0 ,0, 2.55329978378 0.326700216217
1993-10-14 18:00 , 728258.0 ,0, 2.52489248528 0.195107514715
1993-10-24 18:00 , 728268.0 ,0, 2.54627319116 0.233726808838
1993-11-04 18:00 , 728278.0 ,0, 2.45758076209 0.482419237914
1993-11-14 18:00 , 728288.0 ,0, 2.3492745327 0.640725467301
1993-11-25 18:00 , 728299.0 ,0, 2.34553467729 0.504465322714
1994-00-00 12:00 , 728309.0 ,0, 2.30053449611 0.57946550389
1994-00-10 12:00 , 728319.0 ,0, 2.30008292156 0.399917078444
1994-00-21 12:00 , 728330.0 ,0, 1.95670249767 0.53329750233
1994-01-01 12:00 , 728340.0 ,0, 1.76906838678 0.49093161322
1994-01-11 12:00 , 728350.0 ,0, 1.75588956199 0.644110438012
1994-01-19 12:00 , 728358.0 ,0, 1.72341947928 0.506580520722
1994-01-29 12:00 , 728368.0 ,0, 1.71665975065 0.513340249354
1994-02-09 12:00 , 728378.0 ,0, 1.50415281462 0.665847185377
1994-02-20 12:00 , 728389.0 ,0, 3.158068945 -0.818068944997
1994-03-00 12:00 , 728399.0 ,0, 3.58138963406 -1.21138963406
