T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 18:00 , 727985.0 ,0, 21.7122929429 6.18770705713
1993-01-19 18:00 , 727993.0 ,0, 21.8938637464 7.10613625361
1993-01-29 18:00 , 728003.0 ,0, 20.5703760591 5.52962394088
1993-02-09 18:00 , 728013.0 ,0, 17.9135806197 2.68641938031
1993-02-20 18:00 , 728024.0 ,0, 14.6841922354 1.01580776465
1993-03-00 18:00 , 728034.0 ,0, 15.4808860955 0.919113904495
1993-03-10 18:00 , 728044.0 ,0, 17.020946002 14.479053998
1993-03-20 18:00 , 728054.0 ,0, 18.6493569055 -1.04935690554
1993-04-00 18:00 , 728064.0 ,0, 22.0642476329 -4.66424763291
1993-04-10 18:00 , 728074.0 ,0, 20.2014964906 11.0985035094
1993-04-21 18:00 , 728085.0 ,0, 23.4902409434 14.7097590566
1993-05-01 18:00 , 728095.0 ,0, 21.6575929454 36.6424070546
1993-05-11 18:00 , 728105.0 ,0, 30.1295001277 59.5704998723
1993-05-21 18:00 , 728115.0 ,0, 28.9428294193 60.9571705807
1993-06-01 18:00 , 728125.0 ,0, 31.9671657553 26.9328342447
1993-06-11 18:00 , 728135.0 ,0, 37.8438301364 21.1561698636
1993-06-22 18:00 , 728146.0 ,0, 34.3487245264 -4.4487245264
1993-07-02 18:00 , 728156.0 ,0, 28.6989272737 1.40107272628
1993-07-12 18:00 , 728166.0 ,0, 29.7992359107 5.50076408934
1993-07-23 18:00 , 728177.0 ,0, 28.5029491539 10.5970508461
1993-08-03 18:00 , 728187.0 ,0, 24.6888583778 14.7111416222
1993-08-13 18:00 , 728197.0 ,0, 21.3061826565 13.8938173435
1993-08-23 18:00 , 728207.0 ,0, 19.8644539667 11.8355460333
1993-09-03 18:00 , 728217.0 ,0, 20.6301916015 12.2698083985
1993-09-13 18:00 , 728227.0 ,0, 22.105637432 16.694362568
1993-09-24 18:00 , 728238.0 ,0, 26.3394849013 19.5605150987
1993-10-04 18:00 , 728248.0 ,0, 27.7738506246 17.7261493754
1993-10-14 18:00 , 728258.0 ,0, 27.4954367781 14.3045632219
1993-10-24 18:00 , 728268.0 ,0, 25.7843505067 15.0156494933
1993-11-04 18:00 , 728278.0 ,0, 23.172814519 13.127185481
1993-11-14 18:00 , 728288.0 ,0, 19.7735023022 16.4264976978
1993-11-25 18:00 , 728299.0 ,0, 20.1227473505 12.0772526495
