T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 18:00 , 727985.0 ,0, 1.563 1.017
1993-01-19 18:00 , 727993.0 ,0, 1.55 0.95
1993-01-29 18:00 , 728003.0 ,0, 1.531 0.969
1993-02-09 18:00 , 728013.0 ,0, 1.493 1.007
1993-02-20 18:00 , 728024.0 ,0, 1.454 0.996
1993-03-00 18:00 , 728034.0 ,0, 1.433 1.057
1993-03-10 18:00 , 728044.0 ,0, 1.688 1.412
1993-03-20 18:00 , 728054.0 ,0, 2.157 1.143
1993-04-00 18:00 , 728064.0 ,0, 3.62 -0.21
1993-04-10 18:00 , 728074.0 ,0, 4.832 1.078
1993-04-21 18:00 , 728085.0 ,0, 7.91 1.31
1993-05-01 18:00 , 728095.0 ,0, 10.181 4.219
1993-05-11 18:00 , 728105.0 ,0, 14.35 3.85
1993-05-21 18:00 , 728115.0 ,0, 17.61 4.49
1993-06-01 18:00 , 728125.0 ,0, 20.77 0.83
1993-06-11 18:00 , 728135.0 ,0, 22.46 -0.76
1993-06-22 18:00 , 728146.0 ,0, 23.38 -3.28
1993-07-02 18:00 , 728156.0 ,0, 19.65 -3.85
1993-07-12 18:00 , 728166.0 ,0, 16.73 -4.33
1993-07-23 18:00 , 728177.0 ,0, 12.23 0.27
1993-08-03 18:00 , 728187.0 ,0, 9.171 1.229
1993-08-13 18:00 , 728197.0 ,0, 7.201 0.619
1993-08-23 18:00 , 728207.0 ,0, 5.303 0.807
1993-09-03 18:00 , 728217.0 ,0, 4.081 0.889
1993-09-13 18:00 , 728227.0 ,0, 3.421 0.729
1993-09-24 18:00 , 728238.0 ,0, 2.901 0.629
1993-10-04 18:00 , 728248.0 ,0, 2.605 0.655
1993-10-14 18:00 , 728258.0 ,0, 2.363 0.637
1993-10-24 18:00 , 728268.0 ,0, 2.158 0.712
1993-11-04 18:00 , 728278.0 ,0, 2.003 0.817
1993-11-14 18:00 , 728288.0 ,0, 1.9 0.84
1993-11-25 18:00 , 728299.0 ,0, 1.894 0.966
1994-00-00 12:00 , 728309.0 ,0, 1.882 0.838
1994-00-10 12:00 , 728319.0 ,0, 1.811 0.569
1994-00-21 12:00 , 728330.0 ,0, 1.764 0.616
1994-01-01 12:00 , 728340.0 ,0, 1.718 0.732
1994-01-11 12:00 , 728350.0 ,0, 1.661 0.809
1994-01-19 12:00 , 728358.0 ,0, 1.64 0.74
1994-01-29 12:00 , 728368.0 ,0, 1.624 0.756
1994-02-09 12:00 , 728378.0 ,0, 1.593 0.807
1994-02-20 12:00 , 728389.0 ,0, 1.549 1.111
1994-03-00 12:00 , 728399.0 ,0, 1.532 1.058
1994-03-10 12:00 , 728409.0 ,0, 1.843 -0.163
1994-03-20 12:00 , 728419.0 ,0, 2.277 0.233
1994-04-00 12:00 , 728429.0 ,0, 3.476 0.984
1994-04-10 12:00 , 728439.0 ,0, 4.76 1.01
1994-04-21 12:00 , 728450.0 ,0, 8.106 4.594
1994-05-01 12:00 , 728460.0 ,0, 10.591 3.509
1994-05-11 12:00 , 728470.0 ,0, 14.75 5.35
1994-05-21 12:00 , 728480.0 ,0, 18.24 5.66
1994-06-01 12:00 , 728490.0 ,0, 21.26 2.24
1994-06-11 12:00 , 728500.0 ,0, 22.35 -1.25
1994-06-22 12:00 , 728511.0 ,0, 22.43 0.87
1994-07-02 12:00 , 728521.0 ,0, 19.25 -0.75
1994-07-12 12:00 , 728531.0 ,0, 16.02 2.88
1994-07-23 12:00 , 728542.0 ,0, 12.11 0.89
1994-08-03 12:00 , 728552.0 ,0, 9.323 -1.183
1994-08-13 12:00 , 728562.0 ,0, 7.275 -1.375
1994-08-23 12:00 , 728572.0 ,0, 5.478 -0.718
1994-09-03 12:00 , 728582.0 ,0, 4.188 -0.218
1994-09-13 12:00 , 728592.0 ,0, 3.512 0.018
1994-09-24 12:00 , 728603.0 ,0, 3.033 0.217
1994-10-04 12:00 , 728613.0 ,0, 2.719 0.061
1994-10-14 12:00 , 728623.0 ,0, 2.465 0.155
1994-10-24 12:00 , 728633.0 ,0, 2.265 0.105
1994-11-04 12:00 , 728643.0 ,0, 2.116 0.044
1994-11-14 12:00 , 728653.0 ,0, 2.007 0.143
1994-11-25 12:00 , 728664.0 ,0, 2.008 0.142
1995-00-00 06:00 , 728674.0 ,0, 2.007 0.163
1995-00-10 06:00 , 728684.0 ,0, 1.923 0.277
1995-00-21 06:00 , 728695.0 ,0, 1.89 0.29
1995-01-01 06:00 , 728705.0 ,0, 1.846 0.334
1995-01-11 06:00 , 728715.0 ,0, 1.782 0.398
1995-01-19 06:00 , 728723.0 ,0, 1.75 0.39
1995-01-29 06:00 , 728733.0 ,0, 1.728 0.402
1995-02-09 06:00 , 728743.0 ,0, 1.697 0.423
1995-02-20 06:00 , 728754.0 ,0, 1.695 0.425
1995-03-00 06:00 , 728764.0 ,0, 1.674 0.406
1995-03-10 06:00 , 728774.0 ,0, 1.87 0.18
1995-03-20 06:00 , 728784.0 ,0, 2.355 0.295
1995-04-00 06:00 , 728794.0 ,0, 3.737 0.403
1995-04-10 06:00 , 728804.0 ,0, 5.023 0.087
1995-04-21 06:00 , 728815.0 ,0, 8.453 -3.693
1995-05-01 06:00 , 728825.0 ,0, 10.931 -2.741
1995-05-11 06:00 , 728835.0 ,0, 15.37 -2.27
1995-05-21 06:00 , 728845.0 ,0, 18.81 -1.11
1995-06-01 06:00 , 728855.0 ,0, 21.11 -1.01
1995-06-11 06:00 , 728865.0 ,0, 21.52 -1.22
1995-06-22 06:00 , 728876.0 ,0, 22.27 -2.97
1995-07-02 06:00 , 728886.0 ,0, 18.32 3.08
1995-07-12 06:00 , 728896.0 ,0, 15.52 3.18
1995-07-23 06:00 , 728907.0 ,0, 11.78 0.32
1995-08-03 06:00 , 728917.0 ,0, 9.25 -0.69
1995-08-13 06:00 , 728927.0 ,0, 7.268 1.582
1995-08-23 06:00 , 728937.0 ,0, 5.512 2.278
1995-09-03 06:00 , 728947.0 ,0, 4.261 2.069
1995-09-13 06:00 , 728957.0 ,0, 3.591 0.749
1995-09-24 06:00 , 728968.0 ,0, 3.126 0.534
1995-10-04 06:00 , 728978.0 ,0, 2.782 0.408
1995-10-14 06:00 , 728988.0 ,0, 2.534 0.206
1995-10-24 06:00 , 728998.0 ,0, 2.314 0.216
1995-11-04 06:00 , 729008.0 ,0, 2.149 0.381
1995-11-14 06:00 , 729018.0 ,0, 2.052 0.478
1995-11-25 06:00 , 729029.0 ,0, 2.063 0.467
1996-00-00 00:00 , 729039.0 ,0, 2.066 0.334
1996-00-10 00:00 , 729049.0 ,0, 1.985 0.325
1996-00-21 00:00 , 729060.0 ,0, 1.95 0.25
1996-01-01 00:00 , 729070.0 ,0, 1.92 0.23
1996-01-11 00:00 , 729080.0 ,0, 1.87 0.23
1996-01-20 00:00 , 729089.0 ,0, 1.834 0.106
1996-02-00 00:00 , 729099.0 ,0, 1.811 0.129
1996-02-10 00:00 , 729109.0 ,0, 1.773 0.167
1996-02-21 00:00 , 729120.0 ,0, 1.777 0.143
