T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 18:00 , 727985.0 ,0, 1.36347456895 1.21652543105
1993-01-19 18:00 , 727993.0 ,0, 1.36155683204 1.13844316796
1993-01-29 18:00 , 728003.0 ,0, 1.35300075749 1.14699924251
1993-02-09 18:00 , 728013.0 ,0, 1.38135935454 1.11864064546
1993-02-20 18:00 , 728024.0 ,0, 1.34333108831 1.10666891169
1993-03-00 18:00 , 728034.0 ,0, 1.26175038365 1.22824961635
1993-03-10 18:00 , 728044.0 ,0, 1.68591664367 1.41408335633
1993-03-20 18:00 , 728054.0 ,0, 2.22536332767 1.07463667233
1993-04-00 18:00 , 728064.0 ,0, 2.80975009629 0.600249903706
1993-04-10 18:00 , 728074.0 ,0, 5.62050015906 0.289499840941
1993-04-21 18:00 , 728085.0 ,0, 7.57165734756 1.64834265244
1993-05-01 18:00 , 728095.0 ,0, 10.5726589665 3.82734103345
1993-05-11 18:00 , 728105.0 ,0, 15.1692086369 3.03079136315
1993-05-21 18:00 , 728115.0 ,0, 19.8519867978 2.24801320224
1993-06-01 18:00 , 728125.0 ,0, 23.0732029892 -1.47320298916
1993-06-11 18:00 , 728135.0 ,0, 23.2507096749 -1.55070967487
1993-06-22 18:00 , 728146.0 ,0, 22.8184956055 -2.71849560553
1993-07-02 18:00 , 728156.0 ,0, 18.7336322005 -2.93363220046
1993-07-12 18:00 , 728166.0 ,0, 15.8215781871 -3.42157818713
1993-07-23 18:00 , 728177.0 ,0, 10.9313276815 1.56867231854
1993-08-03 18:00 , 728187.0 ,0, 8.15460175467 2.24539824533
1993-08-13 18:00 , 728197.0 ,0, 6.88856698269 0.931433017307
1993-08-23 18:00 , 728207.0 ,0, 5.5544287318 0.555571268197
1993-09-03 18:00 , 728217.0 ,0, 4.12354759948 0.846452400522
1993-09-13 18:00 , 728227.0 ,0, 3.31920066225 0.830799337753
1993-09-24 18:00 , 728238.0 ,0, 2.88285773262 0.647142267383
1993-10-04 18:00 , 728248.0 ,0, 2.60442070257 0.65557929743
1993-10-14 18:00 , 728258.0 ,0, 2.27055526463 0.729444735372
1993-10-24 18:00 , 728268.0 ,0, 2.00388392536 0.866116074643
1993-11-04 18:00 , 728278.0 ,0, 1.8800609523 0.939939047701
1993-11-14 18:00 , 728288.0 ,0, 1.84843317079 0.891566829212
1993-11-25 18:00 , 728299.0 ,0, 1.81616487955 1.04383512045
1994-00-00 12:00 , 728309.0 ,0, 1.81415264785 0.905847352151
1994-00-10 12:00 , 728319.0 ,0, 1.70456010916 0.675439890844
1994-00-21 12:00 , 728330.0 ,0, 1.63897215838 0.741027841622
1994-01-01 12:00 , 728340.0 ,0, 1.52529323216 0.924706767843
1994-01-11 12:00 , 728350.0 ,0, 1.47327983169 0.99672016831
1994-01-19 12:00 , 728358.0 ,0, 1.46802075327 0.911979246725
1994-01-29 12:00 , 728368.0 ,0, 1.44476293129 0.935237068706
1994-02-09 12:00 , 728378.0 ,0, 1.41871808386 0.981281916139
1994-02-20 12:00 , 728389.0 ,0, 1.41844921466 1.24155078534
1994-03-00 12:00 , 728399.0 ,0, 1.40297594508 1.18702405492
1994-03-10 12:00 , 728409.0 ,0, 1.62814755746 0.051852442544
1994-03-20 12:00 , 728419.0 ,0, 2.21801319353 0.291986806474
1994-04-00 12:00 , 728429.0 ,0, 3.34251277574 1.11748722426
1994-04-10 12:00 , 728439.0 ,0, 3.69640533681 2.07359466319
1994-04-21 12:00 , 728450.0 ,0, 6.78478166585 5.91521833415
1994-05-01 12:00 , 728460.0 ,0, 7.94958283227 6.15041716773
1994-05-11 12:00 , 728470.0 ,0, 13.7429434824 6.35705651759
1994-05-21 12:00 , 728480.0 ,0, 19.942640977 3.95735902296
1994-06-01 12:00 , 728490.0 ,0, 20.9636631238 2.53633687625
1994-06-11 12:00 , 728500.0 ,0, 24.0245216451 -2.92452164507
1994-06-22 12:00 , 728511.0 ,0, 24.0519203228 -0.751920322803
1994-07-02 12:00 , 728521.0 ,0, 20.6804939077 -2.18049390768
1994-07-12 12:00 , 728531.0 ,0, 16.8880101753 2.01198982472
1994-07-23 12:00 , 728542.0 ,0, 11.1579658918 1.8420341082
1994-08-03 12:00 , 728552.0 ,0, 9.10917838749 -0.969178387494
1994-08-13 12:00 , 728562.0 ,0, 6.86945232056 -0.969452320559
1994-08-23 12:00 , 728572.0 ,0, 4.94357240549 -0.183572405491
1994-09-03 12:00 , 728582.0 ,0, 3.88949331428 0.0805066857232
1994-09-13 12:00 , 728592.0 ,0, 3.18079708801 0.34920291199
1994-09-24 12:00 , 728603.0 ,0, 2.76782283006 0.482177169943
1994-10-04 12:00 , 728613.0 ,0, 2.54364294224 0.236357057757
1994-10-14 12:00 , 728623.0 ,0, 2.28911887748 0.330881122518
1994-10-24 12:00 , 728633.0 ,0, 2.1141907633 0.255809236696
1994-11-04 12:00 , 728643.0 ,0, 2.01821637683 0.141783623171
1994-11-14 12:00 , 728653.0 ,0, 1.93219702405 0.217802975948
1994-11-25 12:00 , 728664.0 ,0, 1.84455190788 0.305448092116
1995-00-00 06:00 , 728674.0 ,0, 1.83900136922 0.330998630778
1995-00-10 06:00 , 728684.0 ,0, 1.74716492736 0.452835072636
1995-00-21 06:00 , 728695.0 ,0, 1.63763273024 0.542367269755
1995-01-01 06:00 , 728705.0 ,0, 1.50054757784 0.679452422162
1995-01-11 06:00 , 728715.0 ,0, 1.46230353524 0.71769646476
1995-01-19 06:00 , 728723.0 ,0, 1.4479559828 0.692044017199
1995-01-29 06:00 , 728733.0 ,0, 1.38473466794 0.74526533206
1995-02-09 06:00 , 728743.0 ,0, 1.36551471793 0.754485282069
1995-02-20 06:00 , 728754.0 ,0, 1.34774519056 0.772254809437
1995-03-00 06:00 , 728764.0 ,0, 1.39158704222 0.688412957782
1995-03-10 06:00 , 728774.0 ,0, 1.95157647357 0.0984235264338
1995-03-20 06:00 , 728784.0 ,0, 2.42102953072 0.228970469285
1995-04-00 06:00 , 728794.0 ,0, 5.03195751134 -0.89195751134
1995-04-10 06:00 , 728804.0 ,0, 6.51035012442 -1.40035012442
1995-04-21 06:00 , 728815.0 ,0, 11.3685749167 -6.60857491665
1995-05-01 06:00 , 728825.0 ,0, 11.0291687989 -2.83916879888
1995-05-11 06:00 , 728835.0 ,0, 14.8517378743 -1.75173787435
1995-05-21 06:00 , 728845.0 ,0, 21.3933033971 -3.69330339709
1995-06-01 06:00 , 728855.0 ,0, 21.0745535056 -0.97455350564
1995-06-11 06:00 , 728865.0 ,0, 23.3774411887 -3.07744118867
1995-06-22 06:00 , 728876.0 ,0, 20.5311277145 -1.23112771448
1995-07-02 06:00 , 728886.0 ,0, 21.8489093045 -0.448909304482
1995-07-12 06:00 , 728896.0 ,0, 18.0717624117 0.628237588258
1995-07-23 06:00 , 728907.0 ,0, 12.4618641035 -0.361864103465
1995-08-03 06:00 , 728917.0 ,0, 8.48841827243 0.0715817275742
1995-08-13 06:00 , 728927.0 ,0, 6.35229440617 2.49770559383
1995-08-23 06:00 , 728937.0 ,0, 4.8980412614 2.8919587386
1995-09-03 06:00 , 728947.0 ,0, 4.04336607414 2.28663392586
1995-09-13 06:00 , 728957.0 ,0, 3.54332879698 0.796671203018
1995-09-24 06:00 , 728968.0 ,0, 3.05656454764 0.603435452356
1995-10-04 06:00 , 728978.0 ,0, 2.70473819048 0.485261809524
1995-10-14 06:00 , 728988.0 ,0, 2.49405815583 0.245941844168
1995-10-24 06:00 , 728998.0 ,0, 2.41374753007 0.116252469935
1995-11-04 06:00 , 729008.0 ,0, 2.18711817946 0.342881820543
1995-11-14 06:00 , 729018.0 ,0, 2.03923049184 0.49076950816
1995-11-25 06:00 , 729029.0 ,0, 1.95568362492 0.574316375082
1996-00-00 00:00 , 729039.0 ,0, 1.94060722879 0.459392771211
1996-00-10 00:00 , 729049.0 ,0, 1.75974153373 0.550258466271
1996-00-21 00:00 , 729060.0 ,0, 1.7198193866 0.480180613401
1996-01-01 00:00 , 729070.0 ,0, 1.67376641169 0.476233588306
1996-01-11 00:00 , 729080.0 ,0, 1.56980832565 0.530191674347
1996-01-20 00:00 , 729089.0 ,0, 1.54797315448 0.392026845525
1996-02-00 00:00 , 729099.0 ,0, 1.5308112967 0.409188703299
1996-02-10 00:00 , 729109.0 ,0, 1.47856028972 0.461439710281
1996-02-21 00:00 , 729120.0 ,0, 1.43025770638 0.489742293624
1996-03-01 00:00 , 729130.0 ,0, 1.51503198172 0.264968018281
1996-03-11 00:00 , 729140.0 ,0, 2.16060597367 -0.400605973673
1996-03-21 00:00 , 729150.0 ,0, 3.24798322736 -1.60798322736
1996-04-01 00:00 , 729160.0 ,0, 3.7284754668 -1.6384754668
1996-04-11 00:00 , 729170.0 ,0, 4.34438284301 0.325617156987
1996-04-22 00:00 , 729181.0 ,0, 6.66983126687 -1.01983126687
1996-05-02 00:00 , 729191.0 ,0, 10.9057828899 2.39421711006
1996-05-12 00:00 , 729201.0 ,0, 18.0336030762 -5.83360307618
1996-05-22 00:00 , 729211.0 ,0, 16.3949737992 -1.49497379918
1996-06-02 00:00 , 729221.0 ,0, 19.4832800469 -3.38328004691
1996-06-12 00:00 , 729231.0 ,0, 19.3835168787 -2.68351687869
1996-06-23 00:00 , 729242.0 ,0, 19.5526069006 3.94739309942
1996-07-03 00:00 , 729252.0 ,0, 16.0885999283 5.81140007167
1996-07-13 00:00 , 729262.0 ,0, 12.3513553886 0.848644611435
1996-07-24 00:00 , 729273.0 ,0, 9.47404589024 0.01595410976
1996-08-04 00:00 , 729283.0 ,0, 8.55449511922 -0.664495119221
1996-08-14 00:00 , 729293.0 ,0, 7.06241033544 1.72758966456
1996-08-24 00:00 , 729303.0 ,0, 5.06822785147 1.14177214853
1996-09-04 00:00 , 729313.0 ,0, 4.15360188788 0.606398112121
1996-09-14 00:00 , 729323.0 ,0, 3.51513272974 0.334867270262
1996-09-25 00:00 , 729334.0 ,0, 3.20570469966 0.124295300339
1996-10-05 00:00 , 729344.0 ,0, 2.86785953704 -0.137859537037
1996-10-15 00:00 , 729354.0 ,0, 2.50117536445 0.00882463555211
1996-10-25 00:00 , 729364.0 ,0, 2.31712452994 0.132875470063
1996-11-05 00:00 , 729374.0 ,0, 2.07923094145 0.000769058547118
1996-11-15 00:00 , 729384.0 ,0, 1.90068212491 0.0393178750896
1996-11-26 00:00 , 729395.0 ,0, 1.89702979209 -0.117029792091
1997-00-00 18:00 , 729405.0 ,0, 1.89035010762 -0.100350107621
1997-00-10 18:00 , 729415.0 ,0, 1.86274605933 -0.16274605933
1997-00-21 18:00 , 729426.0 ,0, 1.8572944913 -0.167294491301
1997-01-01 18:00 , 729436.0 ,0, 1.80083503348 -0.170835033481
1997-01-11 18:00 , 729446.0 ,0, 1.63853891752 -0.168538917522
1997-01-19 18:00 , 729454.0 ,0, 1.61346967927 -0.183469679271
1997-01-29 18:00 , 729464.0 ,0, 1.56681891314 -0.14681891314
1997-02-09 18:00 , 729474.0 ,0, 1.47635170358 -0.146351703578
1997-02-20 18:00 , 729485.0 ,0, 1.46536022764 -0.14536022764
1997-03-00 18:00 , 729495.0 ,0, 1.42070252344 -0.170702523441
1997-03-10 18:00 , 729505.0 ,0, 1.40511884797 0.914881152026
1997-03-20 18:00 , 729515.0 ,0, 1.81693699081 2.50306300919
1997-04-00 18:00 , 729525.0 ,0, 3.27800704946 0.511992950543
1997-04-10 18:00 , 729535.0 ,0, 4.00833239649 3.23166760351
1997-04-21 18:00 , 729546.0 ,0, 6.96115912579 9.43884087421
1997-05-01 18:00 , 729556.0 ,0, 7.82315820109 4.57684179891
1997-05-11 18:00 , 729566.0 ,0, 11.5563362006 4.04366379937
1997-05-21 18:00 , 729576.0 ,0, 13.6352989445 4.16470105548
1997-06-01 18:00 , 729586.0 ,0, 15.6711014012 7.82889859879
1997-06-11 18:00 , 729596.0 ,0, 18.1504364675 5.94956353248
1997-06-22 18:00 , 729607.0 ,0, 22.5673661831 -4.56736618307
1997-07-02 18:00 , 729617.0 ,0, 17.2755566553 2.12444334474
1997-07-12 18:00 , 729627.0 ,0, 14.5027475005 1.8972524995
1997-07-23 18:00 , 729638.0 ,0, 10.2029299475 2.29707005251
1997-08-03 18:00 , 729648.0 ,0, 8.92279870912 0.617201290876
1997-08-13 18:00 , 729658.0 ,0, 8.03011023819 -0.510110238195
1997-08-23 18:00 , 729668.0 ,0, 5.75338351591 0.18661648409
1997-09-03 18:00 , 729678.0 ,0, 4.43516003076 0.604839969244
1997-09-13 18:00 , 729688.0 ,0, 3.71322268285 0.326777317147
1997-09-24 18:00 , 729699.0 ,0, 3.2327705255 0.317229474503
1997-10-04 18:00 , 729709.0 ,0, 2.69221504851 0.347784951487
1997-10-14 18:00 , 729719.0 ,0, 2.45163498471 0.258365015289
1997-10-24 18:00 , 729729.0 ,0, 2.2606928684 0.219307131598
1997-11-04 18:00 , 729739.0 ,0, 2.06072089771 0.0392791022859
1997-11-14 18:00 , 729749.0 ,0, 1.91906585667 0.150934143328
1997-11-25 18:00 , 729760.0 ,0, 1.87466835987 0.0953316401295
1998-00-00 12:00 , 729770.0 ,0, 1.85651686108 0.0934831389174
1998-00-10 12:00 , 729780.0 ,0, 1.79861796749 0.0613820325146
1998-00-21 12:00 , 729791.0 ,0, 1.78379330305 -0.333793303046
1998-01-01 12:00 , 729801.0 ,0, 1.78498324776 -0.554983247756
1998-01-11 12:00 , 729811.0 ,0, 1.73906184835 -0.529061848353
1998-01-19 12:00 , 729819.0 ,0, 1.70527069788 -0.555270697875
1998-01-29 12:00 , 729829.0 ,0, 1.68158650836 -0.541586508364
1998-02-09 12:00 , 729839.0 ,0, 1.64188225434 -0.501882254339
1998-02-20 12:00 , 729850.0 ,0, 1.6119985589 -0.471998558902
1998-03-00 12:00 , 729860.0 ,0, 1.57650889224 -0.436508892244
1998-03-10 12:00 , 729870.0 ,0, 1.5863307993 -0.496330799301
1998-03-20 12:00 , 729880.0 ,0, 1.98500125381 -0.865001253813
1998-04-00 12:00 , 729890.0 ,0, 4.8562264372 -3.0162264372
1998-04-10 12:00 , 729900.0 ,0, 5.00426733883 -1.36426733883
1998-04-21 12:00 , 729911.0 ,0, 9.22029861313 -2.37029861313
1998-05-01 12:00 , 729921.0 ,0, 12.2486919611 -3.43869196107
1998-05-11 12:00 , 729931.0 ,0, 18.1871638595 -2.28716385949
1998-05-21 12:00 , 729941.0 ,0, 18.8549495768 1.74505042324
1998-06-01 12:00 , 729951.0 ,0, 18.0323448614 3.26765513863
1998-06-11 12:00 , 729961.0 ,0, 19.0999894304 0.700010569622
1998-06-22 12:00 , 729972.0 ,0, 24.7431556433 -4.04315564329
1998-07-02 12:00 , 729982.0 ,0, 19.1255112723 2.27448872767
1998-07-12 12:00 , 729992.0 ,0, 15.5398791097 -0.739879109676
1998-07-23 12:00 , 730003.0 ,0, 13.3891787487 0.910821251334
1998-08-03 12:00 , 730013.0 ,0, 11.4546870887 0.345312911321
1998-08-13 12:00 , 730023.0 ,0, 10.1957672219 -2.57576722192
1998-08-23 12:00 , 730033.0 ,0, 7.83912562013 -1.55912562013
