T_forecast [day], Q_compare [m3/s], Q_forecast [m3/s]
1993-01-11 18:00 , 727985.0 ,0, 0.79 -0.12
1993-01-19 18:00 , 727993.0 ,0, 0.67 -0.06
1993-01-29 18:00 , 728003.0 ,0, 0.64 0.13
1993-02-09 18:00 , 728013.0 ,0, 0.7 -0.12
1993-02-20 18:00 , 728024.0 ,0, 0.7 -0.25
1993-03-00 18:00 , 728034.0 ,0, 0.82 -0.19
1993-03-10 18:00 , 728044.0 ,0, 1.0 0.17
1993-03-20 18:00 , 728054.0 ,0, 1.1 0.37
1993-04-00 18:00 , 728064.0 ,0, 1.86 -0.44
1993-04-10 18:00 , 728074.0 ,0, 2.46 1.17
1993-04-21 18:00 , 728085.0 ,0, 3.37 1.53
1993-05-01 18:00 , 728095.0 ,0, 4.01 1.99
1993-05-11 18:00 , 728105.0 ,0, 5.04 2.37
1993-05-21 18:00 , 728115.0 ,0, 5.75 2.54
1993-06-01 18:00 , 728125.0 ,0, 6.63 2.22
1993-06-11 18:00 , 728135.0 ,0, 5.18 3.95
1993-06-22 18:00 , 728146.0 ,0, 4.95 2.2
1993-07-02 18:00 , 728156.0 ,0, 4.97 1.59
1993-07-12 18:00 , 728166.0 ,0, 3.98 1.02
1993-07-23 18:00 , 728177.0 ,0, 3.52 0.54
1993-08-03 18:00 , 728187.0 ,0, 2.81 0.93
1993-08-13 18:00 , 728197.0 ,0, 2.28 0.78
1993-08-23 18:00 , 728207.0 ,0, 1.89 0.78
1993-09-03 18:00 , 728217.0 ,0, 1.74 1.0
1993-09-13 18:00 , 728227.0 ,0, 1.63 0.51
1993-09-24 18:00 , 728238.0 ,0, 1.41 0.29
1993-10-04 18:00 , 728248.0 ,0, 1.35 0.28
1993-10-14 18:00 , 728258.0 ,0, 1.32 0.21
1993-10-24 18:00 , 728268.0 ,0, 1.12 0.24
1993-11-04 18:00 , 728278.0 ,0, 1.08 0.16
1993-11-14 18:00 , 728288.0 ,0, 1.05 0.14
1993-11-25 18:00 , 728299.0 ,0, 0.92 0.06
1994-00-00 12:00 , 728309.0 ,0, 0.61 -0.11
1994-00-10 12:00 , 728319.0 ,0, 0.7 -0.05
1994-00-21 12:00 , 728330.0 ,0, 0.67 0.1
1994-01-01 12:00 , 728340.0 ,0, 0.85 -0.01
1994-01-11 12:00 , 728350.0 ,0, 0.67 0.07
1994-01-19 12:00 , 728358.0 ,0, 0.61 0.13
1994-01-29 12:00 , 728368.0 ,0, 0.77 0.02
1994-02-09 12:00 , 728378.0 ,0, 0.58 0.25
1994-02-20 12:00 , 728389.0 ,0, 0.45 0.25
1994-03-00 12:00 , 728399.0 ,0, 0.63 0.09
1994-03-10 12:00 , 728409.0 ,0, 1.17 -0.36
1994-03-20 12:00 , 728419.0 ,0, 1.47 -0.16
1994-04-00 12:00 , 728429.0 ,0, 1.42 0.96
1994-04-10 12:00 , 728439.0 ,0, 3.63 -0.17
1994-04-21 12:00 , 728450.0 ,0, 4.9 -0.46
1994-05-01 12:00 , 728460.0 ,0, 6.0 -0.91
1994-05-11 12:00 , 728470.0 ,0, 7.41 -1.54
1994-05-21 12:00 , 728480.0 ,0, 8.29 -2.23
1994-06-01 12:00 , 728490.0 ,0, 8.85 -1.43
1994-06-11 12:00 , 728500.0 ,0, 9.13 -2.16
1994-06-22 12:00 , 728511.0 ,0, 7.15 -0.06
1994-07-02 12:00 , 728521.0 ,0, 6.56 0.22
1994-07-12 12:00 , 728531.0 ,0, 5.0 1.17
1994-07-23 12:00 , 728542.0 ,0, 4.06 1.78
1994-08-03 12:00 , 728552.0 ,0, 3.74 1.42
1994-08-13 12:00 , 728562.0 ,0, 3.06 0.14
1994-08-23 12:00 , 728572.0 ,0, 2.67 -0.09
1994-09-03 12:00 , 728582.0 ,0, 2.74 -0.64
1994-09-13 12:00 , 728592.0 ,0, 2.14 -0.44
1994-09-24 12:00 , 728603.0 ,0, 1.7 -0.06
1994-10-04 12:00 , 728613.0 ,0, 1.63 -0.02
1994-10-14 12:00 , 728623.0 ,0, 1.53 -0.02
1994-10-24 12:00 , 728633.0 ,0, 1.36 -0.22
1994-11-04 12:00 , 728643.0 ,0, 1.24 -0.27
1994-11-14 12:00 , 728653.0 ,0, 1.19 -0.33
1994-11-25 12:00 , 728664.0 ,0, 0.98 -0.11
1995-00-00 06:00 , 728674.0 ,0, 0.5 0.3
1995-00-10 06:00 , 728684.0 ,0, 0.65 0.16
1995-00-21 06:00 , 728695.0 ,0, 0.77 0.0
1995-01-01 06:00 , 728705.0 ,0, 0.84 -0.03
1995-01-11 06:00 , 728715.0 ,0, 0.74 -0.07
1995-01-19 06:00 , 728723.0 ,0, 0.74 -0.19
1995-01-29 06:00 , 728733.0 ,0, 0.79 -0.23
1995-02-09 06:00 , 728743.0 ,0, 0.83 -0.21
1995-02-20 06:00 , 728754.0 ,0, 0.7 -0.19
1995-03-00 06:00 , 728764.0 ,0, 0.72 -0.26
1995-03-10 06:00 , 728774.0 ,0, 0.81 -0.36
1995-03-20 06:00 , 728784.0 ,0, 1.31 -0.28
1995-04-00 06:00 , 728794.0 ,0, 2.38 -1.19
1995-04-10 06:00 , 728804.0 ,0, 3.46 -2.46
1995-04-21 06:00 , 728815.0 ,0, 4.44 -2.49
1995-05-01 06:00 , 728825.0 ,0, 5.09 -2.44
1995-05-11 06:00 , 728835.0 ,0, 5.87 -1.93
1995-05-21 06:00 , 728845.0 ,0, 6.06 -1.98
1995-06-01 06:00 , 728855.0 ,0, 7.42 -2.2
1995-06-11 06:00 , 728865.0 ,0, 6.97 -0.56
1995-06-22 06:00 , 728876.0 ,0, 7.09 -0.75
1995-07-02 06:00 , 728886.0 ,0, 6.78 -0.42
1995-07-12 06:00 , 728896.0 ,0, 6.17 -0.46
1995-07-23 06:00 , 728907.0 ,0, 5.84 -1.58
1995-08-03 06:00 , 728917.0 ,0, 5.16 -2.07
1995-08-13 06:00 , 728927.0 ,0, 3.2 -0.79
1995-08-23 06:00 , 728937.0 ,0, 2.58 -0.46
